fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,1,1,256,32,256,46604.999928446196
1,0,0,1,1,64,32,1024,131342.80004777893
0,1,1,0,0,64,32,256,46144.0000521212
0,0,1,1,0,256,2,256,46610.19988192309
0,0,1,1,0,64,8,4096,46665.20001400003
0,0,0,0,1,256,32,4096,46070.79991036001
0,0,1,1,0,64,2,256,46508.80002523141
1,1,0,0,1,128,32,4096,133873.00002173634
1,1,1,0,1,64,8,1024,127709.60002321156
0,1,0,1,1,64,2,256,46400.599906246985
0,1,0,0,0,256,2,256,46439.99994304608
0,1,1,1,0,64,32,256,46517.600127538164
1,1,1,0,1,256,32,256,129296.99997708156
0,0,0,1,0,128,2,1024,46355.20011778207
1,1,1,1,1,128,32,4096,132082.39996736648
0,1,1,1,0,256,32,1024,46477.80001876687
1,1,0,0,1,256,32,4096,134608.5999976366
0,0,1,0,0,128,2,1024,46254.60011450685
1,0,0,1,0,128,2,1024,131781.19999618724
0,1,1,1,1,128,2,4096,47013.99999363078
0,1,1,1,0,64,8,4096,46771.00013476534
0,0,0,1,0,128,8,1024,46551.60000933578
1,0,0,1,1,64,2,1024,133912.79998664398
1,1,0,1,1,256,8,4096,131693.00002677468
0,0,0,1,0,256,8,256,46388.80001403404
0,0,1,0,0,64,2,4096,46094.999938128014
1,0,1,1,0,256,2,1024,136959.40001777702
0,0,0,1,1,64,8,4096,46806.60008807733
1,0,1,0,0,256,8,4096,137294.80008824242
0,1,1,1,0,128,8,4096,46599.800050132755
0,1,1,0,0,256,32,1024,46047.4000351466
0,0,1,1,0,256,2,256,46610.20003926446
0,1,0,1,0,64,2,4096,46432.99998374254
0,0,1,0,0,256,8,1024,46146.200052582804
0,1,1,0,0,64,32,4096,46715.39994525723
1,1,1,1,1,256,32,1024,130422.9999634436
1,1,0,0,0,128,32,1024,133666.20001537315
1,0,1,1,1,128,2,256,141082.40004841713
1,0,1,1,1,64,32,4096,138867.00000573296
1,0,1,1,0,128,32,256,140915.39986335213
1,0,1,1,1,64,2,4096,139900.5999799307
1,0,0,0,1,128,2,4096,132203.5999737724
0,0,0,1,1,64,32,4096,46546.800050214515
0,1,1,1,1,256,8,4096,46925.399952654436
0,1,1,0,1,64,2,4096,46299.39998037537
1,1,1,0,1,256,8,4096,131231.19996172344
1,0,1,1,1,128,8,256,136436.00004338808
0,0,1,0,0,128,8,4096,46163.19994797455
0,0,0,0,0,64,32,256,46471.19996868549
0,0,1,1,1,256,2,1024,47568.60004451373
1,1,0,0,1,128,32,256,131364.39998528475
0,0,1,0,1,128,32,1024,47486.60010414084
1,0,0,1,1,256,2,1024,135362.80005636392
0,0,0,0,1,64,2,256,46337.00005026986
0,0,1,1,0,256,32,4096,47277.99999632166
0,0,0,1,1,64,2,4096,46482.000077211764
1,0,1,0,0,256,32,1024,134646.19999665205
0,1,0,0,1,128,32,4096,46213.59999812823
0,0,0,0,1,64,2,4096,47346.19995629118
1,1,0,0,0,128,32,256,131583.0000187068
1,1,1,1,1,256,8,1024,131012.40005195468
0,0,1,1,1,256,2,4096,46799.99996964218
0,0,0,0,0,128,8,1024,46208.00006665796
0,1,0,1,1,64,32,4096,46490.59993834941
0,0,0,1,1,128,2,1024,46407.80003473535
1,1,1,1,1,64,8,1024,131358.0000082171
0,0,0,0,1,64,32,256,46295.39990732341
1,1,1,0,0,256,8,4096,136698.2000751341
0,1,1,1,1,64,32,256,46707.60006061316
1,1,1,0,1,256,8,4096,131231.200026224
1,1,1,0,1,64,2,256,132282.60003276207
1,1,1,0,1,128,32,256,128130.19995058882
0,0,0,1,0,256,32,1024,46419.00006992038
1,0,0,1,1,128,32,256,135614.00006773512
1,1,1,0,0,128,2,1024,135272.20008609793
0,0,0,0,0,256,8,4096,46426.600015338896
1,0,1,1,1,128,2,1024,137186.59995188404
1,1,0,0,0,64,8,256,134333.99998737927
0,0,1,0,0,256,8,1024,46146.20004148956
1,0,0,0,0,128,2,256,133624.79999018446
1,0,0,0,0,128,32,4096,132885.99986160462
0,1,1,0,1,128,8,256,46212.40010705471
1,1,0,1,1,64,32,1024,123397.19997638161
1,0,0,0,1,256,2,4096,132963.7999820708
0,0,1,0,0,256,8,4096,46383.400055026425
1,1,0,0,0,256,8,1024,132666.19989399324
0,1,1,0,1,256,8,1024,46398.39996061804
0,0,1,1,1,128,32,256,46567.79995609333
0,0,0,0,1,256,8,256,46100.40003508736
1,1,0,0,1,64,2,4096,136458.3999386625
0,0,0,0,1,64,2,4096,47346.199988700035
1,1,0,0,1,128,8,1024,133644.39997725005
0,1,1,0,0,256,8,1024,47095.59996160347
1,1,1,0,1,128,2,1024,134561.00004549627
0,1,1,0,0,64,32,1024,46144.99992237647
0,0,0,1,1,128,2,4096,46338.80000315271
0,0,1,0,0,128,2,256,46293.39998453408
0,0,1,0,0,64,2,1024,46198.99994873759
1,0,0,1,0,256,8,4096,131930.8001426149
0,1,1,1,0,256,2,1024,46750.80002646125
