spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,0,1,1,1,1,1,0,0,1,1,0,0,0.016948233595673472
0,1,1,0,1,0,1,0,0,0,1,0,1,1,0.019954497182280605
0,1,1,1,0,1,1,0,1,0,1,0,0,0,0.012869514262525179
0,1,1,1,0,0,0,1,1,0,0,0,0,1,0.0039075664389297965
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.005935912379474023
0,0,0,1,0,1,1,0,1,0,1,1,1,1,0.006932872155457177
1,0,0,0,1,0,0,0,1,1,1,1,0,1,0.9950565479860752
1,0,1,1,1,0,1,1,0,0,1,1,0,1,0.9940433036829134
0,1,1,1,0,1,0,1,1,1,1,0,0,0,0.013849760283976059
0,0,1,0,0,1,0,1,1,1,1,0,1,1,0.00707286064823338
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.016885412766382158
0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.011857758331975906
0,1,0,1,0,0,1,0,0,0,1,0,1,1,0.004887123644017891
0,1,0,1,0,1,1,1,1,0,1,0,1,0,0.011875514447256616
1,1,0,0,1,0,1,0,1,0,1,1,1,0,0.9939463560508784
0,1,1,1,1,1,0,0,0,0,0,0,1,0,0.018817934579835754
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0.007956654388371351
1,0,0,0,1,0,1,0,0,0,0,0,1,1,0.9939505210759384
0,1,1,1,1,0,1,1,1,0,0,0,1,0,0.012004015731456513
1,1,1,1,0,0,1,1,0,0,1,1,0,1,0.9969914986926242
1,1,1,0,0,1,1,1,1,0,0,0,1,0,0.9940685525244537
0,1,0,1,0,0,0,1,0,0,1,1,0,1,0.0030180382136431234
1,0,1,1,1,0,1,1,0,1,1,1,0,0,0.994060645510147
0,0,0,0,1,1,1,1,1,1,1,0,1,1,0.005986849699548731
1,1,1,0,1,1,1,0,0,1,1,1,0,0,0.9920117840963129
1,0,1,1,0,0,0,1,0,1,1,0,0,0,0.9970710329740679
1,1,1,1,0,1,1,1,1,0,0,0,1,1,0.17768142356544767
1,0,0,1,1,0,1,1,0,0,0,1,1,1,0.994097140091677
0,0,1,1,0,0,1,1,1,0,0,0,1,0,0.005967728586932464
1,1,1,1,1,1,0,1,0,1,0,0,1,0,0.9940746542702904
1,1,1,1,1,1,1,0,1,1,0,0,1,1,0.993129243668054
0,1,0,0,1,1,1,1,1,0,0,0,1,0,0.017889048103165342
1,1,0,1,0,1,1,0,1,0,0,1,0,0,0.9941568503734186
0,1,1,0,0,1,1,1,1,1,1,0,0,1,0.01689729385933381
1,1,0,1,1,0,1,0,1,0,0,0,1,1,0.701214453930313
1,0,0,1,1,1,0,1,1,0,0,1,0,1,0.9940481843218123
0,0,1,0,1,1,0,0,0,0,1,1,0,1,0.006939205935680449
0,1,0,0,0,1,1,0,1,0,1,0,1,1,0.014897846731695655
1,1,1,0,0,1,0,0,1,1,1,0,1,1,0.9920773573143217
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.005908029509651152
0,1,1,0,0,1,1,1,1,1,1,0,1,1,0.016969545883955956
1,1,0,1,0,0,0,1,0,1,0,0,1,1,0.9969642475731696
1,1,0,1,0,1,0,0,0,0,1,0,1,1,0.994065253094664
1,0,1,1,1,1,0,0,0,1,0,1,0,0,0.9920887184176393
0,1,0,0,1,0,1,1,0,1,1,0,0,0,0.023829668932374985
0,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0068926735725406375
0,1,1,0,1,0,0,1,1,1,1,1,0,1,0.008941595401481059
0,1,1,0,0,1,1,1,0,1,1,1,0,1,0.01688496872220031
1,1,0,1,1,1,1,1,1,0,0,1,0,1,0.9929984190043012
0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.02671824111972465
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0.9920774561085938
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.993075615293611
1,1,0,1,1,1,0,1,0,1,1,1,0,1,0.9939844330297034
0,1,0,0,1,0,0,1,1,1,1,0,0,0,0.00987110368797673
1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.9920613252019925
1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.9969712167474398
1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.9920583947281779
0,1,1,1,0,1,1,0,1,0,0,1,0,0,0.012823609782597908
0,1,1,0,0,1,1,1,0,0,0,1,0,0,0.016891043881275464
0,1,1,1,0,0,1,1,1,0,0,0,1,0,0.002875123717992914
1,0,0,0,0,0,1,1,0,0,0,1,1,1,0.9920282204168233
0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.004969528613042139
0,0,1,0,1,1,0,1,0,0,0,1,0,0,0.00602619386846981
1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.9960166268251357
1,0,1,0,1,1,1,1,0,0,0,1,0,0,0.9921908837974595
1,0,0,0,0,0,0,1,0,1,0,0,1,1,0.9920927103909375
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.00992479656460591
0,1,1,0,1,0,0,1,1,1,1,1,1,1,0.00897018451554813
1,1,0,0,1,1,0,0,0,1,0,0,0,1,0.9930741482742124
0,1,1,1,1,1,0,0,1,0,1,1,0,1,0.01987136950617049
0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.006996563707490568
1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.9919809704304452
1,1,1,0,1,0,1,0,0,1,1,0,0,1,0.9940958484124609
1,1,0,0,0,1,0,0,1,1,0,1,1,0,0.9930031436196015
0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.004953239211462518
0,1,0,1,0,1,1,1,0,1,1,1,0,1,0.011849183772671983
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.006953940627422284
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0.014872049520722368
1,0,1,0,0,0,1,0,1,1,1,1,0,0,0.10028020382495377
1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.9940508078735176
0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.004060118236267428
0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.01084579058103211
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0009998698827621898
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0.9940446509770203
1,0,1,1,1,0,1,0,1,0,1,0,1,0,0.9950496473194552
0,1,1,1,1,1,1,0,1,1,1,0,1,1,0.01282578093470821
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.004847001543651902
1,0,0,1,1,1,1,0,1,1,1,0,1,0,0.9931202710818373
1,0,0,1,0,0,1,1,0,1,0,0,0,1,0.999050517962989
1,0,1,0,1,1,0,0,1,1,0,0,1,0,0.9930655511979539
0,1,1,0,0,1,1,0,1,0,0,0,1,0,0.01679773086396283
1,0,0,1,0,0,1,0,1,0,0,0,1,1,0.9990194119775521
1,1,0,1,0,0,1,0,1,0,1,0,0,0,0.9979577480089631
0,1,1,0,1,1,1,0,1,1,1,0,0,1,0.01291786486414403
0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.0009443737404670564
0,0,1,0,1,0,1,0,1,1,1,0,0,0,0.006999521660192243
1,1,1,0,0,1,1,1,0,1,1,0,0,0,0.991973059150325
1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.9930378127920475
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9939791868952184
1,0,1,1,1,0,0,0,0,0,1,1,0,1,0.9940868172418903
