spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0048709689690409905
1,1,0,0,0,1,0,1,0,1,0,0,1,1,0.9930370656519764
0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.007009392254657271
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.017881167754383313
1,1,0,0,0,0,1,1,0,0,0,1,1,1,0.9940402557941805
0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.002979545590247549
1,0,0,0,0,1,0,0,0,1,1,1,0,1,0.9920082444703194
1,0,0,1,0,0,0,0,0,0,1,1,1,1,0.9979548107579358
1,1,0,1,1,0,1,1,0,0,1,1,0,1,0.7040516218542376
1,1,1,1,1,0,0,1,1,1,1,0,0,1,0.9960269755429852
1,1,1,1,0,0,1,0,0,0,1,1,1,1,0.9980146310601747
0,0,0,0,1,1,0,0,1,0,0,1,1,1,0.007010481669761783
1,0,0,0,1,0,0,0,1,0,1,1,0,0,0.9939386340132117
0,1,0,0,1,0,1,0,1,0,1,1,1,1,0.02477202896584731
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0.02777683910617723
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.9949159058749789
0,1,0,0,1,1,1,0,0,1,0,0,0,1,0.01891884627658386
0,0,1,0,0,1,0,1,1,1,1,0,1,1,0.006830453655101414
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0.9920113375498696
0,0,1,1,0,0,0,1,0,0,1,0,1,1,0.0029897954098193984
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.9921452515638091
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0.9970087670738915
1,1,1,0,1,0,0,1,1,1,0,1,0,0,0.996012221416179
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.002923505686739099
0,1,0,0,1,0,0,1,0,1,1,1,1,1,0.009926972326473715
1,0,1,1,0,0,0,0,1,1,1,1,0,0,0.9980234937450781
0,0,1,0,1,0,1,1,1,0,0,0,1,1,0.006953327350148703
1,1,0,0,1,1,0,0,1,1,1,1,0,1,0.9931488659695719
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0.00687772285340445
0,1,1,1,0,0,1,1,0,0,1,1,1,0,0.0030133511770070996
1,1,1,0,0,0,1,1,0,1,0,1,1,0,0.9940219631379993
1,1,0,0,1,1,0,1,0,0,1,0,0,0,0.9930496145194302
0,0,1,0,0,0,0,1,0,1,1,0,1,1,0.0009631859573526326
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.997024631890799
0,1,0,1,1,0,1,1,0,1,0,0,0,1,0.004029099668391454
0,0,0,0,1,1,1,0,1,1,0,1,0,0,0.0070093548844097735
0,0,0,0,0,0,1,0,1,1,1,0,1,1,0.006073450242068206
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.1022929752753674
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.010810537348928373
0,0,1,0,0,1,1,1,1,1,0,0,1,0,0.006971365444305302
1,1,0,0,0,0,0,1,1,1,1,0,1,0,0.9938982239341533
0,1,0,1,1,0,0,1,1,0,1,1,0,1,0.008949502225312857
0,1,1,1,0,1,1,0,0,0,1,0,1,0,0.012974882891731808
1,1,1,0,1,1,1,1,1,1,1,0,1,1,0.9939835244790869
1,1,1,1,1,0,0,1,0,1,0,0,0,1,0.9949985806359884
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.9920860718266925
0,0,1,1,1,0,1,1,0,1,1,0,1,0,0.002930563793773496
1,0,0,0,1,0,0,1,1,0,1,1,0,1,0.9939391116488929
1,0,0,0,1,1,0,0,1,1,1,0,1,1,0.9930565434561531
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.0030473731214727025
0,0,0,1,1,1,0,1,1,0,1,1,0,1,0.006066022897319351
1,0,0,1,0,0,1,1,1,1,1,1,1,0,0.9999089748693407
1,0,0,0,0,0,1,0,0,0,1,1,1,1,0.9920808696857937
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.9940848601170971
0,0,1,0,1,1,1,1,0,0,0,0,1,0,0.006937293896868698
0,1,1,1,1,1,0,1,0,1,1,1,0,0,0.018834241534576957
0,0,1,1,1,1,0,0,1,0,1,0,0,1,0.00690779033599391
0,1,1,0,1,0,0,1,0,0,0,1,1,1,0.008889165607189992
1,0,1,1,0,0,1,0,1,0,0,0,1,0,0.9960278597808209
1,0,0,0,1,0,1,1,1,0,1,0,1,1,0.9941195830267745
0,1,0,1,1,1,1,0,1,1,0,1,1,1,0.01584054813163061
1,0,1,1,0,1,0,1,0,1,1,0,0,1,0.9930798253695561
0,1,1,1,0,0,1,1,0,0,0,1,0,1,0.002979924523564008
