spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,1,0,0,1,1,1,0,1,1,0,1,1,1,0.9930574738297858
0,1,0,1,1,1,1,1,0,0,1,0,1,0,0.015882917238749975
1,0,0,1,1,1,1,1,1,1,1,0,1,1,0.9930437072632986
0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.003973797328454622
0,1,1,1,1,1,1,1,1,0,0,1,1,1,0.012959555935951295
1,1,0,1,0,0,1,1,0,1,0,1,1,0,0.997942599776235
1,0,0,1,1,1,1,0,1,1,1,0,1,1,0.9931139366728351
1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9940607516306375
1,1,1,1,0,1,1,0,1,1,0,1,1,1,0.17473292366223578
1,1,1,0,1,1,1,0,1,1,0,0,1,0,0.9920852030360005
1,0,1,0,1,1,1,0,1,0,1,1,0,0,0.9920301584410468
0,0,0,1,0,1,1,0,1,0,1,1,0,0,0.00701417064651572
0,1,1,1,1,1,0,1,1,0,0,0,1,0,0.019835464847544833
0,1,0,0,1,0,0,0,0,1,0,1,1,0,0.009927937691033086
1,1,0,0,1,0,1,1,1,1,1,1,1,0,0.9940788060896941
1,1,0,1,1,0,0,0,0,1,0,0,0,0,0.9959902860239435
1,1,1,1,1,0,0,1,0,1,0,1,0,0,0.9960120526282344
0,0,1,0,1,1,0,1,1,0,0,0,0,1,0.006858034546307147
1,0,0,1,1,0,0,0,1,1,1,0,0,0,0.9940279992772304
0,0,0,1,0,1,0,1,0,0,1,1,1,0,0.005976147283510685
0,1,1,1,0,0,1,1,1,0,1,0,1,1,0.0019245770776979915
0,0,0,1,1,1,1,0,0,1,1,0,0,0,0.005901580438977007
0,1,1,1,1,0,0,0,1,0,0,1,0,1,0.008804923771710924
1,1,0,1,0,1,1,1,1,0,1,0,0,0,0.9930136532597871
0,1,0,0,1,1,1,1,0,1,0,1,1,1,0.018853435259491153
1,1,0,0,1,1,1,1,1,1,1,0,1,1,0.9940888309433626
1,0,0,0,1,0,1,0,1,1,1,0,0,0,0.9939973220910253
0,1,1,1,0,0,1,1,1,0,0,0,1,0,0.002986311951990159
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.008987061525461871
0,1,1,0,0,1,1,1,1,1,0,1,0,0,0.016802775016615753
0,1,0,1,0,0,0,0,1,1,0,0,1,0,0.005022784107365986
0,0,0,0,0,1,1,1,0,1,1,1,0,1,0.006977100260405704
1,0,1,1,0,1,1,1,0,0,1,1,0,0,0.9921062574210238
0,1,1,1,1,0,0,1,0,0,1,0,0,0,0.00891459124421061
0,0,0,0,1,1,1,0,1,0,0,1,1,0,0.006932205769824905
0,1,0,0,0,1,1,1,0,0,0,0,0,1,0.01581358873607015
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.028781083258387453
