fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,0,0,256,32,256,132823.00003853312
0,0,0,0,0,64,32,256,46471.19996946604
1,1,1,1,1,64,32,4096,131409.79997150032
1,0,0,0,0,128,32,4096,132886.00012348383
1,1,0,1,0,128,2,256,135754.39997542868
1,0,0,0,1,64,32,1024,130868.60007089995
1,1,1,1,0,64,8,256,133653.39996459032
1,1,1,1,0,256,32,256,131548.20000094362
0,0,1,0,0,128,8,4096,46163.20005599069
1,1,1,1,1,128,8,256,130828.79996118629
1,1,1,0,1,256,2,256,137593.59998926197
1,1,1,1,1,256,32,4096,132021.20004840507
1,1,0,0,0,128,32,4096,134334.7999720937
1,0,0,0,0,256,2,1024,134031.19986916677
1,0,0,0,1,128,8,1024,130543.599966805
1,0,1,1,0,64,2,4096,140311.79997730427
0,1,0,1,0,256,8,256,46658.800023215554
1,0,1,0,0,128,8,4096,133337.60011754307
0,0,1,0,0,64,8,256,46528.79996314298
0,1,0,1,0,256,32,1024,47549.40002037652
0,0,1,0,0,128,8,256,46140.00009802251
0,1,1,1,1,256,32,256,46982.00001073875
0,0,1,0,0,64,8,256,46528.800104257905
0,0,0,1,0,256,32,1024,46419.00002425146
1,1,0,1,1,256,8,256,132543.59994260044
0,1,1,1,1,64,2,4096,46733.39993536606
0,1,1,1,1,256,32,4096,46325.40002283835
0,0,0,0,1,64,32,1024,46172.20000844961
1,0,1,1,1,256,32,1024,139302.19992824047
0,0,0,1,1,128,8,4096,46615.80000956324
0,0,0,1,0,64,2,1024,46287.799991103275
0,0,1,0,0,128,2,4096,46307.19998700382
1,1,0,1,0,64,32,1024,132684.9999961684
1,0,1,0,0,128,32,256,135051.00003000823
1,0,1,0,0,128,2,4096,138294.3999282743
1,0,1,0,0,128,2,4096,138294.40011665842
1,0,1,0,1,64,2,4096,137289.00007417458
0,0,0,1,1,128,2,1024,46407.80004937015
1,0,0,0,1,64,8,4096,129471.00005471683
1,0,0,0,0,256,32,4096,134589.5999714815
1,0,0,1,0,128,2,1024,131781.1999510501
0,1,1,0,1,64,32,4096,46412.39993919487
0,1,0,0,0,64,8,4096,46264.79992354988
0,0,0,0,0,256,2,256,46207.599951383476
0,0,1,1,1,128,8,256,46778.000067080524
0,1,1,1,0,64,8,1024,46311.59999428369
1,0,0,0,1,256,8,4096,131261.20000187095
1,0,0,0,0,128,2,1024,131468.00014405017
1,1,1,1,1,64,2,1024,131163.40007644964
1,0,0,0,0,64,8,1024,132700.0000016537
0,0,0,0,0,256,2,256,46207.59993885733
1,1,1,1,0,256,2,4096,127337.60005546089
0,0,1,1,0,256,2,4096,46624.99996080785
1,1,0,0,1,256,32,1024,135111.99996516455
1,1,1,0,0,256,8,1024,133985.0000614983
0,1,1,1,1,64,8,1024,46751.800004440105
0,0,1,1,0,128,8,4096,46503.19994882736
0,0,0,0,1,128,32,4096,46304.60007220643
1,1,0,1,0,64,8,256,133942.99995731155
1,0,0,1,1,64,8,256,136979.00015408243
0,1,1,0,0,256,32,1024,46047.40006906249
1,1,0,0,1,256,32,1024,135112.0000777551
1,1,0,0,1,256,32,1024,135111.99999044798
0,1,1,1,0,256,32,1024,46477.80002999934
1,1,1,1,0,256,2,1024,129660.2000013662
0,0,0,1,1,128,2,4096,46338.800039975264
0,1,0,1,0,128,8,256,46439.60001474148
1,0,1,1,0,64,2,1024,140228.00006243665
0,1,0,1,0,128,8,4096,46586.399992373794
1,0,1,1,1,256,8,256,136729.1999375955
0,1,1,0,1,128,8,1024,46188.80002151599
0,1,0,1,1,64,2,256,46400.600064711
0,1,1,0,1,64,8,1024,46293.59996718052
0,0,0,1,1,256,32,4096,46507.400050697324
1,1,1,1,0,256,32,1024,127038.79994767463
0,0,1,0,1,256,8,256,46064.599978714985
0,1,0,0,1,256,8,256,46191.999980323286
1,0,1,1,1,128,8,4096,136724.40000215743
0,0,0,1,1,256,8,4096,46339.400006014
1,1,0,0,0,256,2,1024,132971.59995988276
0,1,1,0,1,64,8,256,46218.99997905085
0,1,1,0,1,64,8,1024,46293.60012565941
1,1,1,0,1,64,2,256,132282.59994478422
0,1,0,1,0,64,32,4096,46404.00001821045
1,1,0,1,1,64,8,4096,128898.00007860764
0,0,0,1,0,256,32,4096,46898.39990078392
1,1,1,0,1,128,32,4096,128474.60001330536
0,1,0,1,0,64,2,4096,46433.00004228505
1,1,0,1,0,128,32,256,132344.7999982291
1,1,1,1,0,64,2,1024,125822.20000998849
0,0,1,1,1,256,32,1024,46821.800010526844
0,1,1,1,0,256,8,256,46539.59992337615
1,1,0,0,1,256,8,256,131945.99998536214
0,0,1,1,0,128,8,4096,46503.199958760175
0,0,1,1,1,64,32,256,46565.60005894502
1,1,1,0,1,128,32,256,128130.19997877323
1,0,0,0,0,128,8,256,133984.7999615312
0,0,0,0,1,64,2,256,46336.9999724882
0,0,0,1,1,64,8,256,46340.20008011297
1,0,0,0,1,256,8,256,136333.7999825934
