fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,1,256,8,1024,46674.59999665851
1,1,1,1,0,128,32,1024,126388.39990706863
1,1,0,1,1,256,2,4096,125375.60003311327
0,0,0,1,1,256,2,1024,46274.19999586424
1,1,0,1,1,256,2,4096,125375.6000371878
0,0,1,0,1,256,32,4096,47000.20005418333
0,0,1,1,1,128,8,256,46778.00005997552
0,0,1,0,0,64,32,256,46179.99993072404
1,1,1,0,0,64,32,4096,131524.0000290379
1,1,0,1,1,256,2,256,131228.60002592785
1,0,1,1,1,256,32,4096,139169.00002911667
0,1,1,0,0,128,32,1024,46311.1999079773
1,0,1,1,0,128,2,1024,140841.99995620572
1,1,1,0,0,128,32,4096,128492.60001384975
0,0,0,0,0,128,32,1024,46582.20001063158
0,1,1,0,0,128,32,1024,46311.20004695944
0,0,0,1,1,64,2,256,46471.20005234692
1,1,0,0,0,256,8,256,133404.80002236532
1,0,1,1,0,128,32,4096,138185.4000482915
1,0,1,0,1,128,32,256,134666.40002246504
1,0,1,1,0,128,8,256,142638.0000570707
0,1,1,1,1,64,32,256,46707.600006339315
1,0,1,0,1,256,2,4096,134923.20001358129
1,1,1,1,0,256,2,256,129518.79994957962
1,1,1,1,0,256,8,4096,129630.80008603468
1,0,1,0,1,64,2,4096,137289.00008035047
1,0,0,0,1,64,2,1024,132217.99992671894
0,1,1,0,1,256,2,1024,46256.79994365917
1,0,0,0,0,64,8,256,134959.39992947262
1,1,0,0,0,64,32,256,132467.79998044347
1,0,0,0,1,64,8,256,133634.39998838454
1,0,0,0,1,128,8,4096,140983.39993904575
1,1,1,0,1,64,2,256,132282.60004405372
1,0,1,1,0,128,8,256,142638.000006358
0,0,1,1,1,128,2,1024,46692.599982540465
1,1,0,0,0,128,2,1024,133545.59998403882
0,0,0,1,1,256,32,4096,46507.40002609429
0,0,1,1,0,64,8,256,46557.40001047603
0,1,0,1,1,128,32,256,46423.200036273796
0,1,1,1,0,128,32,4096,46612.79988306912
1,0,1,1,1,64,32,1024,141021.99999060578
0,1,0,0,1,64,8,256,46237.5999548771
1,0,0,0,0,64,8,4096,130604.79999510567
0,0,0,0,0,64,2,256,46272.19996022084
0,0,1,0,1,256,2,1024,46177.19995711662
1,1,1,0,1,64,32,4096,128549.99996621865
1,1,1,0,1,128,2,256,130635.20002369939
1,0,0,0,1,64,32,1024,130868.59997962012
1,0,0,0,1,64,8,4096,129471.00004968724
1,0,0,1,0,64,2,1024,130483.00002304699
0,0,0,0,1,64,8,256,46194.79997058775
1,1,0,1,1,128,2,1024,127179.99997772461
0,1,1,1,1,128,2,256,46463.20001794314
1,0,0,1,1,64,8,4096,134738.40010800346
0,0,1,1,0,128,8,1024,47024.00005291614
0,0,0,0,0,256,32,4096,46042.40004390362
0,1,1,0,0,64,8,256,45922.80002432214
1,0,0,1,1,128,2,256,131667.79999367634
1,1,0,1,1,128,8,256,131563.79997434575
1,0,0,0,0,128,8,256,133984.8000046956
0,1,1,0,0,64,2,256,46338.60000779587
0,0,0,0,1,256,2,1024,46354.200027691804
1,1,0,1,0,256,32,4096,128968.4000447446
1,0,1,1,0,64,8,1024,138765.20005799187
0,1,1,1,1,128,8,256,46554.00003993291
1,0,0,0,0,128,2,4096,133393.19998991664
1,1,1,1,0,128,32,1024,126388.3998621063
1,1,0,0,1,64,8,256,134080.80009596783
0,1,0,0,0,256,8,256,46335.59998472867
0,0,0,0,0,64,32,256,46471.20003319718
1,1,1,1,0,256,2,1024,129660.20001561225
1,0,0,0,1,128,2,256,135331.59994477368
1,1,1,1,0,256,2,4096,127337.599967448
0,0,1,1,0,64,8,1024,46966.400013679
1,0,1,0,0,64,8,256,131837.2000841801
0,0,1,1,1,128,8,1024,46668.99997611004
0,1,0,0,0,64,32,1024,46223.99993024764
0,0,0,0,0,64,8,1024,46349.40003410387
0,0,0,0,0,128,32,1024,46582.19997776294
0,0,0,0,1,256,32,4096,46070.79997904875
1,1,0,1,1,64,8,4096,128898.0000122593
0,0,0,1,0,256,2,1024,46554.599968263974
0,0,0,0,1,128,2,4096,46108.19994300373
0,0,1,0,1,128,32,256,46260.200053364184
1,0,0,1,1,128,2,4096,134643.9999876538
1,0,0,1,1,64,2,4096,133869.9999367389
0,1,1,1,1,128,2,4096,47014.0000406104
1,1,0,1,1,256,32,4096,126458.79996704783
1,1,0,1,0,256,32,4096,128968.39994133427
0,0,1,0,1,256,32,4096,47000.19993900647
0,1,0,0,0,64,32,4096,46336.20004269279
1,1,1,1,0,256,32,1024,127038.80010748007
0,1,1,0,1,128,8,256,46212.39992902653
1,1,1,0,0,128,8,256,131126.7999658382
1,0,0,1,0,64,8,1024,131168.99997587941
1,0,1,1,0,64,32,4096,138943.40005535397
0,1,0,0,1,128,8,1024,46124.20008369742
0,1,1,1,1,128,32,256,46741.999950870406
0,1,1,1,1,64,8,4096,46753.39983329209
1,1,1,1,1,64,32,256,132168.80005498868
