spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.994047371780208
0,0,0,0,1,0,1,0,0,1,1,0,1,1,0.01974389288491477
1,0,1,1,0,1,1,1,1,0,1,1,0,1,0.9939652639850207
0,1,1,0,1,1,1,0,1,0,1,1,1,1,0.012868497742772251
1,1,1,1,0,1,1,1,0,0,1,0,0,0,0.17969829139362434
0,1,0,0,1,1,0,0,0,1,0,0,1,1,0.017714812967951413
1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.9921027502481072
1,1,0,0,0,0,0,0,0,1,1,0,1,1,0.9930876109116523
0,1,0,1,0,1,1,0,1,1,0,1,0,1,0.010828032357950157
1,1,0,1,0,0,0,0,0,1,1,1,0,0,0.9959746795280955
0,1,1,0,0,0,1,1,0,0,0,0,1,1,0.017851127309685258
0,0,1,0,1,1,1,1,0,0,1,0,0,1,0.006942468493100341
1,0,1,0,0,0,1,1,1,1,0,0,0,1,0.10027923873701648
0,1,1,1,0,0,0,1,0,1,1,1,1,0,0.0018862778722271434
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0.006002572395173093
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0.9940351640020929
0,0,0,1,1,1,0,1,0,1,1,0,1,1,0.006969654573409642
1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.1767848623152685
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.010930719469366669
0,0,1,0,0,0,1,0,0,1,1,0,0,1,0.004964721508783419
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.009956277900252483
1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.9941413386630539
1,0,1,1,0,1,1,0,1,0,1,1,1,0,0.9929975331165893
0,0,0,1,0,0,1,1,0,1,1,0,1,1,0.004981065388602806
1,1,1,1,1,1,1,0,0,1,0,1,1,1,0.9921214375087576
1,1,0,0,1,1,0,1,0,1,0,0,1,1,0.9939595153056939
0,0,1,1,0,0,1,1,1,1,0,1,0,1,0.007113057482213436
1,0,1,1,0,1,0,0,0,0,0,1,1,1,0.993111137764695
0,0,1,0,1,1,1,1,0,0,0,1,1,0,0.005950363897665474
0,1,0,1,1,1,0,0,0,0,1,1,0,1,0.020930665984788946
1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.997010881472541
1,0,0,0,0,1,1,0,0,1,1,1,1,0,0.993073500589293
0,0,0,1,1,1,0,1,1,1,0,1,1,0,0.006896628610655715
1,1,1,1,1,1,0,1,1,0,1,0,0,0,0.9920306076596993
1,0,1,1,1,0,1,0,1,0,0,1,1,1,0.9940418873752428
1,0,0,0,1,1,0,1,0,0,1,0,0,0,0.9929445718396767
0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.0030254927618521324
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.006978855877921124
0,0,0,0,1,0,0,1,0,1,1,0,0,1,0.027904327265671453
1,0,1,1,1,0,0,0,1,0,0,1,0,0,0.9941024287422469
0,0,0,1,1,1,0,0,0,1,0,1,0,0,0.006948068794198442
1,0,1,1,1,0,1,0,0,0,1,1,0,0,0.9940182508058073
0,1,0,1,1,0,1,1,1,0,1,1,0,0,0.003031898124663981
0,0,1,1,0,0,0,1,0,0,1,1,0,1,0.003006958113583059
1,1,1,1,1,0,0,0,0,1,1,1,0,0,0.9940457041225574
1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.9920449462936397
1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.9940513894939694
1,1,0,1,0,1,0,1,1,1,1,1,1,1,0.9919658772227202
0,0,0,1,1,1,1,1,1,1,1,0,0,1,0.006010563869451121
1,0,1,1,0,0,0,1,1,1,0,0,0,1,0.9981317705911272
1,0,0,1,1,0,0,1,0,0,1,1,1,0,0.9940135262137701
1,1,1,0,1,0,0,1,0,0,1,0,0,1,0.9950312219933707
1,0,0,0,0,0,1,1,0,0,1,0,1,0,0.9920854089246491
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.0020907020682493335
0,1,0,1,1,1,1,0,0,1,1,1,1,1,0.01591412081092335
0,0,0,1,0,1,1,1,1,1,1,0,0,0,0.007006911782861908
0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.006954404976676834
0,0,0,0,1,0,1,1,0,1,0,1,0,1,0.018863909991030187
1,1,1,1,1,0,1,0,1,1,0,1,1,1,0.9940617296155686
1,1,1,1,0,1,0,1,1,0,0,0,0,1,0.9940192702017389
1,0,1,0,0,1,0,1,0,1,1,0,1,1,0.9920881684798094
1,0,1,1,0,1,0,0,1,1,0,0,0,0,0.9931190744087209
1,1,1,1,0,1,1,1,0,0,0,0,1,0,0.18269131222791515
1,1,0,0,0,1,1,0,1,0,0,0,1,0,0.9930335102637539
1,1,1,0,1,1,1,0,0,0,0,1,0,1,0.9939909096451497
0,0,0,1,1,0,0,0,1,0,1,1,0,0,0.0267733596881249
1,1,0,0,1,1,0,0,0,1,1,1,0,0,0.994028301041082
1,1,1,1,1,0,0,1,0,1,1,0,0,1,0.9960534850468301
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.007078166742587974
0,0,1,0,1,0,1,0,1,0,1,1,0,1,0.006900091088273022
1,1,1,0,0,1,0,0,1,0,1,0,0,1,0.9920818800468122
1,1,1,0,1,0,0,0,1,1,0,1,0,1,0.9951837731331133
1,1,1,1,1,0,1,1,0,1,0,1,1,0,0.9950589890140503
1,1,0,0,0,0,1,0,1,0,0,1,0,1,0.994094485532565
0,1,1,1,1,1,0,1,1,0,1,0,0,1,0.019034113356400734
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.9940159818458839
0,1,0,1,0,1,0,1,0,0,1,0,0,1,0.013851360323687478
0,1,1,1,1,0,1,1,1,0,0,0,1,0,0.011986794427145973
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0.9920124404877981
1,1,1,0,1,0,0,1,0,1,1,0,0,1,0.9950154048912639
1,1,0,0,0,1,0,0,0,0,1,1,1,0,0.9920148351444853
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.00896510263338845
0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.017881162926485134
1,1,0,1,1,0,1,0,0,0,0,0,1,1,0.6921395109930728
1,0,1,1,0,0,1,0,0,1,0,0,1,1,0.9980022745185195
0,0,1,1,0,1,1,1,0,1,0,0,1,0,0.005962039945132607
0,0,1,0,0,0,0,0,0,1,1,1,0,1,0.0009567800743465558
1,0,0,0,0,1,0,1,1,0,1,1,0,1,0.9921198819453814
0,0,0,1,0,0,1,0,0,1,1,0,0,1,0.004027361583663204
1,0,1,0,1,1,1,1,0,0,1,1,1,1,0.9930593432191795
0,0,0,1,1,1,0,0,1,0,1,1,0,0,0.006988615305916893
0,1,0,1,0,0,1,1,1,0,0,1,0,0,0.003870586304516053
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0.006870972178979741
1,0,0,0,1,1,0,1,1,1,0,1,0,0,0.9940293457529816
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0.006946149066881849
0,1,1,1,1,0,1,1,1,1,0,0,0,1,0.012927752117574166
1,0,0,0,1,0,1,1,0,0,0,0,1,1,0.9941432396096103
0,0,0,1,0,1,1,1,0,1,1,0,1,0,0.006976707436853337
1,1,1,1,0,1,0,0,0,0,0,1,0,1,0.9940120754309275
0,0,0,1,0,0,0,0,1,1,1,0,1,0,0.0030130145655969244
