spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,0,0,1,0,1,0,1,0,1,0,1,1,1,0.9919505337777222
0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.010892060756459668
0,1,0,1,0,0,1,1,1,1,0,0,1,1,0.0048619053355316195
1,0,1,0,1,1,0,1,1,1,0,1,0,0,0.9929777017022042
1,0,1,1,1,0,1,1,1,0,0,0,1,1,0.9940786652000284
1,0,1,0,1,0,1,1,1,1,0,0,0,1,0.9940951572611293
0,1,0,1,1,1,1,0,1,1,0,1,1,0,0.016875216616205613
0,0,0,1,0,1,1,1,0,0,1,0,0,0,0.006972612412750145
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.006920472082795749
0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.00703353785909674
1,1,0,1,0,0,0,0,0,0,1,0,1,0,0.9970343923893731
0,0,0,0,0,1,0,1,1,1,1,0,0,1,0.006973792026606617
1,1,1,1,0,0,0,1,0,0,1,1,0,0,0.9960202160296147
1,1,1,1,0,0,1,0,0,0,1,1,0,1,0.9980147501479969
1,1,0,1,1,0,1,0,0,1,0,1,0,0,0.7080367315978081
1,1,1,1,1,0,0,1,1,1,0,1,1,1,0.9950661707755563
1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.9941203010095375
1,1,1,1,0,1,0,0,1,0,1,0,1,0,0.9940274371731163
1,0,1,1,1,1,0,1,0,0,0,1,0,0,0.9930264133396648
1,0,1,0,1,0,0,1,0,0,1,1,0,1,0.9940214685493953
1,1,0,0,1,0,0,1,0,1,1,1,1,0,0.9949932003922578
1,0,1,1,1,1,0,1,0,0,0,0,0,1,0.9930125063848129
0,1,1,1,1,1,1,1,1,0,1,1,1,1,0.012895982109212842
1,0,0,0,1,0,0,1,0,1,1,0,1,0,0.9940450266968806
0,0,0,0,1,1,0,0,1,0,0,1,1,1,0.006864433118567467
1,0,1,1,0,1,0,0,1,1,1,1,0,1,0.9920062702387589
0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.010027439269172525
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0.9920947209086316
1,1,1,1,1,1,0,1,0,1,1,0,1,1,0.9940970023173256
1,1,1,1,1,1,0,0,1,0,1,0,0,1,0.9930607166977842
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0.9920161821954965
1,1,0,0,1,0,1,1,0,0,0,1,0,0,0.9940550307770856
1,1,1,0,0,1,0,0,1,1,0,1,1,1,0.9920834315487895
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0.9940614394354528
1,0,0,1,0,1,1,0,1,1,0,1,1,1,0.9940839803159388
1,0,1,0,1,1,0,0,1,0,1,1,0,1,0.9920078161988295
1,1,0,1,0,0,1,0,1,0,1,0,0,0,0.9979958451939424
1,0,1,0,1,0,1,0,0,0,1,1,1,1,0.9941102301952478
0,0,1,1,1,1,0,1,0,0,1,1,0,0,0.0068832718482771905
1,0,0,0,1,1,1,1,0,0,0,1,1,1,0.9920233963392272
0,1,0,0,0,0,1,0,1,1,1,1,0,0,0.009901149337337442
1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.9920323555645489
1,1,0,0,0,1,1,1,1,1,0,1,0,1,0.9920659669347
0,1,0,0,1,1,1,1,0,0,1,1,0,1,0.017781802240623246
0,0,0,1,0,0,1,1,1,0,1,1,0,0,0.004915331560937854
