spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,0,0,1,1,1,1,1,1,0,0,1,0,1,0.9930546249225071
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.9941058707439888
0,0,0,1,1,0,1,1,1,1,1,0,0,1,0.002854966474823896
0,0,0,0,1,1,1,0,0,1,0,0,0,1,0.007024355886602464
0,0,0,1,0,1,0,0,1,0,1,1,0,0,0.00696851175282686
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.005946524899489631
0,0,1,1,1,1,0,1,1,1,0,1,0,0,0.006959445134503177
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0009225653057929737
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.018912824346135625
0,0,0,0,0,1,0,1,0,1,1,0,1,0,0.006910372914424084
1,0,1,1,1,0,1,0,0,0,1,1,0,1,0.9940179288699079
1,0,1,1,1,1,1,1,1,0,0,1,1,0,0.9940499698871839
1,0,0,0,0,0,1,1,1,0,1,1,0,0,0.9920915549458439
0,1,1,1,0,1,0,1,1,1,0,1,1,0,0.013957787076969383
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.017781362967190822
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.006975968590171337
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.9920006542887941
0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.006945217051938425
0,1,0,0,1,1,0,1,1,1,0,0,0,0,0.020016857075952174
0,0,1,0,0,1,0,0,1,0,1,1,1,0,0.0069830338679440366
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.9920805785524941
0,1,0,0,0,1,1,1,1,1,1,0,0,1,0.01490598820202714
1,1,1,1,1,1,0,0,0,1,0,1,1,0,0.9929783340344897
0,1,0,1,1,0,0,1,1,0,1,0,0,1,0.009995567390611465
1,1,0,0,0,0,0,0,0,0,1,1,1,1,0.993118315969359
1,1,0,0,1,1,0,0,0,0,0,1,1,1,0.9941593980787055
1,1,1,1,1,0,0,0,0,0,1,1,1,1,0.9959977381657739
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0.012937414958163487
1,1,1,1,1,0,0,0,1,0,0,1,1,1,0.9960674250663936
1,0,1,1,0,1,0,1,1,0,1,0,0,0,0.9920058934285247
0,1,1,1,1,1,1,0,0,0,1,1,1,0,0.01185192981922935
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.0029224297695688434
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.9941098227654853
0,0,0,0,1,0,1,0,0,1,0,0,1,1,0.020743784059765024
0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.006885487806002237
1,1,0,1,0,0,0,0,0,1,0,1,1,0,0.9980655296429776
0,1,1,0,0,1,1,1,1,1,0,0,1,0,0.016816805629113696
0,1,1,1,1,0,0,1,0,1,0,0,0,0,0.0099496105501827
0,1,1,1,1,0,0,0,0,1,1,0,0,1,0.008900084569006888
0,0,0,0,1,1,1,1,1,1,0,1,0,0,0.006954861034547868
1,1,1,0,1,0,1,1,0,0,1,1,1,0,0.9940003195201741
1,0,1,1,0,1,1,0,1,0,0,0,0,0,0.9941075771573039
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.02689089431634817
0,1,1,0,1,0,1,1,0,1,0,0,1,0,0.021914257331166007
1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.9940281373042824
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.006967786325854742
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.012924578909570985
0,1,1,1,0,1,1,1,0,0,0,0,1,0,0.011903788688780198
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.9930200514283958
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0.006900080109705133
1,0,1,0,1,1,0,0,0,1,0,1,1,0,0.9931280318304864
0,1,1,0,0,0,1,0,1,0,1,1,1,1,0.017958413805705772
1,0,1,0,1,1,1,1,0,0,0,1,1,1,0.9920762037526868
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.006004661620150997
0,1,1,0,0,1,1,0,0,1,0,1,1,0,0.016885301692481737
