spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.006957433162822358
1,1,1,0,0,0,1,0,0,1,0,0,1,1,0.9940079323194185
0,0,1,1,1,0,1,1,1,0,1,1,1,0,0.0030067364915946793
1,0,1,1,0,1,0,1,0,1,1,0,1,1,0.9930847203310268
0,0,1,1,1,1,0,1,1,0,1,0,1,0,0.006991599134384615
0,1,0,0,1,0,0,1,1,0,1,1,1,1,0.008966622051263544
0,0,1,1,0,1,0,0,0,0,1,1,1,0,0.006947370410417684
1,0,1,1,0,1,0,1,1,0,1,0,1,1,0.9920847481143108
0,0,0,0,1,0,0,0,1,1,1,1,1,0,0.02677266699137243
0,1,0,1,1,1,1,0,1,1,1,0,1,0,0.014972477411293567
0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.00593146634978279
0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.00592961292386755
1,1,1,0,0,0,0,1,0,1,0,1,0,1,0.9901083041055743
1,0,0,0,0,1,1,1,0,1,0,1,0,1,0.9930415009817949
0,1,1,1,1,0,1,0,0,0,1,1,0,1,0.01090230554366294
1,0,0,1,0,1,0,1,1,0,0,0,0,1,0.9920383863857368
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.9949198104482052
0,0,1,1,1,1,1,1,0,0,1,1,1,1,0.00698423573730587
1,1,1,1,0,1,0,1,1,1,0,0,0,0,0.9919940899063787
1,0,0,0,1,0,0,0,1,1,1,1,1,0,0.9950524299065421
1,0,1,0,0,0,0,1,0,1,0,1,1,1,0.9940697050544651
0,0,1,1,0,0,1,0,1,1,0,1,1,1,0.0069785665136937606
1,1,1,1,0,1,0,1,0,0,0,0,1,1,0.9941331059008442
1,1,1,0,0,0,0,0,1,0,0,1,1,0,0.9862494712050731
1,1,0,0,0,1,0,1,1,1,1,0,1,1,0.9919975958607461
0,0,0,1,0,1,1,0,0,1,0,0,1,0,0.007041441436077232
