spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,0,1,0,0,0,0,0,1,1,1,1,0,1,0.9939975751491827
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0.994038972170871
1,1,0,1,0,0,0,0,1,1,1,0,1,0,0.9969310993814323
0,0,1,1,1,1,1,1,0,1,1,1,1,1,0.006967696942644469
1,1,0,1,1,1,1,1,0,1,1,0,0,1,0.9929813731368595
0,1,0,1,1,0,1,0,1,0,0,0,1,1,0.005006437762756149
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.9920025241303692
1,0,0,1,1,1,1,1,1,0,1,1,0,0,0.9940087903350374
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0.9920972903126447
0,1,0,1,0,0,1,1,0,1,0,1,0,1,0.00490994234937907
0,1,0,0,0,0,0,1,0,0,1,1,0,1,0.010966771583072382
0,1,0,0,1,0,1,0,0,1,0,0,1,1,0.021792922942148102
0,0,0,0,1,1,1,1,0,0,1,0,0,0,0.006876597007777051
1,0,0,1,1,0,1,1,0,0,0,1,0,0,0.9940478947643686
1,1,1,1,1,1,1,0,0,1,0,1,1,0,0.9920524382937367
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.9920808621803223
1,1,0,0,1,0,1,1,0,0,0,1,1,1,0.9940716748941955
1,1,1,1,1,1,0,0,1,0,0,1,0,0,0.9930724918397527
0,1,0,0,0,1,0,0,0,1,1,1,1,1,0.012842256399137539
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0.0029868115429442896
1,0,0,0,1,1,0,1,0,0,0,1,1,1,0.9930212847590597
1,0,1,0,0,0,0,0,1,1,0,1,1,0,0.9941518118920786
0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.00996459134870691
0,1,1,0,0,0,1,1,1,1,1,1,1,0,0.017827241659669698
1,0,0,1,1,0,1,1,1,1,0,1,1,0,0.9940241761003046
1,1,1,1,0,0,0,1,0,1,0,1,0,0,0.9969439260433356
1,1,1,1,0,0,1,1,1,0,0,1,0,1,0.9979314636534214
1,0,0,1,1,1,1,1,1,1,1,1,1,0,0.9939584577129431
0,1,1,0,0,0,1,1,1,1,0,0,1,0,0.018871212215514133
1,1,0,1,0,1,1,1,0,1,0,0,0,1,0.9930513772981046
0,1,1,1,1,1,0,1,1,0,0,1,0,1,0.018876443259114757
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0.9940422069439427
0,1,0,0,0,1,0,0,0,0,0,1,0,1,0.012068940406286968
0,0,0,0,1,0,1,0,1,1,1,0,1,1,0.018937181557415365
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.029795995394803865
0,1,1,1,1,1,0,1,1,0,1,0,1,1,0.018710890663270127
0,0,1,1,1,1,0,0,0,1,0,0,1,0,0.0068775655047662995
0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.014789138631196677
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.017813828418197685
0,1,1,0,1,0,1,1,0,0,1,0,0,1,0.020829095966318444
0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.005016516757548791
1,0,1,1,1,0,0,0,0,1,1,1,1,0,0.9940891774672589
0,0,0,0,1,1,1,0,1,0,1,0,1,1,0.00693619320511132
1,1,0,0,1,0,0,1,0,1,0,0,0,1,0.9949997813863393
0,1,1,1,0,0,1,1,0,0,1,0,0,0,0.0030447359180779208
0,1,1,0,1,0,1,1,0,1,1,0,1,0,0.020754589771971185
0,0,0,1,1,0,0,0,1,0,0,1,1,1,0.02878823689970204
0,0,1,0,0,1,0,1,1,1,0,0,0,1,0.006988430036762552
0,0,1,0,0,0,1,1,1,0,1,1,1,0,0.0038900625278455955
1,0,1,1,0,0,0,1,0,1,1,0,0,0,0.9970045444101404
1,1,1,1,1,1,1,0,0,0,1,0,0,1,0.9930659533562868
0,0,1,1,0,0,0,1,1,1,0,0,1,1,0.0028783149590209524
1,0,1,0,1,0,0,1,1,1,0,0,0,0,0.9940594795564083
0,1,1,1,0,1,1,1,1,0,1,0,0,0,0.011983737976915126
0,0,1,1,1,0,0,1,1,0,0,0,1,1,0.028757217249023248
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.9940639291523273
0,0,0,0,0,1,1,0,0,1,1,1,0,1,0.005875357670260259
0,1,0,1,1,0,0,0,1,1,1,1,0,1,0.00903218462300725
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.9930689021831025
0,1,1,0,0,1,1,0,0,1,1,1,0,0,0.01585848416358723
1,1,0,1,0,1,1,1,0,1,1,0,1,0,0.994026284248518
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.9970803003034368
1,1,1,0,1,1,0,0,1,1,1,1,1,0,0.9940056916900294
0,0,0,0,0,1,1,0,0,1,1,1,1,1,0.006953931854824278
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.002947313557449118
1,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9940207750234459
1,1,1,1,1,0,0,1,1,0,0,0,1,0,0.996051984347912
1,0,0,1,1,1,1,0,1,1,1,0,0,1,0.992990348800287
0,1,0,1,1,0,0,0,1,1,1,1,1,0,0.009956266607495797
0,1,0,0,1,1,0,0,0,1,1,1,0,1,0.019920295142831775
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0.9940583525468162
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.011953508182802454
0,1,0,0,0,0,0,1,1,0,0,1,1,0,0.010882426444672175
0,0,0,0,1,1,0,0,1,1,0,1,1,1,0.005941645981001886
