spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,1,1,1,0,0,0,1,1,0,1,0,0,0.009033220724835594
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.007004695456186025
0,0,1,0,0,1,1,1,0,1,1,1,1,0,0.006949339782191235
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0.9960012254738997
0,1,0,1,1,0,1,1,0,0,1,1,0,0,0.003986963139451855
0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.004010040890314389
1,0,1,1,1,1,1,0,1,1,0,1,0,1,0.994061451600538
1,1,1,0,1,0,1,1,1,0,1,0,1,1,0.9940639920202455
1,1,1,0,1,1,0,1,0,1,0,0,0,0,0.994001949394021
0,1,0,1,1,1,1,1,1,1,1,0,0,0,0.014948441625023295
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.9941357686301632
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0029047603224317126
1,0,1,0,1,0,1,0,1,1,1,1,0,0,0.9940430851445456
1,0,1,1,0,0,1,0,1,0,0,1,1,0,0.9980343146445397
1,0,1,1,0,1,0,0,0,0,1,0,1,0,0.9930802485279084
1,1,0,1,0,1,0,1,0,0,0,0,1,1,0.9940935121501994
0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.012921067696557301
1,0,1,0,0,0,1,1,0,0,1,1,1,1,0.10023085374017775
1,1,0,0,0,0,1,1,0,1,0,1,1,0,0.9940307041175976
0,1,0,1,0,0,0,0,1,1,0,1,1,1,0.004858408018764296
0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.006959957224525397
1,0,1,1,1,0,1,1,0,0,1,0,1,1,0.9940679633070352
0,0,0,0,1,0,1,0,0,0,1,1,0,1,0.01778539080226332
0,0,1,0,1,0,0,1,1,0,1,0,1,1,0.028793314705216566
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.9931614601795893
0,1,1,0,1,0,1,1,0,1,1,1,1,0,0.021844415389443594
1,0,0,0,1,1,0,0,0,0,1,1,1,0,0.9940302190257095
0,1,0,1,0,0,0,0,1,1,0,0,1,0,0.004876088194063231
1,0,1,1,0,0,0,0,0,0,1,0,0,1,0.9980132495422896
1,0,0,1,1,1,0,1,0,1,0,0,1,1,0.9931167446449395
1,1,1,0,0,1,1,0,1,1,0,1,0,1,0.9931405961769175
0,0,1,1,1,0,0,1,0,1,0,1,0,1,0.02878615474216029
1,1,0,1,1,1,1,0,0,0,0,1,1,1,0.9930093855226408
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0.00692646552273904
0,1,1,1,1,0,0,1,1,0,1,1,1,0,0.009913527379189895
0,1,1,1,1,0,1,1,1,1,1,0,0,1,0.0119210175782566
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.006906301177523405
0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.006065306614240933
1,0,0,1,1,1,1,0,0,1,0,0,1,1,0.9939987981824213
0,0,1,0,1,1,1,1,1,1,0,1,0,1,0.006961703175492336
0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.01579562371708826
1,0,0,0,0,1,0,1,0,0,1,1,0,0,0.9920976469419879
1,0,1,1,1,1,0,1,0,0,1,0,1,0,0.9931042877164661
1,0,0,1,1,0,0,0,0,1,1,0,1,0,0.9938985492079967
1,0,0,0,0,0,0,0,1,0,1,1,0,1,0.9920784090835338
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.006892691329973483
1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.9940539596945831
0,1,0,0,0,0,1,0,1,1,0,1,0,0,0.01084578367510445
