spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,1,0,0,0,0,0,0,1,1,0,1,0,0,0.9930666346776088
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9920045727610204
0,1,0,1,1,0,0,1,0,0,0,1,1,0,0.009843829062934484
0,1,0,0,0,0,0,1,0,1,1,1,0,1,0.010960375821155255
1,0,0,0,1,1,0,1,0,1,1,1,1,0,0.9940821166300801
0,1,1,0,1,0,0,1,0,1,1,1,0,1,0.008917247089534388
1,0,0,0,1,1,0,1,0,0,1,1,1,1,0.9930796685311555
0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0009594796797741203
0,1,1,1,1,0,1,1,0,0,1,0,0,1,0.011911459011424437
1,1,1,0,0,1,1,0,1,1,0,0,1,1,0.994092031413769
1,0,0,0,1,0,1,0,1,1,0,1,1,1,0.9939881857671734
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.005978305498108207
1,0,0,1,0,1,1,1,1,0,1,0,0,1,0.9932064518628092
0,0,1,1,0,0,1,1,1,1,1,0,0,0,0.007059546558725636
0,1,1,1,1,1,1,1,1,0,1,1,1,0,0.011994398202517622
1,1,1,1,1,0,1,0,1,1,0,0,0,1,0.9950481324257634
1,1,0,0,1,1,0,0,1,1,1,0,1,0,0.9930706446592481
0,0,1,0,0,0,1,0,0,1,1,1,1,1,0.00505618070521668
0,1,0,1,1,0,0,1,0,0,1,0,0,0,0.009935463056489123
0,1,0,1,1,1,1,1,0,1,0,0,0,1,0.01586129066582982
0,0,1,1,0,0,0,1,0,1,1,1,1,1,0.0029745141799939114
0,1,0,1,1,0,1,1,1,0,0,1,0,1,0.0050294160701491565
1,0,0,0,1,1,1,1,0,1,1,0,0,1,0.9930269398211005
0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.007021890096904727
1,1,1,1,1,1,0,1,0,1,1,1,0,1,0.9940332870607292
1,0,0,1,0,1,1,1,0,1,0,0,0,1,0.9939882591077569
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.00496324332740973
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0.013852666794087795
0,1,0,0,1,1,1,0,1,0,1,1,0,0,0.018947286739186022
0,0,1,0,0,1,0,1,1,1,1,0,1,1,0.006973790415884051
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0.004111609081554801
0,0,0,0,1,1,0,1,1,1,0,1,1,0,0.005978811674621874
1,1,1,1,0,0,1,0,1,1,1,1,1,1,0.9979547473165248
1,0,1,1,0,1,1,1,1,0,0,0,0,0,0.9920509733427973
0,1,0,1,1,0,0,0,1,1,0,0,0,1,0.009963019031553754
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.6981315910068044
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.001025075580059024
1,0,1,1,0,1,1,0,1,0,1,0,0,0,0.9920193387070212
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0.0068764047875446216
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.9921219790737287
1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.992120352207981
1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.9950633595067649
1,0,0,1,1,1,0,1,0,0,1,1,1,1,0.9940682908689983
1,1,1,0,1,1,1,0,1,0,0,1,1,0,0.9920356809101634
1,1,0,1,0,0,1,0,0,1,1,1,0,0,0.9960040206846336
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.9980855115158797
0,1,0,1,0,1,1,0,1,1,1,0,0,0,0.010976983789280035
0,0,0,1,1,1,0,0,1,1,0,0,0,0,0.007007965941262209
1,1,0,1,1,1,0,0,1,1,0,0,0,1,0.9940589677898092
1,1,1,1,1,1,1,1,0,0,1,0,0,0,0.9920542887708471
1,0,1,0,0,1,0,1,0,1,1,1,1,0,0.9920615269027886
1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.9938888728547766
