spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,1,1,1,1,1,0,1,0,0,1,1,1,0.012870670258288336
0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.008885466001783008
1,0,0,1,0,1,1,0,0,0,1,0,1,1,0.9940305801726863
0,1,1,1,1,1,1,1,0,1,1,0,0,0,0.011890097458856606
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0.017890005816408625
1,1,1,0,1,1,0,1,1,0,1,0,0,0,0.9929599149428571
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.0029863388002601098
0,1,0,0,1,0,1,0,1,1,0,0,0,1,0.024773413641659973
1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.9950307188040823
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.9920652127224545
1,0,1,0,1,1,0,0,0,0,0,0,1,1,0.9920329044217663
1,0,1,0,1,1,0,0,1,1,0,1,0,1,0.9941105411934602
1,1,1,1,0,0,1,0,0,1,0,1,1,0,0.9980146823757282
0,1,1,0,0,1,0,1,1,1,0,1,0,1,0.011877814254678168
1,0,1,1,1,1,1,0,1,0,0,0,1,0,0.9930573072249594
1,1,1,1,1,0,1,1,1,0,0,0,1,0,0.9949238507998537
1,1,1,0,1,0,1,1,0,0,1,0,1,0,0.9950051633665523
1,1,1,0,1,0,0,0,1,0,1,0,1,1,0.9939215807664169
0,0,0,1,1,0,0,0,1,1,1,0,1,1,0.028757419452598743
