spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,1,1,0,1,1,0,0,1,0,1,1,1,0.01291326784075598
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.028891315283977956
0,0,0,1,1,0,0,1,0,0,1,1,1,1,0.0277914158486056
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0.9940599484460796
0,1,0,1,0,1,1,1,0,1,0,1,1,1,0.009906261589721965
1,0,1,1,0,1,0,0,0,0,1,0,1,1,0.993079440384035
0,1,0,1,0,1,0,1,1,1,1,0,0,1,0.014846070720066594
0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.005947900766719874
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.007022377772885397
0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.0030437560470904135
1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.9970876786422257
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.007001577383374598
0,1,0,1,1,1,1,1,1,1,0,1,0,0,0.015848295865651545
1,0,0,1,1,0,1,0,1,1,0,0,0,1,0.9939682073600244
0,1,1,1,0,0,1,1,1,1,1,1,1,0,0.003046618536692195
1,0,0,1,0,1,0,1,0,1,1,1,1,1,0.9920824839797048
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0.9920837963727273
1,0,1,0,1,1,0,0,1,0,0,0,0,1,0.9920434052363164
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.000998107115524927
0,0,1,1,1,1,1,0,1,1,0,0,0,0,0.006922634717735497
0,1,0,1,0,0,1,0,0,0,1,0,1,1,0.00499942685231074
0,0,1,1,1,0,1,0,0,0,0,0,1,1,0.00303965833774864
1,1,0,1,1,0,1,0,1,1,0,1,1,1,0.7030961216819863
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.0049446349697587185
0,1,0,0,1,1,1,0,1,0,1,1,0,1,0.01787793118797309
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0.029871665021917054
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9940802036182103
1,0,1,1,0,0,1,1,0,1,1,0,1,0,0.997916582179511
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.9940651677674827
1,1,0,0,1,1,0,1,1,1,1,1,1,1,0.9930850574860441
1,1,0,1,1,0,1,1,0,1,1,0,1,0,0.6981091765088608
1,1,1,1,0,1,1,1,0,1,0,0,0,0,0.17579496230126793
1,0,1,1,0,1,1,1,1,1,0,0,1,1,0.9929975261316938
0,0,1,1,1,0,1,0,1,1,1,0,0,1,0.0019966853728891616
0,1,1,0,0,1,1,1,1,0,0,0,0,1,0.015961793976543116
1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.9911335026732746
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.002967485862646526
0,1,1,1,1,0,1,1,1,1,0,1,1,0,0.012972932904164054
1,1,1,0,1,1,0,1,0,1,1,1,1,0,0.9940000257251208
1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.9921166257897315
0,0,0,1,1,1,0,1,1,1,1,1,0,1,0.005953002693842563
0,1,0,0,1,0,1,1,1,0,1,1,0,1,0.023872616338960595
1,0,1,0,0,0,0,0,1,1,1,0,0,1,0.993949399278503
1,1,0,0,1,0,1,1,1,0,1,0,1,1,0.9940333832662187
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.997999055360841
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0.010913537972801327
0,1,1,1,0,0,1,1,0,0,1,1,0,1,0.0030288262126060583
0,0,1,1,0,1,0,0,1,1,0,1,1,1,0.005849637505980176
0,0,1,1,1,1,0,0,0,1,0,1,0,0,0.007024933466789019
1,1,1,0,0,1,1,0,1,1,1,0,0,1,0.9930303074914443
1,0,1,1,1,0,0,1,1,0,1,1,1,1,0.9940675024178928
1,1,0,0,0,1,0,1,1,0,0,0,1,1,0.9920540227763676
0,1,0,0,1,0,0,1,1,0,1,0,0,1,0.007880750164073629
1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.9930329057801964
0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.017832061711981345
0,0,1,0,1,0,0,0,0,0,1,1,1,0,0.029785563344105547
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0.0028614064641721403
1,1,1,0,0,1,1,1,1,0,0,1,1,0,0.9929115137723792
1,0,1,0,0,1,1,1,1,0,1,0,1,1,0.9941491240235051
0,0,1,0,1,1,0,1,0,1,1,1,0,1,0.006904851683766859
0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.017858991091574086
1,1,1,1,1,0,0,1,1,0,0,1,1,1,0.995058412701686
0,1,0,0,1,0,1,1,1,1,1,0,1,1,0.02382248226800011
0,1,1,0,1,0,1,0,1,0,0,0,0,1,0.01889368161281482
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0.9940281084215415
1,1,0,0,1,1,0,0,1,1,0,1,0,1,0.9941058963478211
1,0,1,1,0,1,1,1,0,1,1,1,0,0,0.9920271714514164
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.9939460967754622
1,0,1,1,0,1,1,1,1,1,1,0,1,0,0.9919486159653085
1,1,0,1,1,0,0,1,0,1,1,1,1,0,0.9948916762510688
1,0,1,0,0,0,1,1,0,0,0,1,0,0,0.10534036963388282
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.9940442995038543
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.995126411150479
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.00991169679970194
1,1,0,1,1,0,1,0,1,1,0,0,0,0,0.7011392816739322
0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.007015165183130064
1,1,0,0,1,1,1,1,1,0,1,1,1,1,0.9940784558852833
1,1,1,0,1,0,1,0,1,0,0,1,1,1,0.9940328171785678
0,0,0,1,1,0,0,0,1,0,0,1,1,0,0.028888206835618074
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.9929722637180552
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.005816942197083857
