fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,0,128,8,1024,46550.999966437514
1,0,1,1,0,256,2,1024,136959.39995221558
1,0,1,0,0,256,8,256,133510.40003250414
1,0,1,0,0,64,32,4096,135630.0000707519
1,1,0,0,1,128,2,256,136842.19995410388
1,1,0,1,1,64,2,4096,134920.39989958087
1,1,0,0,1,128,32,4096,133873.00009410802
1,0,1,0,1,256,2,1024,134831.59996338317
0,1,0,0,1,256,32,4096,46104.199999390206
0,1,1,0,0,128,8,1024,46539.19993744418
0,0,0,1,1,256,2,256,46438.2000177198
1,0,1,0,1,256,8,256,134101.9999483592
0,0,1,1,1,128,32,256,46567.80001032631
0,1,0,0,1,64,32,1024,46172.80005960819
1,0,0,0,0,64,2,1024,131859.60001197006
0,1,0,0,0,64,8,1024,46293.99993488214
1,0,0,0,1,128,32,4096,132338.59998218252
0,1,1,0,1,64,8,256,46218.99996091397
0,0,0,0,0,64,2,1024,47571.00002056345
1,0,0,1,1,128,8,1024,135632.60002592436
0,0,1,1,1,256,2,256,46651.399953488515
0,1,0,1,0,64,8,1024,46348.799942507874
1,0,1,0,1,128,32,4096,138524.59998775952
0,0,1,1,1,256,32,1024,46821.79984483022
1,0,0,0,1,64,8,4096,129470.9999915008
1,1,1,1,1,256,32,4096,132021.20001702313
1,0,1,1,1,256,2,4096,140432.99997851675
1,0,0,1,1,64,32,1024,131342.7999994704
0,1,1,0,0,128,8,4096,46157.600009226975
1,1,1,0,1,128,8,256,128988.80007039756
0,1,0,1,1,64,2,4096,46521.19994292387
1,0,0,1,1,64,32,1024,131342.8000781606
1,1,0,1,0,64,8,1024,132315.19997019507
0,0,0,0,1,256,2,1024,46354.20006216757
1,1,0,0,1,256,8,256,131946.00002543392
1,1,0,0,1,128,8,256,137657.60005886553
1,1,1,0,0,128,2,256,136797.7999198766
0,1,1,0,0,256,32,256,46640.59998742847
1,0,0,0,0,128,2,4096,133393.19988452838
0,1,0,0,1,128,2,4096,46277.60004597224
1,1,0,1,1,64,32,256,135693.59999693497
0,1,0,0,1,256,2,1024,46142.199939553706
1,1,1,1,1,256,2,256,130773.3999886338
1,1,1,1,0,64,2,4096,130506.9999575247
0,0,0,1,0,64,2,1024,46287.799916012715
1,1,0,0,0,64,8,256,134334.0000960381
1,1,0,1,0,64,2,1024,139402.3999386987
1,1,0,1,1,64,2,4096,134920.39996163672
0,1,0,1,0,64,32,1024,47346.79991972108
0,0,0,1,0,256,2,4096,46365.79999084847
0,1,0,1,1,64,8,4096,46328.9999810822
0,1,0,1,0,128,8,256,46439.60000007554
0,0,0,0,0,256,32,4096,46042.40008465862
1,0,0,0,1,128,32,256,133749.40003052718
0,0,0,0,0,128,8,1024,46207.99999316683
0,1,1,0,1,128,2,256,46285.60009971453
1,1,1,1,1,256,2,4096,127524.79990371224
0,0,1,1,0,64,2,4096,46806.80002477159
1,0,1,1,0,64,8,256,141618.40001864464
1,1,0,0,0,64,32,4096,132758.99999526815
1,0,1,0,0,64,8,256,131837.20005166085
0,1,0,0,1,64,8,4096,46203.199992621296
1,0,1,0,1,64,8,1024,135714.7999650175
1,0,0,1,1,256,2,256,131810.40004325425
0,1,0,0,1,256,8,1024,46358.199904691974
1,0,1,0,0,128,8,1024,130578.00001655934
1,0,1,0,1,256,2,1024,134831.5999517406
0,1,1,1,1,64,8,4096,46753.40008754574
1,1,0,1,0,64,8,256,133942.99989326656
1,1,0,1,0,64,32,256,133072.39996744887
1,1,1,0,1,256,2,1024,128397.60007907782
0,1,0,1,0,128,2,256,46584.79993213134
1,1,0,1,0,128,32,4096,130274.6000630557
1,1,1,0,1,64,8,4096,127743.80002306041
0,1,1,0,0,256,8,256,46092.00002617477
0,1,0,1,1,64,32,1024,46378.599989651586
1,0,1,0,1,256,2,256,135600.20010109074
0,1,1,0,1,128,8,1024,46188.79996596911
0,0,1,1,0,64,2,4096,46806.80007199256
0,0,1,1,0,256,32,4096,47277.99996308447
0,1,1,1,1,128,8,1024,46970.20000991737
0,0,0,1,1,128,8,1024,46358.40008714207
1,0,0,0,0,128,8,4096,135612.39999838217
0,1,0,0,1,64,8,4096,46203.19998208894
1,0,0,1,1,64,8,1024,135458.19996444337
1,1,0,1,0,256,8,256,133679.5999835255
0,1,0,0,1,128,2,4096,46277.60006064261
0,0,1,1,1,256,8,256,46788.59992648858
0,1,0,1,1,256,2,4096,46614.99999177616
1,1,0,0,0,64,2,1024,132621.39993752865
1,1,1,0,0,64,2,4096,135253.59997464166
1,0,0,0,1,128,2,1024,135630.0000456004
1,1,0,1,1,128,8,4096,126456.80006268492
1,0,1,1,1,128,2,1024,137186.5999830957
0,0,0,1,0,128,32,4096,46365.00007783249
1,0,1,1,1,128,8,1024,139292.79994326222
1,0,0,0,0,64,2,4096,132542.00005372797
0,0,0,0,1,256,2,4096,47094.80003082604
0,0,1,1,0,256,32,256,46622.59991197878
0,1,0,1,1,128,2,256,46367.00000492711
