spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.9939902885856555
0,0,1,1,0,0,0,1,0,0,0,1,1,0,0.002994244301390388
0,0,1,0,0,1,1,1,1,1,0,1,0,1,0.0069692040292967175
0,0,1,1,0,1,1,1,0,1,1,0,1,0,0.007070897782568468
0,1,0,0,1,1,1,0,0,1,0,1,0,1,0.017986200637191096
1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.9978882581249282
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0.9949559330693849
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0.006969627409316576
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0.9940821769876779
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9920790608368822
0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0029990004734515765
0,1,1,1,1,1,1,1,1,0,1,0,0,0,0.012880886929286071
1,0,0,1,1,0,1,0,0,0,1,1,0,0,0.9941013637507168
1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.9920802997020868
0,1,0,1,0,1,0,1,0,1,1,0,1,1,0.014874614640537761
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0.008842531570111558
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.006909762542879616
1,1,0,1,0,1,1,0,0,0,0,1,1,0,0.9941023148031607
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.0059634302122022614
1,1,0,1,0,1,0,0,1,0,1,1,1,1,0.994046988157742
1,0,1,1,0,1,0,1,0,1,1,1,0,0,0.9931103629995813
0,0,1,1,0,0,1,1,1,1,1,0,1,0,0.005852558605929962
0,0,1,1,1,1,0,1,0,0,1,0,0,0,0.006873139736230149
1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.9920811957558492
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0.005930048178343281
0,1,0,0,0,1,1,1,0,1,0,0,0,1,0.014910669660151024
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.003018983847403922
1,1,0,0,1,0,1,0,1,0,1,1,1,1,0.99404850348001
0,0,1,0,0,1,0,1,0,1,0,1,1,0,0.006983754587170439
1,0,0,0,1,1,0,1,0,1,0,0,1,0,0.9940607377836687
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0.993092771271245
1,1,1,0,1,1,0,1,0,0,1,0,1,0,0.9941108521947871
0,1,1,1,1,0,1,1,0,1,0,1,0,0,0.012930276317829096
0,1,0,0,1,0,0,0,0,1,1,1,0,1,0.008976700219039745
0,1,0,1,1,0,1,1,0,1,0,1,0,1,0.004941188721844029
1,0,1,0,1,1,1,1,1,0,0,1,0,1,0.9941088983160776
1,1,1,0,0,0,0,0,0,0,1,1,0,1,0.9880807902318871
1,1,1,0,1,1,0,0,0,1,1,1,0,1,0.993952193646046
0,1,0,1,1,0,0,0,1,1,1,0,1,0,0.009060367971945205
1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.9949409016288125
0,1,1,1,0,0,0,0,1,1,1,1,0,0,0.005041047223523083
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.028747909664739762
1,1,1,1,0,1,1,0,0,1,0,0,0,1,0.18087224568900337
0,1,0,1,1,0,0,1,0,1,0,0,0,1,0.010026203400352547
0,1,1,0,0,0,1,1,0,0,0,0,1,0,0.01867362818326669
1,0,1,0,1,0,1,1,0,0,0,0,1,1,0.9939750457047264
0,0,0,0,0,1,1,0,0,1,1,0,1,0,0.007012744855844422
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.9919571565760905
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.9940533908400422
1,0,1,1,1,0,1,1,0,1,1,1,0,0,0.9939920190500566
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.9931051010593474
0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0049116689848611225
0,0,1,1,1,1,1,0,0,1,1,0,1,1,0.005988059469206875
0,0,1,0,1,0,1,1,1,1,1,1,1,1,0.007069089092027373
1,1,0,0,0,0,1,1,1,0,1,0,1,1,0.9939477011253444
1,0,1,1,1,0,0,1,1,1,0,0,0,0,0.9939844605988825
0,0,1,1,1,1,0,1,1,0,1,1,1,1,0.006966628321319859
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0069760228705034975
0,1,0,1,1,0,1,0,0,0,1,1,0,1,0.003924038703439633
1,0,1,1,0,1,1,1,1,0,1,1,0,0,0.993006989586812
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0.9929852839065662
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0.015944802225292553
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0010462082238828867
1,1,0,1,1,0,0,1,1,0,0,0,1,1,0.9950365524748092
1,1,1,0,1,1,1,1,0,1,1,1,0,0,0.9920311869872607
1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.9921274801539246
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0.006847246311031265
