fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,1,0,64,2,1024,46455.99990477636
0,0,0,0,1,64,8,1024,46184.40008541491
1,1,0,0,1,64,32,1024,132368.39999552898
1,1,0,0,1,64,32,1024,132368.39999480764
1,1,0,1,0,256,32,4096,128968.39990550373
0,0,0,1,1,256,8,1024,46307.60002502411
1,1,1,1,1,64,2,4096,132912.20007136767
0,0,1,0,1,128,2,1024,46229.80001361609
0,1,0,1,1,64,2,256,46400.5999165978
1,1,1,0,0,128,8,4096,128931.40009064185
0,0,0,1,0,128,8,256,46366.599965546426
1,0,1,0,0,128,2,1024,137218.20011664132
1,1,1,0,0,128,32,256,134640.39990738555
0,0,1,0,1,256,8,1024,46106.20000981092
1,0,1,1,0,64,8,4096,139204.19997371457
1,0,1,0,1,128,8,1024,136768.00003622842
1,0,0,1,0,128,2,256,132275.3999482427
1,1,1,1,1,256,32,256,130465.99993095054
0,0,1,0,0,64,2,256,46097.40003334463
1,0,0,0,1,64,32,1024,130868.59993693291
1,1,0,1,1,256,2,256,131228.60002801803
1,0,1,0,0,64,2,256,136890.3999101354
0,0,0,1,0,256,2,1024,46554.599895604966
1,0,1,1,1,64,2,4096,139900.60005663548
1,1,0,0,0,128,32,1024,133666.19997342522
0,0,0,1,0,256,8,4096,46597.799962823745
0,0,1,0,0,128,2,4096,46307.19993242148
0,0,0,0,1,128,8,256,46184.19995693598
1,0,0,1,0,128,2,4096,134138.80001540916
0,1,1,0,1,256,32,1024,46493.80011978275
0,0,0,0,0,64,8,1024,46349.39995092722
1,1,1,1,0,256,32,4096,134654.5999672549
0,1,0,1,0,64,32,1024,47346.799905817046
0,1,1,0,1,256,8,256,47092.00002836572
1,0,1,1,0,128,32,4096,138185.39993284826
0,1,0,1,1,64,8,256,46752.399939254414
0,1,1,1,1,64,32,1024,47233.1999830156
1,0,0,0,1,64,8,4096,129470.99996116992
1,1,1,1,1,128,8,4096,130405.599939414
0,1,1,0,0,128,8,1024,46539.199977992364
0,1,1,0,1,256,2,1024,46256.80019316426
1,1,0,0,1,256,2,1024,131355.39999866753
0,0,0,1,0,128,8,1024,46551.600035406846
0,1,1,0,0,128,2,256,46183.79997925467
0,0,0,1,1,64,8,256,46340.19999320756
0,1,1,1,1,128,8,256,46554.000005865724
0,1,1,0,0,128,2,1024,47200.19986962707
0,0,1,1,0,64,2,4096,46806.80010212789
1,0,0,0,0,128,8,1024,130750.80001388215
1,0,0,0,1,128,2,4096,132203.60001757744
0,0,0,1,0,64,8,4096,46361.20003269148
1,0,0,1,1,64,2,256,131694.99997152245
0,0,1,0,1,128,8,1024,46365.0000469678
1,0,1,0,1,64,32,4096,135629.4000426396
0,1,1,1,1,128,32,1024,46752.20002750448
0,1,1,1,1,64,32,4096,46849.40003430364
0,0,0,0,1,128,32,256,46035.000090985646
1,1,1,1,0,128,32,4096,127500.80003011042
0,1,1,1,0,128,2,1024,46400.20006993903
0,0,0,1,0,256,8,1024,46393.39999611017
0,1,1,1,1,128,32,1024,46752.19990180173
1,1,1,1,1,64,2,1024,131163.39992706847
0,1,0,1,0,128,2,4096,46394.400047215044
1,0,1,1,1,128,2,1024,137186.60003370617
1,1,1,1,0,64,32,256,128814.79997772224
0,0,1,1,1,128,32,256,46567.80002141062
1,1,1,1,0,256,2,1024,129660.20003319911
0,1,1,1,0,256,2,1024,46750.80004988351
0,1,0,1,1,256,2,4096,46615.00001926364
1,0,1,1,1,128,2,256,141082.39984562446
1,0,0,0,0,128,8,256,133984.8000361628
0,1,1,0,0,256,8,1024,47095.600018414676
0,0,1,0,1,128,8,256,46270.9999453595
1,1,0,0,0,128,32,256,131583.00002199452
0,0,1,1,0,64,8,256,46557.40004528613
0,1,0,0,0,64,2,1024,46111.59995313384
0,1,0,1,0,128,32,4096,46190.0000344046
1,0,0,0,0,128,32,256,135706.59995956928
0,0,1,1,1,64,32,4096,46738.59993555341
1,1,1,1,0,128,8,1024,129666.00007142297
0,1,0,0,0,128,32,4096,46197.799917565506
1,1,1,0,0,64,2,256,132226.39991724616
1,1,0,1,1,128,2,256,130923.00008563511
0,0,0,1,1,128,8,4096,46615.79989920505
0,1,0,0,1,64,32,4096,46295.600091243025
1,1,1,0,0,128,2,256,136797.8000029138
0,1,0,1,0,128,8,4096,46586.39996029379
0,1,1,0,0,128,32,256,46143.99996941717
0,1,0,1,0,64,32,1024,47346.800016954054
1,1,0,0,0,64,8,256,134333.99987173625
1,0,1,1,1,64,2,4096,139900.6000513496
0,1,1,1,1,256,8,1024,46674.60006793899
0,1,1,0,0,256,8,4096,46382.79996668347
0,1,1,0,1,128,2,256,46285.60011552257
1,0,0,1,1,256,8,4096,134113.20003031325
1,0,1,1,0,128,2,1024,140842.00002982627
1,1,0,0,1,128,2,256,136842.2000093767
1,1,0,0,1,64,32,1024,132368.4000078796
1,0,1,1,0,64,32,256,140165.59995796104
1,1,0,0,0,256,2,1024,132971.59995696487
