fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,0,0,128,8,256,46140.000075718686
1,0,0,1,0,64,2,4096,128320.79986835456
1,0,1,0,0,128,2,4096,138294.39993604753
1,1,1,0,1,256,2,1024,128397.60001263914
0,0,1,1,0,256,8,256,46479.79998305662
0,1,0,1,1,256,2,1024,46417.00004172296
1,0,0,1,0,64,2,256,132473.3999706819
1,0,0,0,0,128,2,1024,131467.99997053834
0,0,0,0,0,128,8,256,46204.000025983754
0,1,0,1,1,256,8,4096,46447.59996646957
0,1,1,1,1,128,2,4096,47013.99995473735
1,1,0,0,0,256,32,1024,131767.3999809552
0,1,1,0,1,128,8,1024,46188.80006874499
0,0,1,1,0,128,2,1024,46881.40001359305
0,0,0,1,0,128,32,1024,46368.79994731661
0,0,0,1,0,128,2,256,46486.800086390926
0,0,1,1,1,128,32,256,46567.800025548604
1,1,0,0,1,128,2,4096,133053.00001558603
1,1,1,0,1,256,32,256,129296.99994092579
0,0,1,0,1,256,8,1024,46106.20003632849
0,1,0,1,1,128,2,256,46366.99994836797
0,0,1,1,1,256,8,4096,46811.99991443575
0,0,0,0,1,64,2,256,46336.999972513346
1,1,1,1,0,128,32,1024,126388.40003002633
0,1,0,0,0,128,2,4096,46368.79993303623
0,1,1,1,1,256,2,256,46692.80003560177
1,1,1,1,1,64,8,1024,131357.99997235692
1,0,1,0,0,128,2,256,135048.59997042522
1,1,1,0,1,256,8,256,132414.59989752213
1,1,1,0,1,64,2,256,132282.59994759076
1,0,1,1,1,128,8,1024,139292.80007229795
0,1,1,0,0,64,8,1024,46317.80000468091
0,1,1,0,0,128,2,1024,47200.20005466242
1,0,1,0,0,64,8,1024,133409.99991696642
1,1,1,0,1,128,32,1024,135218.99993237687
1,0,0,0,1,128,2,4096,132203.60002654293
0,0,0,1,1,128,32,4096,46343.60007148292
0,0,1,0,0,64,32,1024,46389.60006882827
1,0,1,1,1,256,8,256,136729.1999543097
0,0,1,1,1,64,2,1024,46681.799951081375
1,1,0,0,0,256,2,256,133900.600029075
0,1,0,1,1,64,2,1024,46520.600039917015
0,0,1,0,1,64,8,256,46344.39993167573
0,1,0,1,1,128,32,1024,46648.599977915444
0,0,1,0,0,128,32,256,46078.79997454948
1,1,1,1,0,256,2,4096,127337.5999299825
1,1,0,1,0,128,2,4096,132373.80009720894
1,0,0,1,1,128,32,4096,132487.40005401568
1,1,1,0,0,64,32,4096,131524.00009849982
0,0,0,0,0,256,8,256,46305.59995752189
0,1,1,1,0,128,32,256,46666.7999657224
1,0,1,0,0,256,32,1024,134646.20002495623
1,1,1,0,0,128,32,1024,132014.59994790924
0,1,1,1,0,128,8,256,46558.00002804445
0,0,0,1,1,64,8,4096,46806.60003255864
0,1,1,0,0,64,8,256,45922.79992650613
1,1,0,0,1,64,2,4096,136458.39994810915
1,0,1,1,1,256,2,256,136546.20002690385
0,1,0,0,1,64,8,1024,46054.599877652385
1,0,1,0,1,64,8,256,138369.39999566475
0,1,1,1,0,128,2,4096,47186.99996794711
0,0,1,1,0,128,32,1024,46495.600014570875
1,0,0,0,0,256,2,256,135068.9999874181
0,1,1,1,1,128,32,256,46742.00004712052
1,1,1,1,1,256,8,1024,131012.40010543844
0,0,1,0,1,128,8,1024,46364.99994496198
0,1,0,1,0,64,32,256,46885.99998273342
1,1,0,0,1,64,32,4096,134364.40001359014
0,0,0,0,0,256,8,256,46305.600023644125
1,0,0,0,0,128,8,256,133984.7999306241
0,1,0,1,1,128,8,1024,47354.39996485002
0,0,0,1,0,256,2,256,46452.60002143364
1,1,1,0,0,128,2,4096,133943.99993773465
0,1,1,1,0,256,32,1024,46477.799911226575
0,0,0,0,1,128,8,256,46184.19998511581
1,1,0,1,1,128,8,4096,126456.79996549948
0,1,1,0,1,128,32,256,46129.800174522825
1,0,0,0,1,128,8,4096,140983.39993394312
0,1,0,0,0,128,2,4096,46368.79996966381
0,0,1,1,0,64,32,4096,46913.99996324292
1,0,0,0,0,64,2,256,136455.79992655493
0,1,1,1,1,64,2,1024,46855.99998085395
0,0,0,1,1,64,2,1024,46425.99997972923
1,0,1,0,1,64,2,1024,131850.1999974468
0,0,1,0,1,128,32,1024,47486.59998885579
0,0,0,0,0,128,32,1024,46582.19996758149
1,0,0,0,0,64,32,4096,131737.3999889159
1,0,0,1,0,64,32,1024,133348.19997873064
1,0,0,1,1,256,2,256,131810.4000061831
1,0,1,1,1,256,2,256,136546.19981515768
1,1,0,0,1,256,32,4096,134608.59991100137
0,0,0,1,0,128,2,256,46486.79995370095
0,1,0,0,0,128,32,4096,46197.79992900139
0,1,1,0,1,256,8,256,47091.999930889695
0,1,0,0,0,256,2,256,46440.00016359652
0,0,0,0,0,128,32,256,46254.99997239676
1,1,0,1,1,128,32,256,130087.39998564408
1,0,0,1,1,128,2,1024,136545.20003948186
1,1,0,1,0,64,8,4096,135789.20008742445
1,1,0,0,1,256,2,4096,132262.19995908896
