Iteration,spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0.004976349581475938
1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0.006942441894442165
2,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0.9930510043223343
3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.9920471536919081
4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.001976479727097387
5,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0.007975998765872438
6,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0.0010000098761714302
7,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0.9940470354422015
8,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.004971697810986671
9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.9920560496087424
10,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0.010915387931844111
11,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0.01390617820039657
12,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0.9940481297805752
13,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.9980013881237053
14,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0.9930563602714431
15,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0.9940561930511398
16,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.9940550541016051
17,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.008939768206243419
18,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0.9930574580502493
19,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0.02381493225124648
20,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0.9940324026582845
21,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0.008930968232033699
22,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0.006954884776209871
23,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0.9940444263337076
24,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0.9950386035899765
25,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0.9940303742776949
26,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.028801478116262928
27,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0.003013046462899232
28,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.014907446303795657
29,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0.006965371515528401
30,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0.9940396876180951
31,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0.00696431026904752
32,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0.992063051380874
33,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0.9920633370248162
34,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0.9940475411510266
35,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0.9950270544259479
36,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.6951256028400128
37,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0.006960270512162264
38,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0.994058131305241
39,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0.019850946723464352
40,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0.006978157332503653
41,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.00694526700242058
42,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0.992046868344749
43,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.006963697626364685
44,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.9940259714627835
45,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.004948913864725437
46,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0.9920732189084417
47,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.006921311409586152
48,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.006973136762957352
49,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.9940513421360452
50,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0.9920443099361457
51,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.006953538123937629
52,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.9940403889490173
53,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0.0039831772034145205
54,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0.9920771395662694
55,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0.005972710111369259
