Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,59759.2
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,71659.0
2,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,94683.4
3,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,79752.0
4,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,82915.4
5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,80680.6
6,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,74521.6
7,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,64903.4
8,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,90926.0
9,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,73681.2
10,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,71799.0
11,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,75715.4
12,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,64748.0
13,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,76581.2
14,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,81863.6
15,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,86210.4
16,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,84481.4
17,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,63885.6
18,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,62729.8
19,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,74383.0
20,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,57855.0
21,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,82491.2
22,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,66224.0
23,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,81979.0
24,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,79119.6
25,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,66584.4
26,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,74811.2
27,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,86254.6
28,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,77983.4
29,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,92428.0
30,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,59406.6
31,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,59406.6
32,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,59406.6
33,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58192.6
34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57817.8
45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,56400.0
46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,60001.8
47,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,70531.2
48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,60531.2
49,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,66469.8
50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,62047.8
51,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,75004.0
52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,60001.8
53,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,69484.6
54,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,75004.0
55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,60001.8
56,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,69484.6
57,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,62560.2
58,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,72731.4
59,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,76589.0
60,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,62821.8
61,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,72116.0
62,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,76051.0
63,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,59171.8
64,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,75584.4
65,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,71634.4
66,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,65209.4
67,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,65389.4
68,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,73487.8
69,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,70228.4
70,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,68637.8
71,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56536.8
72,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,75805.8
73,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,67356.0
74,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,59158.0
75,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,63651.8
76,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,62478.6
77,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,69238.0
78,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,71322.8
79,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,63651.8
80,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,57800.2
81,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,75730.8
82,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,68526.0
83,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,63639.4
84,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,57817.8
85,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,75556.4
86,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55162.2
87,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,76530.6
88,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56870.2
89,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,73881.6
90,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,58933.4
91,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,76530.6
92,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57094.8
93,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,73530.2
94,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,59005.4
95,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,69917.0
96,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,62390.0
97,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,74825.4
98,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,58906.0
99,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,70031.2
100,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,62390.0
101,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56536.8
102,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56536.8
103,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56536.8
104,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,57972.0
105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55081.4
117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,58958.8
118,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,73034.6
119,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,68526.0
120,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,59221.6
121,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55001.2
122,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,75268.8
123,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57638.4
124,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,69154.6
125,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,59964.8
126,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
127,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,73154.6
128,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,69154.6
129,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,59964.8
130,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55001.2
131,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,77486.2
132,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55555.6
133,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,69154.6
134,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,59964.8
135,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55001.2
136,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,76894.2
137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55001.2
