Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,4,1,0,1,1,50,128,0,35720.2
1,2,1,0,1,0,90,4096,8,103135.0
2,3,0,1,1,0,80,512,8,38184.6
3,2,1,1,0,1,10,4096,2,5742.2
4,4,1,1,1,0,60,1,10,420330.8
5,1,0,1,1,1,0,4096,0,18059.4
6,3,1,0,1,1,0,2,0,16061.6
7,5,0,1,0,0,50,2048,0,9192.2
8,1,1,0,1,1,30,16,0,17803.8
9,1,1,1,0,0,70,2,2,17643.0
10,2,0,1,1,0,0,1,8,131523.2
11,4,1,0,0,1,10,64,10,144048.6
12,2,1,1,1,1,30,64,4,11978.6
13,5,1,1,1,1,90,4,2,9164.0
14,5,0,0,0,0,100,64,4,9203.6
15,5,0,1,1,0,80,1,2,9105.4
16,1,1,0,0,1,20,512,0,17773.8
17,2,0,0,0,0,40,2,10,80684.8
18,1,1,0,1,1,0,8,10,131563.0
19,1,0,0,1,1,10,512,2,17677.2
20,2,1,0,1,1,10,2,10,117715.0
21,3,0,1,0,1,30,128,10,48860.8
22,5,0,0,1,1,100,32,6,47713.2
23,2,1,0,0,1,30,32,10,98838.4
24,3,1,0,1,0,100,256,8,37859.4
25,5,1,1,1,1,10,128,6,47471.4
26,2,0,1,0,1,90,8,6,76664.4
27,4,1,0,0,1,10,4096,2,9252.2
28,4,1,0,1,1,60,4,4,43414.2
29,3,1,0,0,1,90,8,8,37670.8
30,5,0,1,0,0,80,1024,2,9176.8
31,5,0,1,0,0,80,1,2,9101.8
32,2,0,1,0,0,80,4096,2,4699.4
33,2,0,1,0,0,40,4096,2,4873.0
34,2,0,1,0,0,40,4096,2,4873.0
35,2,0,1,0,0,40,4096,2,4873.0
36,2,0,1,0,0,50,4096,2,4870.4
37,2,0,1,0,0,50,2048,2,4837.4
38,2,0,1,0,0,50,2048,4,4540.0
39,2,0,1,0,0,70,2048,4,4355.4
40,4,0,1,0,0,70,2048,4,12893.8
41,2,0,1,0,0,70,2048,4,4355.4
42,3,0,1,0,0,70,2048,4,12145.8
43,2,0,1,0,0,70,16,4,5041.8
44,2,0,1,0,0,70,2048,4,4355.4
45,4,0,1,0,0,70,1024,4,12865.8
46,2,0,1,0,0,20,256,4,4945.4
47,1,0,1,0,0,70,2048,0,17730.8
48,2,0,1,0,0,60,16,4,4766.8
49,3,0,1,0,0,70,2048,8,37950.2
50,1,0,1,0,0,20,4,4,12445.6
51,2,0,1,0,0,0,64,0,11420.8
52,4,0,1,0,0,70,512,6,19678.6
53,2,0,1,0,0,70,2048,4,4355.4
54,1,0,1,1,0,60,32,4,12039.2
55,3,0,1,0,0,100,128,8,37904.6
56,2,0,1,0,0,30,256,0,4851.6
57,2,0,1,1,0,0,2,6,123867.2
58,5,1,0,0,0,90,1024,4,9139.4
59,4,0,1,1,0,70,1,10,419510.2
60,1,1,1,0,0,20,2048,4,12048.4
61,2,0,0,0,0,70,512,8,100460.6
62,3,0,1,1,1,100,64,6,10623.0
