Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,88244.6
1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,79830.2
2,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,82723.8
3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,94880.4
4,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,73806.4
5,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,80575.6
6,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,76584.0
7,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,75282.8
8,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,78473.2
9,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56870.2
10,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,94675.6
11,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,77541.0
12,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,80086.8
13,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,66421.4
14,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,77498.6
15,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,65881.4
16,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,78084.8
17,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,82182.2
18,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,68410.4
19,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,87106.2
20,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,88623.0
21,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,88984.0
22,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,82717.6
23,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,65091.6
24,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,91659.6
25,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,73125.2
26,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,81680.4
27,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,74813.0
28,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,74068.4
29,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,79304.2
30,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,58722.2
31,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,57048.4
32,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,57048.4
33,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,57048.4
34,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,59543.8
35,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,56952.2
36,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,59543.8
37,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57094.8
38,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,56952.2
39,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57094.8
40,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,59543.8
41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,56711.8
42,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56870.2
43,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56870.2
44,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,56711.8
45,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,56711.8
46,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56382.6
47,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56382.6
48,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56382.6
49,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,59584.0
50,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56382.6
51,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,70783.6
52,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,69633.6
53,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,61387.2
54,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,74161.2
55,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,71861.0
56,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,58418.0
57,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,86230.6
58,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,65833.6
59,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,61830.2
60,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,89929.6
61,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,62559.2
62,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,62585.4
63,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,80691.0
64,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,65977.0
65,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,60928.2
66,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,71054.2
67,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,76647.2
68,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,59908.4
69,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,59968.4
70,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,75462.8
71,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,75741.0
72,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,60179.0
73,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,60284.4
74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,70519.0
75,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,82594.8
76,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,59182.0
77,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,59968.4
78,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,58085.8
79,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,83901.8
80,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,72021.6
81,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,56630.8
82,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,60484.6
83,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,73713.2
84,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,76934.0
85,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
86,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,60484.6
87,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,70645.4
88,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,82594.8
89,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
90,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,60484.6
91,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,70645.4
92,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,82952.8
93,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,58631.8
94,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,60484.6
