Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,4,1,2,1,0,0,1,0,1,0,23.398
1,1,3,3,1,0,1,0,0,1,1,137.826
2,1,1,2,0,0,0,0,1,1,0,94.076
3,2,3,1,0,0,0,0,0,0,1,87.582
4,3,1,1,0,1,0,1,0,0,0,31.274
5,1,1,1,0,0,1,0,0,1,1,85.784
6,4,2,3,1,1,0,1,1,0,1,35.776
7,3,2,1,1,1,1,1,1,0,1,50.178
8,1,2,3,0,0,1,1,1,0,1,142.464
9,2,1,2,0,0,1,1,0,0,1,46.638
10,4,3,2,1,1,0,0,0,1,1,37.226
11,2,1,3,0,1,0,1,0,0,1,46.082
12,4,3,1,1,0,0,1,1,0,0,50.38
13,1,1,3,1,0,0,0,0,0,1,81.732
14,2,2,1,1,1,0,1,0,1,1,58.686
15,3,2,1,1,1,1,1,1,0,0,50.19
16,2,2,2,1,1,1,0,0,0,0,61.57
17,3,1,1,0,1,0,0,0,0,0,31.298
18,4,3,1,1,0,1,0,1,0,0,47.058
19,1,3,2,1,0,0,1,1,1,1,159.444
20,1,2,3,1,0,1,1,1,0,1,134.842
21,4,2,3,0,1,1,1,0,0,1,36.5
22,4,1,3,0,1,0,1,0,0,0,24.664
23,4,3,2,0,1,0,1,1,1,1,44.644
24,3,3,2,0,0,1,0,0,1,1,51.662
25,3,1,2,0,0,0,0,1,1,0,33.992
26,1,1,2,0,1,1,0,1,0,0,92.822
27,1,1,1,0,0,0,1,0,0,0,86.354
28,4,1,3,1,1,1,0,1,0,1,23.056
29,1,3,1,0,0,0,1,1,1,0,164.904
30,4,1,3,1,1,1,0,1,1,0,22.92
31,4,1,3,1,1,1,0,1,1,0,22.92
32,4,1,3,1,1,1,0,1,1,0,22.92
33,4,1,3,1,1,1,0,1,1,0,22.92
34,4,1,3,1,1,1,0,1,1,0,22.92
35,4,1,3,1,1,1,0,1,1,0,22.92
36,4,1,3,1,1,1,0,1,1,0,22.92
37,4,1,3,1,1,1,0,1,1,0,22.92
38,4,1,3,1,1,1,0,1,1,0,22.92
39,2,1,3,1,1,1,0,1,1,0,45.616
40,4,1,3,1,1,1,0,1,1,0,22.92
41,4,1,3,1,1,1,0,1,1,0,22.92
42,2,1,3,1,1,1,0,1,1,0,45.616
43,4,1,3,1,1,1,0,1,1,0,22.92
44,3,2,3,1,1,1,0,1,1,0,40.088
45,4,1,3,1,1,1,0,1,1,0,22.92
46,2,1,3,1,1,1,0,1,1,0,45.616
47,4,3,3,1,1,1,0,1,1,0,38.886
48,3,2,3,1,1,1,0,1,1,0,40.088
49,4,1,1,1,1,1,0,1,1,0,23.212
50,2,3,2,1,1,1,0,1,1,0,76.688
51,4,2,3,1,1,1,0,0,1,0,30.254
52,3,1,1,1,0,1,0,1,1,0,31.424
53,1,1,3,1,1,1,0,0,1,1,79.862
54,4,2,2,1,1,0,0,1,1,0,29.734
55,2,3,3,1,0,1,1,1,1,0,84.698
56,4,1,1,0,1,1,0,0,1,1,23.274
57,3,1,2,1,1,0,0,1,1,0,30.792
58,1,2,3,0,0,1,1,1,0,1,142.464
59,4,3,3,1,1,0,0,0,1,0,38.064
60,4,1,1,1,0,1,1,1,1,0,23.724
61,1,1,2,0,1,1,0,1,0,1,93.222
62,2,1,3,1,1,0,0,0,1,0,42.758
63,4,3,3,1,0,1,1,1,0,0,50.714
64,3,2,1,0,1,1,0,1,1,1,42.624
65,4,1,2,1,1,0,0,0,1,0,22.394
66,4,1,2,1,1,0,1,0,0,0,22.842
67,1,1,2,0,0,0,1,0,0,0,87.212
68,4,3,2,1,1,0,1,0,0,1,47.35
69,3,2,2,1,1,0,1,0,0,0,46.994
70,4,1,2,1,1,0,1,0,0,0,22.842
71,2,1,2,0,0,0,1,0,0,0,46.624
72,4,1,2,1,1,0,1,0,0,1,22.486
73,1,3,2,1,1,0,1,0,0,1,170.7
74,4,1,2,1,1,0,1,0,0,1,22.486
75,4,2,2,0,0,0,1,0,0,1,36.528
76,2,1,2,1,1,0,1,0,0,1,42.734
77,3,1,2,1,1,0,1,0,0,1,29.414
78,4,1,2,1,1,0,1,0,0,1,22.486
79,4,3,2,0,1,0,1,0,0,1,49.37
80,1,1,2,1,0,0,1,0,0,1,82.364
81,4,2,2,1,1,0,1,0,0,1,33.982
82,2,1,2,1,1,0,1,0,0,1,42.734
83,4,1,2,0,1,0,1,0,0,1,24.04
84,3,3,2,1,0,0,1,0,0,1,67.278
85,4,1,1,1,1,0,1,0,0,1,21.758
