Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,0,0,0,256,8,4096,135307.39998812857
1,1,0,0,1,1,128,8,256,132351.4000131528
2,0,1,1,0,0,64,2,4096,46357.80000661274
3,0,1,1,0,1,256,2,4096,46381.39998495304
4,0,0,1,0,0,128,32,1024,46138.800015388464
5,0,0,1,0,0,64,32,4096,46191.20004912531
6,1,0,1,1,0,64,8,256,141618.4000125101
7,0,1,1,1,0,128,32,256,46666.80001086897
8,0,1,0,1,1,64,8,256,46752.399988385376
9,1,0,0,1,1,128,2,4096,134644.00000228302
10,0,1,0,1,1,64,8,256,46752.40001607079
11,1,1,1,1,1,256,32,1024,130422.9999924379
12,0,0,1,1,1,64,32,4096,46738.60000103627
13,1,0,0,1,0,128,32,1024,130621.59999865745
14,0,0,1,0,0,64,32,256,46179.99998397827
15,0,0,1,0,0,128,32,4096,46233.600026538465
16,0,0,0,1,1,64,32,256,46427.19997962419
17,1,1,0,1,0,128,8,4096,132048.80002169812
18,0,0,1,1,1,256,2,4096,46799.99999918929
19,1,1,0,1,0,128,8,1024,135016.99997569754
20,1,0,0,1,1,64,8,256,136979.0000310117
21,1,1,0,0,0,256,32,1024,131767.39992490853
22,1,0,1,0,0,64,2,256,136890.3999805318
23,0,1,1,0,1,128,2,4096,46614.99998626868
24,0,1,0,1,1,256,32,256,46634.4000117588
25,1,1,0,1,0,128,2,256,135754.40000225077
26,0,0,0,1,1,64,32,1024,46600.19999324342
27,1,0,1,1,1,256,8,4096,136683.00001753285
28,0,1,0,1,0,256,2,4096,47670.7999801013
29,0,0,0,1,0,256,32,1024,46419.00000175352
30,0,0,0,0,1,64,32,4096,46073.60000887027
31,0,0,1,1,1,256,2,4096,46800.0000019323
32,0,0,0,1,1,256,2,256,46438.200006173814
33,1,1,1,0,0,64,32,256,136657.40000836842
34,0,1,1,1,0,64,8,256,46687.400031660516
35,0,1,1,0,1,128,2,256,46285.599989127666
36,0,1,1,1,0,128,8,256,46558.00003362265
37,0,0,1,1,0,128,32,256,46470.99998218465
38,1,1,0,0,1,128,2,1024,130383.40001942455
39,1,1,0,1,0,256,8,256,133679.6000043167
40,1,1,0,0,0,128,2,1024,133545.60000671903
41,1,0,1,1,0,256,32,4096,138895.20000096638
42,0,1,0,0,1,64,2,256,46143.20000752951
43,1,1,0,1,0,64,8,1024,132315.2000004719
44,0,1,0,1,0,64,32,1024,47346.79998621228
45,0,0,1,1,1,64,32,1024,46610.19999006037
46,0,0,0,0,0,64,2,4096,46558.6000068342
47,1,1,0,1,0,256,32,1024,134381.0000094511
48,0,0,0,0,1,128,2,1024,46113.19999810205
49,0,0,0,0,0,128,32,256,46255.000027440605
50,0,0,1,1,1,128,32,1024,46659.6000091305
51,1,0,0,0,1,256,2,4096,132963.79997986037
52,0,1,1,0,1,64,32,256,46325.800036416054
53,1,0,0,0,0,64,8,1024,132699.9999807267
54,0,1,1,1,0,64,2,4096,46404.40003792474
55,1,0,1,0,1,128,32,1024,140847.2000248225
56,0,1,0,0,0,64,8,4096,46264.7999898185
57,0,1,1,0,1,64,32,4096,46412.40001227676
58,1,0,0,0,1,64,32,1024,130868.59998426792
59,0,1,1,1,1,64,8,4096,46753.39996197435
60,0,0,0,0,1,128,32,1024,46299.200000861936
61,0,0,0,0,1,128,32,1024,46299.19999394946
62,0,0,0,0,1,128,2,1024,46113.199997749405
63,0,0,0,0,1,128,2,1024,46113.2000012356
64,0,0,0,0,1,128,2,1024,46113.20000950616
65,0,0,0,0,1,128,2,1024,46113.19999143542
66,0,0,0,0,1,128,2,1024,46113.199996803436
67,0,0,0,0,1,128,2,4096,46108.19998662097
68,0,0,0,0,1,128,2,4096,46108.19999575438
69,0,0,0,0,1,128,2,4096,46108.19999108628
70,0,0,0,0,1,128,2,4096,46108.19998162627
71,0,0,0,0,1,128,2,4096,46108.199999939934
72,0,0,0,0,1,128,2,4096,46108.199994413226
73,0,0,0,0,1,128,2,4096,46108.2000299506
74,0,0,0,0,1,128,2,4096,46108.199974808165
75,0,0,0,0,1,128,2,4096,46108.19997493351
76,0,0,0,0,1,64,2,4096,47346.19999475954
77,0,0,0,0,1,128,2,4096,46108.20000665705
78,0,0,0,0,1,128,2,4096,46108.19998037008
79,0,0,0,0,1,64,32,4096,46073.60000775212
80,0,0,0,0,1,64,32,4096,46073.60002568993
81,0,0,0,0,1,64,32,4096,46073.60000941733
82,0,0,0,0,1,64,32,4096,46073.59999588329
83,0,0,0,0,1,64,32,4096,46073.59998252684
84,0,0,0,0,1,64,32,4096,46073.600021522245
85,0,0,0,0,1,64,32,4096,46073.600010929265
86,0,0,0,0,1,64,32,4096,46073.59999020274
87,0,0,0,0,1,64,32,4096,46073.599966117836
88,0,0,0,0,1,64,32,4096,46073.60002748295
89,0,0,0,0,1,64,32,4096,46073.59997998488
90,0,0,0,0,1,64,32,4096,46073.60004672205
91,0,0,0,0,1,64,32,4096,46073.5999873594
92,0,0,0,0,1,64,32,4096,46073.59999978213
93,1,0,0,0,1,64,32,4096,128417.80000155722
94,0,0,0,0,1,64,32,4096,46073.59995679951
