Iteration,WindowSize,CompressionLevel,Performance
0,10,7,4.874
1,14,7,5.896
2,10,1,1.666
3,19,1,1.604
4,20,11,246.08
5,22,2,2.05
6,23,6,10.22
7,15,6,5.306
8,23,6,10.22
9,12,10,328.816
10,17,3,2.564
11,18,8,9.684
12,19,8,11.508
13,10,2,2.146
14,15,10,291.618
15,18,5,6.714
16,20,1,1.636
17,11,4,3.04
18,10,0,1.662
19,10,7,4.874
20,14,6,4.874
21,19,11,258.502
22,16,9,9.094
23,19,8,11.508
24,20,9,17.4
25,17,8,8.454
26,22,1,1.586
27,13,2,1.942
28,22,8,25.432
29,11,4,3.04
30,24,1,1.57
31,24,1,1.57
32,24,1,1.57
33,24,1,1.57
34,21,1,1.598
35,24,3,2.478
36,24,0,1.574
37,24,5,7.154
38,12,7,5.266
39,24,1,1.57
40,16,11,284.296
41,13,1,1.514
42,13,10,313.652
43,13,3,2.37
44,23,1,1.572
45,13,5,4.128
46,21,4,2.768
47,14,0,1.472
48,14,0,1.472
49,14,0,1.472
50,14,0,1.472
51,14,0,1.472
52,14,0,1.472
53,15,0,1.534
54,14,0,1.472
55,18,6,7.51
56,14,2,1.9
57,17,9,10.152
58,12,7,5.266
59,20,10,246.512
60,11,11,343.996
61,23,0,1.556
62,14,0,1.472
63,10,6,3.386
64,15,3,2.392
65,16,2,2.026
66,22,9,34.292
67,19,4,2.8
68,18,5,6.714
69,21,0,1.604
70,14,8,6.086
71,17,7,7.636
72,20,10,246.512
73,11,11,343.996
74,12,0,1.528
75,14,3,2.302
76,10,6,3.386
77,23,4,2.726
78,22,2,2.05
79,19,5,7.372
80,16,9,9.094
81,14,0,1.472
82,15,8,6.738
83,18,7,8.628
84,21,0,1.604
85,14,10,301.488
86,17,11,307.42
87,20,0,1.63
88,12,3,2.426
89,11,4,3.04
90,14,0,1.472
91,10,6,3.386
92,23,5,7.178
93,22,2,2.05
94,16,9,9.094
95,19,8,11.508
96,14,0,1.472
97,13,7,5.554
98,15,10,291.618
99,18,11,279.692
100,21,0,1.604
101,14,0,1.472
102,14,0,1.472
103,14,0,1.472
104,14,0,1.472
105,14,0,1.472
106,14,0,1.472
107,17,3,2.564
108,20,6,10.658
109,11,4,3.04
110,12,2,1.988
111,14,5,4.678
112,10,0,1.662
113,23,9,63.68
114,24,8,38.644
115,22,1,1.586
116,13,7,5.554
117,14,0,1.472
118,19,10,258.558
119,16,11,284.296
120,15,0,1.534
121,18,3,2.562
122,14,0,1.472
123,21,6,10.46
124,17,4,2.848
125,14,2,1.9
126,20,5,7.45
127,12,9,6.47
128,11,1,1.526
129,10,8,5.046
130,14,0,1.472
131,24,7,20.228
132,23,0,1.556
133,22,10,256.21
134,16,11,284.296
135,19,0,1.614
136,13,3,2.37
137,14,0,1.472
138,15,6,5.306
139,18,4,2.824
140,14,2,1.9
141,21,5,7.272
142,17,9,10.152
143,14,0,1.472
144,20,1,1.636
145,12,8,5.318
146,11,7,5.078
147,14,0,1.472
148,10,10,363.364
149,24,11,394.158
150,23,0,1.556
151,22,3,2.5
152,13,0,1.514
153,14,6,4.874
154,19,4,2.8
155,16,2,2.026
156,15,5,5.072
157,14,0,1.472
158,18,9,11.954
159,21,1,1.598
160,17,8,8.454
161,14,0,1.472
162,20,7,12.338
163,12,10,328.816
164,11,11,343.996
165,14,0,1.472
166,10,3,2.616
167,24,0,1.574
168,23,6,10.22
169,22,4,2.748
170,14,2,1.9
171,13,5,4.128
172,16,0,1.59
173,19,9,14.048
174,15,1,1.52
175,14,8,6.086
176,18,0,1.628
177,21,7,15.806
178,14,10,301.488
179,17,11,307.42
180,20,0,1.63
181,12,0,1.528
182,11,6,3.57
183,14,3,2.302
184,10,4,3.02
185,24,2,2.04
186,23,0,1.556
187,14,5,4.678
188,22,9,34.292
