Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,1,1,1,1,1,80,256,4,11781.4
1,2,1,1,0,1,80,64,0,4707.0
2,2,0,1,0,1,70,32,2,4785.2
3,1,0,1,1,0,100,8,8,109420.8
4,1,0,0,0,1,30,4096,4,11927.8
5,1,1,0,0,0,10,16,4,12371.0
6,3,1,0,0,1,20,2048,10,49316.2
7,3,0,1,0,1,50,8,2,12420.2
8,4,0,0,0,0,40,4,10,159439.0
9,1,1,0,1,0,20,16,8,105438.6
10,3,1,0,0,0,30,8,10,47680.2
11,3,1,0,0,1,50,2048,0,12192.2
12,2,0,1,1,0,90,4096,10,103036.6
13,5,0,0,1,0,30,128,2,9173.2
14,5,0,0,1,0,80,16,10,300267.8
15,1,1,0,0,0,90,1024,2,17711.8
16,4,1,0,0,1,30,2048,2,9013.4
17,5,0,0,1,0,50,2048,0,9141.8
18,5,1,1,1,1,20,32,10,301044.2
19,2,1,1,1,0,70,128,6,91230.2
20,4,1,1,1,1,60,512,0,36003.6
21,4,0,1,1,1,80,1,6,48579.2
22,3,1,1,0,1,100,32,8,37664.6
23,4,0,1,0,0,0,4,0,11873.6
24,4,1,0,1,1,0,16,6,40959.6
25,1,0,1,0,0,80,1,10,83282.8
26,5,0,0,0,0,50,64,4,9134.0
27,2,1,1,1,1,80,256,8,102887.2
28,3,0,1,0,0,20,1024,6,10961.0
29,5,0,0,1,1,30,8,8,121235.8
30,2,1,1,0,1,70,2,2,7426.8
31,2,0,1,0,1,70,64,0,4740.6
32,2,0,1,0,1,70,64,0,4740.6
33,2,1,1,0,1,10,64,0,5719.2
34,2,0,1,0,1,60,64,0,4753.2
35,2,1,1,0,1,40,64,0,4869.4
36,2,0,1,0,1,70,64,4,4404.0
37,2,1,1,0,1,100,2,4,12747.2
38,2,0,1,0,1,10,512,4,5740.8
39,2,1,1,0,1,80,256,4,4297.6
40,2,1,1,0,1,80,256,4,4297.6
41,2,1,1,0,1,80,256,4,4297.6
42,1,1,1,0,1,80,256,4,11872.4
43,2,1,1,0,1,80,256,4,4297.6
44,2,1,1,0,1,40,256,4,4567.4
45,3,1,1,0,1,90,4096,4,12086.2
46,1,1,1,0,1,80,256,4,11872.4
47,2,1,1,0,1,80,256,4,4297.6
48,2,1,1,0,1,0,4,4,17976.2
49,3,1,1,0,1,60,128,4,12018.0
50,1,1,1,0,1,100,256,2,17769.8
51,5,1,0,0,1,90,1024,8,121532.8
52,4,1,1,0,1,80,4096,6,19297.6
53,2,1,1,1,0,10,32,10,105846.8
54,2,1,0,0,1,20,512,4,5003.6
55,3,1,1,0,1,50,1,2,14340.0
56,4,1,1,1,0,40,8,4,43321.4
57,5,1,0,0,1,80,2048,8,120757.6
58,1,1,1,1,1,30,16,6,93327.0
59,2,1,1,0,0,0,256,10,85394.8
60,4,1,0,0,1,80,2,4,15473.4
61,2,1,1,1,0,60,4,2,17566.0
62,5,1,1,0,1,100,128,8,122417.2
63,3,1,0,0,1,50,32,6,10852.4
64,2,1,1,1,0,20,1024,10,103626.2
65,1,1,1,0,1,90,256,4,11808.4
66,2,1,0,0,1,80,1,4,14793.8
67,4,0,1,0,1,30,8,2,9204.8
68,5,1,1,1,0,10,2048,4,9117.4
69,2,0,1,0,1,80,16,8,95245.6
70,3,1,0,0,1,40,512,6,10663.0
71,2,1,1,0,1,0,4096,10,85434.0
72,1,0,1,1,0,60,256,4,11786.6
73,2,1,1,0,1,80,2,0,7492.0
74,4,1,0,0,1,70,256,4,12857.4
75,2,0,1,0,1,50,4,4,11899.2
76,5,1,1,1,0,20,128,2,9147.8
77,3,1,1,0,1,100,32,8,37664.6
78,2,1,1,0,1,80,256,0,4693.2
79,2,0,0,0,1,90,1024,6,82972.8
80,1,1,1,1,1,30,1,4,15316.0
81,2,1,1,0,0,10,8,10,86865.4
82,4,0,1,0,1,80,2048,4,12799.6
83,5,1,0,0,1,40,16,4,9178.8
84,2,1,1,0,1,0,256,0,11413.4
85,3,1,1,1,0,70,4096,2,12126.2
86,2,0,1,0,1,80,512,4,4275.6
