Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,1,3,3,1,0,0,0,1,0,0,173.138
1,4,1,3,1,0,0,1,0,1,0,23.864
2,2,1,3,1,0,1,0,0,0,0,44.192
3,4,3,3,1,1,0,0,0,0,0,43.956
4,3,2,2,1,1,0,0,0,0,0,43.164
5,4,2,1,1,0,0,0,1,0,0,34.512
6,3,3,2,0,1,0,1,0,1,0,58.954
7,4,1,1,1,1,0,0,1,1,1,23.586
8,2,2,1,0,0,1,1,1,0,0,75.378
9,2,1,1,0,0,1,1,1,1,0,50.182
10,4,1,3,1,0,1,1,1,1,1,24.574
11,4,2,1,0,1,1,1,1,1,1,33.41
12,1,1,1,1,0,1,1,0,0,1,81.904
13,3,3,2,0,0,1,1,1,0,0,75.652
14,4,2,3,1,0,1,0,1,0,0,34.196
15,2,3,3,0,0,1,1,0,1,1,84.166
16,4,3,2,1,0,1,1,0,0,0,47.796
17,3,2,3,0,1,0,1,1,1,0,45.868
18,1,1,1,1,1,1,0,1,0,1,86.582
19,3,1,1,0,0,0,0,0,0,0,31.096
20,3,3,3,0,0,0,1,1,0,1,75.552
21,1,2,1,0,0,0,0,0,1,0,109.318
22,3,3,3,1,0,0,1,1,0,0,71.526
23,4,3,2,0,0,1,0,1,0,1,49.582
24,4,1,2,1,0,1,1,1,1,1,25.182
25,3,1,2,1,1,0,0,1,1,0,30.792
26,4,3,2,1,1,1,1,1,0,1,50.322
27,4,3,1,1,1,1,1,0,0,1,46.682
28,3,2,3,1,1,1,0,0,1,0,38.602
29,2,1,3,0,0,1,0,0,0,1,46.454
30,4,1,1,1,1,0,0,0,1,1,21.586
31,4,1,1,1,1,0,0,0,1,1,21.586
32,4,1,1,1,1,0,0,0,1,1,21.586
33,1,1,1,1,1,0,0,0,1,1,78.442
34,4,1,1,1,1,0,0,0,1,1,21.586
35,4,1,1,1,1,0,0,0,1,1,21.586
36,4,1,1,1,1,0,0,0,1,1,21.586
37,4,1,1,1,1,0,0,0,1,1,21.586
38,2,1,1,1,1,0,0,0,1,1,41.722
39,1,1,1,1,1,0,0,0,1,1,78.442
40,4,1,1,1,1,0,0,0,1,1,21.586
41,4,1,1,1,1,0,0,0,1,1,21.586
42,2,1,1,1,1,0,0,0,1,1,41.722
43,4,1,1,1,1,0,0,0,1,1,21.586
44,4,2,1,1,1,0,0,0,1,1,28.22
45,1,1,1,1,1,0,0,0,1,1,78.442
46,2,1,2,1,1,0,0,0,1,1,42.344
47,4,2,1,1,1,0,0,0,1,1,28.22
48,4,1,1,1,1,0,0,0,1,1,21.586
49,4,1,1,1,1,0,0,0,1,1,21.586
50,1,2,2,0,1,0,0,0,1,1,108.868
51,2,1,3,1,1,0,0,0,1,1,42.604
52,4,3,1,0,1,0,0,0,1,0,38.51
53,4,1,1,1,1,0,0,0,1,1,21.586
54,3,2,3,1,1,0,0,0,1,1,38.396
55,1,1,2,0,1,0,1,0,1,0,85.55
56,4,3,1,1,1,0,0,1,1,1,39.044
57,2,1,1,1,0,0,1,0,0,0,43.444
58,3,2,3,0,1,1,0,1,1,1,42.678
59,4,3,2,1,0,0,1,0,0,1,47.678
60,4,1,1,1,1,0,0,0,1,0,21.556
61,1,1,3,0,1,1,0,1,1,0,92.626
62,4,3,1,1,0,0,1,0,0,0,47.1
63,3,1,2,1,1,1,0,0,1,0,29.288
64,4,2,1,0,1,0,0,1,0,0,36.118
65,2,1,1,1,0,0,1,0,1,0,43.474
66,4,1,3,1,1,1,0,0,1,0,23.35
67,3,3,1,1,1,0,0,1,1,0,52.054
68,1,1,2,0,0,0,0,0,0,0,86.002
69,4,2,1,1,1,0,1,0,1,0,30.186
70,4,1,1,1,1,1,0,1,1,0,23.212
71,2,1,3,1,0,0,0,0,0,0,44.676
72,4,3,1,0,1,0,0,0,1,0,38.51
73,3,1,2,1,1,1,1,0,1,0,29.806
74,4,1,1,1,1,0,0,1,1,0,22.996
75,1,2,1,1,0,0,0,0,0,0,115.818
76,4,1,3,1,1,0,0,0,1,0,23.06
77,2,1,1,0,1,1,1,0,1,0,45.212
78,4,3,1,1,1,0,0,1,1,0,38.954
79,3,1,2,1,1,0,0,0,0,0,29.466
80,4,2,1,1,0,0,0,0,1,1,28.574
81,1,1,1,1,1,1,0,0,1,0,78.566
82,4,1,3,0,1,0,1,0,1,1,24.694
83,2,3,1,1,1,0,0,1,1,1,76.606
