Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,1,1,3,1,1,0,1,0,0,1,80.28
1,3,2,2,1,1,1,0,1,1,1,40.066
2,4,1,1,1,1,0,0,1,0,0,22.794
3,2,1,2,1,1,0,0,0,1,1,42.344
4,2,3,2,1,1,0,1,0,1,1,80.616
5,1,2,3,1,0,1,1,1,0,1,134.842
6,3,2,1,1,1,1,1,0,0,0,46.656
7,3,3,3,0,1,1,1,1,0,0,74.742
8,1,2,3,0,0,1,0,0,0,0,124.078
9,1,1,1,0,0,1,0,1,1,0,94.09
10,4,1,3,1,0,1,1,1,0,0,23.672
11,1,3,3,1,1,1,1,0,0,0,171.936
12,4,3,3,1,0,0,0,0,1,0,38.614
13,1,1,3,0,0,1,1,1,1,1,95.482
14,1,3,2,0,0,1,0,0,1,1,142.08
15,3,1,3,0,0,0,0,0,1,0,32.4
16,3,2,1,1,0,0,1,1,0,1,51.106
17,2,3,1,0,0,1,0,1,0,1,96.752
18,1,3,2,0,1,1,1,0,1,1,155.896
19,2,3,2,0,1,0,1,0,0,1,95.928
20,4,3,2,0,1,1,0,1,0,0,49.028
21,4,2,3,1,1,1,1,1,1,0,31.744
22,2,2,3,1,0,0,0,1,1,0,59.454
23,2,2,2,0,0,0,1,1,0,0,75.428
24,2,3,2,1,1,0,0,1,1,1,76.806
25,1,3,1,0,1,1,0,0,1,0,141.164
26,3,1,1,1,1,0,1,1,0,1,31.29
27,2,1,2,1,0,0,0,0,0,1,43.632
28,1,2,2,0,0,0,0,1,1,1,119.186
29,2,2,1,1,0,0,0,1,0,1,67.79
30,4,1,1,1,1,0,1,1,0,0,23.082
31,4,1,1,1,1,0,1,1,0,0,23.082
32,4,1,1,1,1,0,1,1,0,0,23.082
33,4,1,1,1,1,0,0,1,0,0,22.794
34,4,1,1,1,1,0,0,1,0,0,22.794
35,4,1,1,1,1,0,0,1,0,0,22.794
36,4,1,1,1,1,0,0,1,0,0,22.794
37,4,1,1,1,1,0,0,1,0,0,22.794
38,4,1,1,1,1,0,0,1,0,0,22.794
39,4,1,1,1,1,0,0,1,0,0,22.794
40,4,1,1,1,1,0,0,1,0,0,22.794
41,4,1,1,1,1,0,0,1,0,0,22.794
42,3,1,1,1,1,0,0,1,0,0,30.764
43,4,1,1,1,1,0,0,1,0,0,22.794
44,4,1,1,1,1,0,0,1,0,0,22.794
45,3,1,1,1,1,0,0,0,0,0,28.612
46,4,1,1,1,1,0,0,1,0,0,22.794
47,4,1,3,1,1,0,0,1,0,0,22.99
48,3,1,1,1,1,0,0,0,0,0,28.612
49,4,2,3,1,1,1,0,1,0,0,34.102
50,1,1,1,1,1,0,0,0,1,0,78.274
51,4,3,1,0,1,1,0,1,0,0,48.914
52,3,1,3,1,1,0,0,1,0,0,30.734
53,4,2,2,1,1,1,0,1,1,0,29.826
54,1,3,1,0,0,0,0,0,0,1,165.306
55,2,1,3,1,1,0,1,1,0,0,45.972
56,4,2,2,0,1,1,0,1,1,1,31.662
57,1,1,1,1,0,0,0,0,0,0,80.742
58,3,3,1,1,1,0,1,1,1,0,58.8
59,2,1,2,0,0,1,0,1,0,1,50.178
60,4,2,3,1,1,0,0,0,0,0,32.598
61,4,1,1,1,1,0,1,1,0,0,23.082
62,1,3,1,0,0,1,0,1,1,1,153.628
63,2,1,2,1,1,0,0,1,0,0,45.496
64,4,2,1,1,1,0,1,0,0,0,33.316
65,3,1,3,1,0,0,0,1,1,1,31.748
66,4,3,1,0,1,1,0,1,0,0,48.914
67,4,1,2,1,1,0,1,1,0,0,23.02
68,2,1,1,1,1,0,0,0,0,1,41.95
69,1,2,1,0,0,0,0,1,1,0,118.906
70,4,1,3,1,1,0,0,1,0,0,22.99
71,4,3,1,1,1,1,1,1,0,0,50.016
72,3,1,2,1,0,0,0,1,0,1,31.866
73,4,1,1,1,1,0,0,0,1,0,21.556
74,2,1,1,0,1,0,0,0,1,0,44.798
75,4,2,1,1,1,1,1,0,1,0,30.136
76,1,1,3,1,1,0,0,0,1,1,79.322
77,4,3,1,1,0,0,0,0,1,0,37.512
78,4,1,2,0,1,0,0,0,1,0,23.86
79,3,1,1,1,1,0,1,0,1,0,29.006
80,2,2,1,1,1,1,0,0,1,0,54.626
81,4,1,3,1,0,0,0,0,1,1,23.66
82,1,3,1,1,1,0,0,0,1,0,135.81
83,4,1,1,0,1,0,1,0,1,0,23.538
84,4,1,2,1,1,1,0,0,1,0,22.854
85,3,1,1,1,1,0,0,0,1,1,28.428
86,4,2,1,1,0,0,0,0,1,0,28.516
87,2,1,3,0,1,0,0,0,1,0,45.766
88,1,3,1,1,1,1,1,0,1,0,149.054
89,4,1,2,1,1,0,0,0,1,0,22.394
90,4,1,2,1,1,0,0,0,1,0,22.394
91,4,1,2,1,0,0,0,0,1,1,22.866
92,3,2,2,0,1,0,0,0,1,0,40.708
93,4,1,2,1,1,1,1,0,1,0,23.092
94,2,3,2,1,1,0,0,0,1,0,72.204
95,4,1,2,1,0,0,0,0,1,1,22.866
96,1,1,2,0,1,0,0,0,1,0,84.532
97,4,2,2,1,1,1,1,0,1,0,30.834
98,3,1,2,1,1,0,0,0,1,0,29.24
99,4,3,2,1,0,0,0,0,1,1,37.926
100,2,1,2,0,1,0,0,0,1,0,45.38
101,4,1,2,1,1,0,0,0,1,0,22.394
102,4,1,2,1,1,0,0,0,1,0,22.394
103,4,1,2,1,1,0,0,0,1,0,22.394
104,4,1,2,1,1,0,0,0,1,0,22.394
105,4,1,2,1,1,0,0,0,1,0,22.394
106,4,1,2,1,1,0,0,0,1,0,22.394
107,4,1,2,1,1,0,0,0,1,0,22.394
108,4,1,2,1,1,0,0,0,1,0,22.394
109,4,1,2,1,1,0,0,0,1,0,22.394
110,4,1,2,1,1,0,0,0,1,0,22.394
111,4,1,2,1,1,0,0,0,1,0,22.394
112,4,1,2,1,1,0,0,0,1,0,22.394
113,1,1,3,1,1,0,0,0,1,0,79.476
114,4,1,2,1,1,0,0,0,1,0,22.394
115,3,2,2,1,1,0,0,0,1,0,38.054
116,4,1,3,1,1,0,0,0,1,0,23.06
117,4,3,2,1,1,1,1,0,1,0,41.46
118,2,1,2,1,1,0,0,0,1,1,42.344
119,1,1,3,1,0,0,0,0,1,0,81.676
120,4,2,2,0,1,0,0,0,1,0,30.388
121,4,1,2,1,1,1,1,0,1,0,23.092
122,3,3,2,1,1,0,0,0,1,0,49.814
123,4,1,3,1,0,0,0,0,1,1,23.66
124,2,1,2,1,1,0,0,0,1,0,42.288
125,4,1,2,0,1,0,0,0,1,0,23.86
126,1,2,1,1,1,1,1,0,1,0,110.004
127,4,1,3,1,1,0,0,0,1,0,23.06
128,3,3,2,1,0,0,0,0,1,1,50.068
129,4,1,1,0,1,0,0,0,1,0,23.434
130,4,1,2,1,1,1,1,0,1,0,23.092
131,2,2,1,1,1,0,0,0,1,0,54.768
132,4,1,2,1,0,0,0,0,1,1,22.866
133,1,1,1,1,1,0,0,0,1,0,78.274
134,4,3,3,0,1,0,0,0,1,0,39.904
135,3,1,2,1,1,1,1,0,1,0,29.806
136,4,1,1,1,1,0,0,0,1,0,21.556
137,4,2,1,1,0,0,0,0,1,1,28.574
138,2,1,1,0,1,0,0,0,1,0,44.798
139,4,1,1,1,1,0,0,0,1,0,21.556
140,1,3,1,1,1,1,1,0,1,0,149.054
141,4,1,1,1,1,0,0,0,1,0,21.556
142,3,1,1,1,0,0,0,0,1,1,29.334
143,4,1,1,0,1,0,0,0,1,0,23.434
144,4,2,1,1,1,0,0,0,1,0,28.016
145,2,1,1,1,1,1,1,0,1,0,42.308
146,4,3,1,1,1,0,0,0,1,0,36.91
147,1,1,1,1,0,0,0,0,1,1,80.746
148,4,1,1,1,1,0,0,0,1,0,21.556
149,4,1,1,0,1,0,0,0,1,0,23.434
150,3,2,1,1,1,0,1,0,1,0,41.268
151,4,1,1,1,1,1,0,0,0,0,21.678
152,2,3,1,1,1,0,0,1,1,1,76.606
153,4,1,1,1,0,0,0,0,1,0,22.452
154,1,1,1,0,1,0,0,0,1,0,83.834
155,4,1,1,1,1,0,1,0,0,0,22.018
156,4,2,1,1,1,1,0,1,1,0,30.748
157,3,1,1,1,1,0,0,0,1,1,28.428
158,4,3,1,1,0,0,0,0,1,0,37.512
159,2,1,1,0,1,0,0,0,1,0,44.798
160,4,1,1,1,1,0,0,1,0,0,22.794
161,1,1,1,1,1,1,1,0,1,0,79.33
162,4,2,1,1,1,0,0,0,1,0,28.016
163,4,1,1,1,0,0,0,0,1,1,22.248
164,3,3,1,0,1,0,0,0,1,0,50.95
165,4,1,3,1,1,0,0,1,0,0,22.99
166,2,1,1,1,1,1,1,0,1,0,42.308
167,4,1,1,1,1,0,0,0,1,0,21.556
168,4,2,1,1,0,0,0,0,1,1,28.574
169,1,1,3,0,1,0,0,0,0,0,84.832
170,4,1,1,1,1,0,0,1,1,0,22.996
171,3,3,1,1,1,1,1,0,1,0,56.19
172,4,1,1,1,1,0,0,0,1,0,21.556
173,4,1,3,1,0,0,0,0,1,1,23.66
174,2,2,1,0,1,0,0,0,0,0,64.352
175,4,1,1,1,1,0,0,1,1,0,22.996
176,1,1,1,1,1,1,1,0,1,0,79.33
177,4,3,1,1,1,0,0,0,1,0,36.91
178,3,1,3,1,0,0,0,0,1,1,30.622
179,4,1,1,0,1,0,0,0,1,0,23.434
180,4,2,1,1,1,0,0,1,0,0,33.762
181,2,1,1,1,1,1,1,0,1,0,42.308
182,4,1,1,1,1,0,0,0,1,0,21.556
183,1,3,3,1,0,0,0,0,1,1,137.97
184,4,1,1,0,1,0,0,0,1,0,23.434
185,3,1,1,1,1,0,0,1,0,0,30.764
186,4,1,1,1,1,1,1,0,1,0,22.168
187,4,2,1,1,1,0,0,0,1,0,28.016
188,2,1,3,1,0,0,0,0,1,1,44.254
189,4,3,1,1,1,0,0,0,1,0,36.91
190,1,1,1,0,1,0,0,1,0,0,92.808
191,4,1,1,1,1,1,1,0,1,0,22.168
192,3,1,1,1,1,0,0,0,1,0,28.77
193,4,2,3,1,0,0,0,0,1,1,29.528
194,4,1,1,1,1,0,0,0,1,0,21.556
195,2,3,1,0,1,0,0,1,0,0,95.386
196,4,1,1,1,1,0,1,0,1,0,79.142
197,1,1,1,1,1,1,0,0,1,0,78.566
198,4,1,3,1,1,0,0,0,1,1,23.048
199,4,2,1,1,0,0,0,0,1,0,28.516
200,3,1,1,0,1,0,0,1,0,0,33.398
201,4,3,1,1,1,0,1,0,1,0,40.818
202,2,1,1,1,1,1,0,0,1,0,41.828
203,4,1,3,1,1,0,0,0,1,1,23.048
204,1,1,1,1,0,0,0,0,1,0,80.744
205,4,2,1,0,1,0,0,0,0,0,33.264
206,4,1,1,1,1,0,1,1,1,0,23.192
207,3,3,1,1,1,1,0,0,1,0,49.008
208,4,1,3,1,1,0,0,0,1,1,23.048
209,2,1,1,1,0,0,0,0,1,0,42.962
210,4,1,1,0,1,0,0,0,0,0,23.776
211,1,2,1,1,1,0,1,1,1,0,117.458
212,4,1,1,1,1,1,0,0,1,0,21.698
213,4,3,3,1,1,0,0,0,1,1,37.83
214,3,1,1,1,0,0,0,0,1,0,29.42
215,4,1,1,0,1,0,0,0,0,0,23.776
216,2,1,1,1,1,0,1,1,1,0,45.864
217,4,2,1,1,1,1,0,0,1,0,28.338
218,1,1,3,1,1,0,0,0,1,1,79.322
219,4,3,1,1,0,0,0,0,1,0,37.512
220,4,1,1,0,1,0,0,0,0,0,23.776
221,3,1,1,1,1,0,0,1,1,0,30.956
222,4,1,1,1,1,1,1,0,1,0,22.168
223,2,2,3,1,1,0,0,0,1,1,55.532
