Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,4,1,2,10,1,1,1,1000,512,100,2,29,1.4987682450005436e-05
1,4,10,2,10,1,0,1,1000,512,100,5,0,2.311768765370723e-05
2,2,1,2,10,1,1,1000,10,512,100,2,29,0.8431661440308107
3,4,10,2,10,10,0,1,1000,1024,100,2,29,3.1199025101078555e-05
4,4,1,4,10,1,1,1,10,1024,10000,2,29,0.0
5,4,10,2,1000000,10,1,1,10,1024,100,2,29,0.001029222184900915
6,2,10,2,10,10,1,1000,1000,512,100,5,29,4.64050873638231e-06
7,2,10,2,10,10,1,1,10,1024,10000,2,29,3.834124417965055e-06
8,4,10,4,1000000,10,0,1,10,1024,100,5,0,1.871263874553901e-05
9,4,10,2,10,1,0,1000,1000,1024,10000,5,29,0.2085411010598779
10,2,1,4,1000000,10,0,1000,10,1024,10000,2,29,1.9979163815514742e-05
11,4,10,4,10,1,0,1000,10,1024,10000,2,29,1.4306211955898565e-05
12,4,10,4,1000000,10,1,1,10,1024,10000,2,29,8.898312538780675e-06
13,4,1,2,10,10,1,1,1000,512,100,5,0,2.3164803467340973e-05
14,2,1,4,1000000,1,1,1,10,512,100,2,0,0.0012996417071857896
15,2,1,2,10,1,0,1000,10,1024,100,5,0,0.3046613065481019
16,4,10,2,10,1,0,1,10,1024,10000,2,29,1.0823490722421756e-05
17,4,1,2,10,10,1,1000,1000,512,100,2,0,1.131591718968712e-05
18,2,10,2,10,1,0,1000,10,1024,100,2,29,0.7475744436215305
19,4,1,4,1000000,1,0,1000,1000,512,100,5,29,2.332922656695541e-05
20,4,10,4,1000000,1,1,1000,1000,512,100,2,29,6.359004474946963e-06
21,2,10,4,1000000,1,0,1,10,1024,100,2,0,0.0025492113383141853
22,2,10,2,10,10,1,1,10,1024,100,5,0,0.13532518612463718
23,2,1,4,1000000,10,0,1,10,1024,100,5,29,3.693178877982556e-05
24,4,1,2,10,1,1,1,10,1024,10000,2,29,2.791936215375172e-05
25,2,1,2,1000000,1,0,1000,1000,512,10000,5,0,0.0001435298704987918
26,4,1,2,1000000,10,1,1,10,1024,100,5,29,0.00020393612475430624
27,2,10,4,10,10,1,1000,1000,512,10000,2,0,0.7550929446057563
28,2,1,2,1000000,1,1,1000,1000,1024,10000,2,0,0.0038739037472031537
29,4,10,2,1000000,1,0,1,10,1024,10000,2,0,5.283413621888434e-06
30,2,10,4,10,10,1,1,1000,512,100,2,0,1.9412246228008438e-05
31,2,1,2,10,10,0,1000,10,1024,10000,2,0,1.0017042013699237e-05
32,2,10,2,10,10,0,1,1000,512,100,5,0,4.0137046158901095e-05
33,2,1,4,10,1,1,1,1000,1024,100,2,29,5.867659669680779e-06
34,4,1,4,10,10,0,1,10,1024,10000,2,0,1.236085971974704e-05
35,2,1,4,10,1,1,1000,1000,512,100,2,29,1.9307505593658702e-05
36,4,10,2,10,10,0,1,10,1024,10000,5,0,2.235568453017393e-05
37,4,1,4,10,10,1,1,1000,512,100,5,29,2.4975299115721874e-05
38,2,10,4,10,10,1,1,10,1024,10000,2,0,1.22663394752561e-05
39,2,1,2,1000000,10,0,1,10,512,10000,2,29,3.5352271593602605e-05
40,2,1,4,1000000,1,0,1000,1000,1024,10000,5,29,3.2577913842727934e-05
41,2,1,2,1000000,1,1,1,1000,512,100,5,0,8.30320847820576e-06
42,4,10,4,10,10,0,1000,10,1024,100,5,29,0.15921417244069605
43,2,1,2,10,1,0,1000,1000,512,10000,5,29,0.2970836999310473
44,2,1,4,10,1,0,1000,1000,1024,100,2,29,1.1128389073055311e-05
45,4,1,2,1000000,1,1,1,1000,1024,100,2,29,8.62160855942986e-06
46,2,10,4,10,10,1,1000,10,1024,100,5,0,0.33941862477716
47,4,10,4,10,1,1,1000,1000,512,10000,2,29,0.7187827087697627
48,4,1,4,10,1,1,1,1000,1024,100,2,0,8.571166876449392e-06
