Iteration,spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0.9920377812518277
1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0.004964924640786654
2,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0.010924423818171694
3,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0.004974933868411775
4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.9940269635672395
5,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0.018836244221925626
6,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0.006928433426907655
7,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0.008933577453648343
8,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0.9940183654444124
9,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.024814571249431264
10,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0.9970155907788081
11,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0.9940414328251478
12,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0.0009843011917679836
13,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0.016879794156096934
14,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0.009927274832070735
15,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0.9940543249754075
16,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0.7120091689458066
17,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0.9930611608768803
18,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0.9950367115465923
19,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0.9930509571435404
20,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0.006938844097290514
21,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0.006942968114684167
22,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0.002013027558195459
23,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0.9920650141841156
24,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0.9940469983064869
25,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.009922086207672456
26,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.005970335506211525
27,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0.9940487122146641
28,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.015889420725670504
29,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0.006952899904615596
30,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0.992042779826282
31,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.015878642428779743
32,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0.012913304512323772
33,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0.9980345154790273
34,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0.99206004272462
35,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0.003982875603152527
36,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0.014908002730516998
37,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0.9920596056984327
38,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.9920652897053289
39,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0.006942131009691261
40,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0.02978733250663912
41,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0.9930276234950881
42,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0.9920580839822042
43,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0.012900318093356594
44,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0.9950377170760751
45,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0.994015030083086
46,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0.0208616499318382
47,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0.01787839557306632
48,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0.023829308851112306
49,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0.002986303171005094
50,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0.9970168565326916
51,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0.006946232142840114
52,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0.9930891072290426
53,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0.006957710232087107
54,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.994037218256928
55,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0.018864653056615825
56,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0.004962088741883244
57,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0.012918350443623472
58,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0.9930525853301868
59,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0.006943050131447449
60,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0.02282458232276762
61,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0.016880065491988786
62,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0.0069542221517106305
63,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.9990161635432754
64,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0.9920460065572442
65,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0.9930533597655049
66,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0.9861025604361113
67,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0.008919475308024411
68,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0.002991278785594526
69,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.006943704306531124
70,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0.9940470961039324
71,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0.9940372987214638
72,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0.9970235465651317
73,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0.995029626249257
74,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.0029947033075156783
75,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0.008921331947853875
76,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.9920416601904132
77,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0.029782021925941527
78,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0029981984818118
79,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0.0059732327958546974
80,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009748643114523422
81,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009900440702761343
82,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010037521086531255
83,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009786349762088112
84,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010005320488671438
85,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009705253005468618
86,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009980099111084632
87,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009869737730686394
88,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010145101053208392
89,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009943442178051828
90,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000999275869827948
91,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010122719092601853
92,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009854337469774907
93,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009961794502960724
94,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009976357278665957
95,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009902178473873131
96,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009949999591662398
97,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009758422689509917
98,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009888819330921834
99,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.001022400946715145
100,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009713925781077012
101,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010024169500879782
102,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000996441063384979
103,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010155740701640746
104,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009935332530569435
105,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009943717669764931
106,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010066888658746551
107,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009817770732924204
108,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010048637769731715
109,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009848651027440126
110,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000968991692799159
111,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.001005239583695919
112,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009826323416398247
113,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009717611476351242
114,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010100407653293102
115,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000990033108647028
116,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009931045917699992
117,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009906447853557936
118,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009665908688419805
119,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009902314421818958
120,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010012370306597767
121,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009920479312154498
122,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010110165862840218
123,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010001029643016538
124,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010055399688851817
125,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009908133751198162
126,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000979515153226533
127,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010159811134646834
128,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009752392789872857
129,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.001014129589432517
130,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000988268353470443
131,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010038966163316186
132,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000990146662847195
133,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009954758566727351
134,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009990511168907021
135,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000999657161245642
136,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009770404939444261
137,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000978471140426173
138,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.001001949786792903
139,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009685130282043583
140,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009868020724504648
141,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009963600839888458
142,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009742816949386052
143,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009961924189372396
144,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000992906839083098
145,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009897571030189544
146,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0010069512722123103
147,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010107253314977122
148,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010077794569940315
149,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009758245977814463
150,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000972632706744593
151,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010047780347055865
152,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.992040467572194
153,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009836323167446105
154,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009688824087714331
155,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009887780344789946
156,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010070814548910213
157,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009870129194068308
158,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009667123803942492
159,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010109991897475738
160,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009978601689926692
161,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010325349430823443
162,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009959668496974212
163,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009913300723635523
164,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010113646401481422
165,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000991508621949074
166,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010046166961071498
167,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009783173668785367
168,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009867514569051425
169,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009940063149453994
170,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0.9920604547920318
171,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0010095593089168668
172,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0010107357346381277
173,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.000990813117174369
174,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0.000992901799259723
175,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000983163807000908
176,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000979845485019627
177,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.006961324711831987
178,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.9920580146460243
179,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010077412801101995
180,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0.010910222751455107
181,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0.029803826854788933
182,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010005156092211308
183,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009761377536854652
184,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009956383127363432
185,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0.006941097030595087
186,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9920113455167856
187,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.010933434608516125
188,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0.01888411618282543
189,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0.0009810542217257201
190,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009999992808904091
191,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009956826170643249
192,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0009845823878849955
193,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0.005962042050532389
194,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.99204635211716
195,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0.010907607896866928
196,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0.028795971948711002
197,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0.001002241084578946
198,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.002961402212004594
199,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.001012827294703341
200,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0010100419885493404
201,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0.005952305662582579
202,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.99206661648055
203,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.010940243071149805
204,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0.02881155573562494
205,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0.0019806616792604976
206,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009832299706127915
207,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009949675169793552
208,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009818444431389723
209,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.006946437000675236
210,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.9920616959129568
211,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.009947498451122371
212,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0.027780801696564255
213,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0.0019813456992509295
214,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009985246824932284
215,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009867612374277427
216,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010101137944161323
217,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0009844851446186654
218,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.9920651387921666
219,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.009922240533945244
220,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0.027798347861905732
221,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0.001976553296677295
222,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009964756891415892
223,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000996127433423808
224,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009834581684229535
225,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0010110388260409387
226,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010060937038507052
227,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000988394444832188
228,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010040185260799888
229,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000983753194417436
230,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010040809149744969
231,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009896780420784886
232,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.001012871047342323
233,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000989019005012555
234,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010033058234996443
235,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.000990613329846789
236,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009911736347707344
237,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009925051673161166
238,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0009942511247177134
239,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0010036967025788789
