Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,2,2,1,1,1,1,0,0,0,1,60.804
1,2,3,3,0,0,1,0,1,0,1,96.672
2,1,1,3,1,0,1,0,0,0,1,81.778
3,4,3,2,0,1,0,0,0,0,0,45.384
4,1,2,3,0,1,0,0,1,0,1,134.09
5,3,3,2,1,0,0,1,1,1,0,59.384
6,3,1,2,1,1,1,0,0,1,0,29.288
7,2,3,1,1,0,0,0,1,1,0,77.518
8,4,2,3,0,0,1,1,0,0,0,37.044
9,4,1,3,0,0,0,1,0,1,1,25.056
10,3,3,1,1,0,0,0,1,1,0,52.934
11,3,1,2,0,0,1,0,1,1,1,33.872
12,4,1,2,1,1,1,0,1,0,1,23.39
13,3,1,3,0,1,0,1,0,0,1,31.986
14,2,3,2,0,1,1,0,0,1,1,74.87
15,1,1,1,0,0,1,0,1,0,1,94.496
16,4,2,1,0,1,0,0,0,1,0,29.774
17,4,2,2,0,0,1,1,0,1,1,32.98
18,3,3,1,1,0,0,0,0,1,0,49.73
19,4,1,2,0,0,0,0,0,1,1,24.324
20,3,3,3,0,0,0,0,1,1,1,54.912
21,1,1,3,1,1,0,1,1,0,0,86.826
22,3,2,1,0,1,0,1,1,0,1,53.33
23,4,1,2,0,0,1,0,1,1,0,25.162
24,4,2,1,1,0,0,1,0,0,1,33.854
25,2,3,2,1,1,1,1,0,0,1,92.04
26,2,1,1,1,1,0,1,1,1,1,45.936
27,3,3,3,1,0,0,0,0,1,0,50.856
28,3,2,2,0,0,0,0,1,0,0,49.796
29,3,3,1,1,1,0,0,1,0,1,63.06
30,4,1,2,1,1,1,0,0,0,1,22.476
31,4,1,2,1,1,1,0,1,0,1,23.39
32,4,1,2,1,1,1,0,0,0,1,22.476
33,4,1,2,1,1,1,0,0,0,1,22.476
34,4,1,2,1,1,1,0,0,0,1,22.476
35,1,1,2,1,1,1,0,0,0,1,79.066
36,4,1,2,1,1,1,0,0,0,1,22.476
37,4,1,2,1,1,1,0,0,0,1,22.476
38,1,1,2,1,1,1,0,0,0,1,79.066
39,4,1,2,1,1,1,0,0,0,1,22.476
40,2,1,2,1,1,1,0,0,0,1,42.434
41,4,1,2,1,1,1,0,0,0,1,22.476
42,4,1,2,1,1,1,0,0,0,1,22.476
43,4,2,3,1,1,1,0,0,0,1,32.95
44,1,1,2,1,1,1,0,0,0,1,79.066
45,2,1,2,1,1,1,0,0,0,1,42.434
46,4,1,3,1,1,1,1,0,0,0,23.282
47,4,2,2,1,1,1,0,0,0,1,31.92
48,4,1,2,1,1,1,0,0,0,1,22.476
49,1,1,2,1,1,1,1,0,0,1,80.34
50,2,3,3,1,1,1,0,0,0,0,83.648
51,4,1,1,1,1,1,0,0,0,1,21.65
52,4,2,1,1,1,1,0,0,0,1,31.152
53,1,1,1,0,1,1,1,0,0,0,84.826
54,4,3,1,1,1,1,0,0,1,1,36.92
55,2,1,1,1,0,1,0,0,0,1,42.772
56,4,2,1,0,1,1,1,0,1,0,31.596
57,4,1,1,1,1,1,0,1,0,1,24.4
58,3,3,1,0,0,1,0,0,0,1,61.818
59,1,1,1,1,1,1,1,1,1,0,86.792
60,2,2,1,1,0,0,0,0,0,1,61.658
61,4,1,3,0,1,1,0,0,1,1,24.558
62,4,3,1,1,1,0,1,1,0,0,50.002
63,3,1,1,1,0,1,0,0,0,1,29.23
64,4,1,3,0,1,1,0,0,0,1,24.682
65,4,2,1,1,1,0,0,1,1,1,29.814
66,2,3,1,1,0,1,1,0,0,0,92.544
67,3,1,3,1,1,1,0,0,0,1,29.688
68,1,1,1,0,1,0,0,1,1,1,93.186
69,4,1,1,1,1,1,0,0,0,1,21.65
70,4,3,1,1,0,1,1,0,0,1,47.374
71,4,2,1,1,1,0,0,1,0,0,33.762
72,3,1,1,0,1,1,0,0,1,1,30.536
73,2,1,1,1,1,1,0,0,0,1,41.828
74,1,1,1,1,0,0,0,0,0,1,80.862
75,4,1,1,1,1,1,1,1,0,0,23.178
76,4,3,1,0,1,1,0,0,1,1,38.272
77,4,2,1,1,1,1,0,0,0,1,31.152
78,3,1,1,1,0,0,0,0,0,1,29.428
79,4,1,3,1,1,1,1,0,0,1,23.334
80,1,1,1,0,1,1,0,1,0,0,92.664
81,2,2,1,1,1,1,0,0,1,1,54.416
82,4,3,3,1,0,1,0,0,0,1,44.148
83,4,1,1,1,1,0,0,0,0,1,21.694
84,3,1,1,1,1,1,1,1,0,0,31.208
85,4,1,1,0,1,1,0,0,1,1,23.274
86,1,2,3,1,1,1,0,0,0,1,115.692
87,2,1,1,1,0,0,0,0,0,1,42.99
88,4,3,1,1,1,1,1,1,0,0,50.016
89,4,1,1,0,1,1,0,0,1,1,23.274
90,3,1,3,1,1,1,0,0,0,1,29.688
91,4,2,1,1,0,0,0,0,0,1,31.72
92,1,1,1,1,1,1,1,0,0,0,79.414
93,2,3,1,0,1,1,0,1,0,1,95.852
94,4,1,3,1,1,1,0,0,1,1,23.162
95,4,1,1,1,0,1,0,0,0,1,22.172
96,3,2,1,1,1,0,1,0,0,0,46.338
97,4,1,3,0,1,1,0,1,0,1,24.904
98,1,3,1,1,1,1,0,0,1,1,135.302
99,2,1,1,1,0,1,0,0,0,1,42.772
100,4,1,1,1,1,0,1,0,0,0,22.018
101,4,1,1,1,1,0,0,0,0,1,21.694
102,4,1,1,1,1,0,0,0,0,1,21.694
103,4,1,1,1,1,0,0,0,0,1,21.694
104,4,1,1,1,1,0,0,0,0,1,21.694
105,4,1,1,1,1,0,0,0,0,1,21.694
106,4,1,1,1,1,0,0,0,0,1,21.694
107,4,1,1,1,1,0,0,0,0,1,21.694
108,4,1,1,1,1,0,0,0,0,1,21.694
109,4,1,1,1,1,0,0,0,0,1,21.694
110,4,1,1,1,1,0,0,0,0,1,21.694
111,4,1,1,1,1,0,0,0,0,1,21.694
112,4,1,2,1,1,0,0,0,0,1,22.34
113,4,1,1,1,1,0,0,0,0,1,21.694
114,3,2,1,1,1,0,0,0,0,1,42.198
115,1,1,3,1,1,0,0,0,0,1,79.292
116,2,3,1,1,1,1,0,1,0,1,91.208
117,4,1,2,0,1,1,0,0,1,1,23.982
118,4,1,1,1,1,0,0,0,0,1,21.694
119,4,1,1,1,0,1,1,0,0,1,22.496
120,3,2,1,1,1,1,0,1,0,0,46.24
121,4,3,3,0,1,0,0,0,1,1,39.512
122,1,1,1,1,1,1,0,0,0,1,78.57
123,2,1,2,1,0,1,0,0,0,1,43.58
124,4,1,1,1,1,0,1,0,0,0,22.018
125,4,2,1,0,1,1,0,1,0,1,36.328
126,4,1,1,1,1,1,0,0,1,1,21.97
127,3,3,3,1,1,0,0,0,0,1,58.178
128,1,1,2,1,0,1,1,0,0,1,82.35
129,2,1,1,1,1,1,0,0,0,0,41.818
130,4,1,1,0,1,0,0,1,1,1,24.78
131,4,2,1,1,1,1,0,0,0,1,31.152
132,4,3,3,1,0,1,0,0,0,1,44.148
133,3,1,1,1,1,0,1,0,0,0,29.056
134,4,1,2,1,1,1,0,1,0,1,23.39
135,1,1,1,0,1,0,0,0,1,1,83.93
136,2,1,1,1,1,1,0,0,0,1,41.828
137,4,2,1,1,0,1,0,0,0,1,31.624
138,4,3,3,1,1,0,1,0,0,0,47.858
139,4,1,1,1,1,1,0,1,0,1,24.4
140,4,1,2,0,1,1,0,0,1,1,23.982
141,3,1,1,1,1,0,0,0,0,1,28.7
142,1,1,1,1,0,1,0,0,0,1,80.612
143,2,2,1,1,1,0,1,0,0,0,65.212
144,4,3,3,1,1,1,0,1,0,1,46.498
145,4,1,1,0,1,0,0,0,1,1,23.266
146,4,1,2,1,1,1,0,0,0,1,22.476
147,4,1,1,1,0,1,0,0,0,1,22.172
148,3,1,1,1,1,0,1,0,0,0,29.056
149,1,2,1,1,1,1,0,0,0,1,114.69
150,4,1,3,0,1,0,0,1,1,1,25.034
151,2,3,1,1,1,1,0,0,0,1,82.656
152,4,1,1,1,0,1,0,0,0,1,22.172
153,4,1,2,1,1,0,1,0,0,0,22.842
154,4,1,1,1,1,1,0,0,0,1,21.65
155,3,2,1,0,1,1,0,1,0,1,49.436
156,4,1,1,1,1,1,0,0,1,1,21.97
157,1,3,3,1,0,1,0,0,0,1,158.828
158,2,1,1,1,1,1,1,0,0,1,42.238
159,4,1,2,1,1,1,0,0,0,0,22.626
160,4,1,1,0,1,1,0,1,0,1,24.98
161,4,2,1,1,1,1,0,0,1,1,28.068
162,3,1,1,1,0,1,0,0,0,1,29.23
163,4,3,3,1,1,1,1,0,0,1,47.72
164,1,1,1,1,1,1,0,0,0,0,78.416
165,2,1,2,0,1,1,0,1,0,1,49.396
166,4,1,1,1,1,1,0,0,1,1,21.97
167,4,2,1,1,1,1,0,0,0,1,31.152
168,4,1,1,1,0,1,1,0,0,1,22.496
169,3,3,3,1,1,1,0,0,0,0,58.846
170,4,1,1,0,1,1,0,1,0,1,24.98
171,1,1,2,1,1,1,0,0,1,1,79.098
172,2,1,1,1,1,1,0,0,0,1,41.828
173,4,2,1,1,0,1,1,0,0,1,34.118
174,4,1,1,1,1,1,0,0,0,0,21.678
175,4,3,3,1,1,1,0,1,0,1,46.498
176,3,1,1,0,1,1,0,0,1,1,30.536
177,4,1,2,1,1,1,0,0,0,1,22.476
178,1,1,1,1,0,1,1,0,0,1,81.904
