Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,1,0,0,64,2,256,136890.40001980198
1,1,1,0,0,1,256,32,4096,134608.5999988542
2,0,1,1,1,1,64,8,4096,46753.400020028654
3,0,1,0,1,0,64,2,1024,46447.59999360337
4,0,0,1,1,0,128,32,1024,46495.6000027176
5,1,1,0,1,0,128,8,256,131542.80000731867
6,0,0,0,0,0,256,8,4096,46426.59996011048
7,0,1,1,1,0,64,8,1024,46311.59999221779
8,0,1,1,1,1,256,32,256,46982.00002147882
9,0,1,1,1,1,256,8,256,46778.39999498616
10,1,0,1,0,1,256,8,4096,136736.20002277003
11,0,1,1,1,0,128,32,1024,46795.59999698583
12,0,0,0,0,0,256,2,1024,46194.599970796524
13,0,1,0,1,1,256,2,4096,46615.000032813296
14,1,0,1,0,1,256,8,4096,136736.19999314225
15,1,1,0,1,0,256,2,256,135861.99997434503
16,1,1,0,0,1,128,8,256,137657.60000377387
17,1,1,1,1,0,128,2,1024,128922.60003517111
18,1,0,0,0,1,64,32,256,134278.19998973142
19,0,1,0,0,1,64,8,1024,46054.59997450131
20,0,1,1,1,0,128,32,4096,46612.79998903412
21,1,0,1,1,1,64,32,4096,138866.99996000118
22,0,1,0,1,1,256,32,4096,47368.000013563294
23,1,0,0,0,0,64,2,1024,131859.5999930016
24,0,0,1,1,1,256,32,1024,46821.800017426525
25,1,1,0,0,1,128,2,1024,130383.40003684435
26,1,1,0,0,0,256,8,1024,132666.1999944361
27,0,1,0,0,0,256,32,4096,46039.00000599747
28,1,0,1,0,0,128,2,4096,138294.40000473155
29,0,0,1,0,0,256,32,4096,46148.200016926334
30,1,0,0,1,0,256,32,4096,133534.20002633033
31,0,1,0,1,0,128,2,256,46584.79997728392
32,1,0,1,1,1,64,8,1024,142008.00000666856
33,0,0,0,0,0,256,2,256,46207.59995909508
34,0,0,0,1,0,128,32,1024,46368.79998173928
