Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,0,0,1,64,2,256,46143.199978364966
1,1,1,0,0,0,256,32,1024,131767.40000813693
2,0,0,0,0,0,128,32,256,46254.99997990701
3,0,1,0,1,1,256,32,4096,47368.00002923062
4,1,0,1,1,0,256,8,4096,135527.8000153967
5,0,0,0,0,0,256,32,256,46275.000012242366
6,1,0,1,1,0,64,8,256,141618.3999998956
7,0,1,0,0,1,256,8,4096,46133.40003779488
8,0,0,1,1,0,64,2,256,46508.80003114183
9,1,1,1,1,0,128,32,256,130071.20000886335
10,1,0,1,1,0,128,32,4096,138185.3999847232
11,0,1,0,0,1,256,8,1024,46358.19998523833
12,1,0,1,1,1,128,2,256,141082.40001956708
13,0,0,0,0,0,64,8,256,46297.60003949698
14,1,1,0,1,1,256,2,4096,125375.59998568581
15,0,1,0,0,0,64,8,256,46403.80000112218
16,1,1,0,1,1,64,2,256,134107.39999206577
17,0,0,1,0,0,64,2,256,46097.39999763633
18,0,1,1,1,0,256,2,4096,46687.99998904278
19,1,1,1,1,0,256,2,4096,127337.5999692014
20,0,1,1,1,1,256,8,256,46778.39999069433
21,0,1,0,1,0,128,32,1024,47239.80001851051
22,1,0,0,1,0,128,32,256,134485.20000231065
23,1,0,0,0,0,128,32,1024,127243.80000278303
24,0,0,0,1,1,128,2,4096,46338.80000914095
25,0,0,1,0,0,128,8,1024,46245.00001147143
26,0,1,0,1,0,256,32,256,46333.00000706556
27,0,1,1,0,0,64,32,1024,46145.00001214284
28,0,0,0,0,1,128,32,1024,46299.19996492903
29,1,1,1,0,1,128,8,4096,130528.6000433522
30,0,1,0,1,0,64,8,1024,46348.799984021585
31,0,0,0,0,0,256,8,256,46305.60002169772
32,0,0,0,0,0,64,2,1024,47570.99997847756
33,0,1,0,1,0,64,32,4096,46404.000002416855
34,0,0,1,0,1,64,8,4096,46345.59996707393
35,0,1,0,0,1,256,8,1024,46358.199979135694
36,0,0,0,0,1,64,8,256,46194.79997729549
37,0,0,0,1,1,128,2,4096,46338.80001961883
38,1,0,1,1,0,64,32,256,140165.60000965087
39,0,0,1,1,0,256,8,1024,46903.39994685093
40,0,0,1,0,1,128,32,256,46260.200005280654
41,0,0,0,1,0,256,32,256,46346.40000947217
42,0,1,1,0,0,128,2,256,46183.80001469069
43,0,1,1,0,1,256,32,256,46169.800005083416
44,0,0,0,0,1,128,32,256,46035.00001395783
45,0,0,0,1,1,256,32,1024,46368.40001469481
46,0,0,0,1,1,256,8,256,46222.80002456893
47,1,0,0,1,0,64,8,4096,134655.40000144942
48,0,1,0,1,1,64,32,256,46402.400007378346
49,0,0,1,1,0,256,32,4096,47277.999978007254
50,1,1,0,0,0,64,2,256,132203.79999502486
51,0,0,0,0,0,128,32,4096,46476.20001591057
52,1,1,0,0,0,128,2,4096,133164.40002114192
53,1,1,0,1,0,256,32,1024,134380.9999741122
54,0,0,1,0,1,64,8,1024,47386.400032247344
55,0,0,0,0,0,128,2,256,46236.79999156834
56,1,0,0,0,1,64,8,256,133634.3999991606
57,0,0,0,1,1,256,2,1024,46274.1999581199
58,0,1,1,1,0,64,32,4096,46414.19997273495
59,1,1,0,1,0,256,2,256,135861.99997368618
60,0,0,1,0,1,128,2,256,46120.99999360942
61,0,0,1,0,1,128,2,256,46121.00002778928
62,0,0,1,0,1,128,2,256,46121.00000424667
63,0,0,1,0,1,128,2,256,46120.99999530111
64,0,0,1,0,1,128,2,256,46120.9999606927
65,0,0,1,0,1,128,2,256,46120.99999033167
66,0,0,1,0,1,128,2,256,46120.999989736614
67,0,0,1,0,1,128,2,256,46120.99999745806
68,0,0,1,0,1,128,2,256,46120.99995977259
69,0,0,1,0,1,128,2,256,46120.999974022605
70,0,0,1,0,1,128,2,256,46121.000007743445
71,0,0,1,0,1,64,2,256,46268.79996120706
72,0,0,1,0,1,128,2,256,46121.00002231819
73,0,0,1,0,1,64,32,256,46132.3999918345
74,0,0,1,0,1,128,2,256,46121.000029773255
75,0,0,1,0,1,64,2,256,46268.79998730579
76,0,0,1,0,1,128,32,256,46260.20001237179
77,0,0,1,0,1,128,2,256,46121.000034647586
78,0,0,1,0,0,64,32,256,46180.00000949002
79,0,0,1,0,1,128,2,256,46121.00001223296
80,0,0,1,0,0,64,32,256,46180.000019299
81,1,0,1,0,1,128,2,256,136870.80000009053
82,0,0,0,0,0,64,32,256,46471.200002477955
83,0,0,1,0,1,128,2,256,46121.00000522252
84,0,0,0,0,0,64,32,256,46471.20001507267
85,1,0,1,0,1,128,2,1024,135485.60001600656
86,0,0,0,0,0,128,32,4096,46476.199992289316
87,0,0,1,0,1,64,2,256,46268.80000413091
88,0,0,0,0,0,128,32,256,46254.99998664622
89,1,0,1,0,1,64,2,256,134987.20003172164
90,0,0,0,0,0,128,8,1024,46208.00001466482
91,0,0,1,0,1,64,32,4096,47106.39999337807
92,0,0,0,0,1,128,2,256,47198.59999788678
93,0,0,1,0,0,128,2,256,46293.40000399311
94,1,0,0,0,1,64,32,256,134278.20000179322
95,0,1,1,0,0,128,8,1024,46539.199984226056
96,0,0,0,0,1,256,2,4096,47094.80001241277
97,0,0,1,0,0,64,32,256,46180.00001902595
98,1,0,1,0,1,128,2,256,136870.80000670798
99,0,1,0,0,1,128,8,256,46673.199995693445
100,0,0,1,0,0,64,2,1024,46199.00000985492
101,0,0,1,0,1,128,2,256,46121.00000351691
102,0,0,1,0,1,128,2,256,46121.00004507684
103,0,0,1,0,1,128,2,256,46121.00000944029
104,0,0,1,0,1,128,2,256,46121.000012521654
105,0,0,1,0,1,128,2,256,46120.99997739225
106,0,0,1,0,1,128,2,256,46120.99999317678
107,0,0,1,0,1,128,2,256,46121.00000145027
108,0,0,1,0,1,128,2,256,46121.00000904758
109,0,0,1,0,1,128,2,256,46121.00001084416
110,0,0,1,0,1,128,2,256,46120.999988863485
111,0,0,1,0,1,256,2,256,46341.99998126429
112,0,0,1,0,1,128,32,256,46260.19998800931
113,0,0,1,0,1,128,2,4096,46359.400011449856
114,0,0,0,0,1,128,2,256,47198.599962275184
115,0,1,1,1,0,64,32,256,46517.59999810231
116,0,0,1,0,1,256,2,256,46341.9999754675
117,1,0,0,0,1,128,8,256,133596.6000117446
118,0,0,1,0,0,128,2,1024,46254.599995252145
119,0,0,0,0,1,64,32,4096,46073.60000287795
120,0,1,0,1,1,64,32,4096,46490.59997360896
121,0,0,0,0,0,64,32,4096,46314.3999725263
122,1,0,0,0,1,64,32,4096,128417.80001821058
123,0,0,0,0,1,64,32,4096,46073.6000245984
124,0,0,0,0,0,64,32,4096,46314.39998793536
125,0,0,0,1,1,64,32,4096,46546.80001832108
126,0,1,0,0,1,64,32,4096,46295.600019903955
127,0,0,0,0,0,64,32,4096,46314.39999641336
128,1,0,0,0,1,64,32,4096,128417.79994973008
129,0,0,0,0,0,64,32,4096,46314.399985060576
130,0,0,0,0,1,64,32,4096,46073.59999920634
131,0,0,0,0,1,64,32,4096,46073.6000115879
132,0,0,0,1,1,64,32,4096,46546.80000100909
133,0,1,0,0,1,64,32,4096,46295.5999996799
134,1,0,0,0,1,64,32,4096,128417.80001214214
135,0,0,0,0,1,64,32,4096,46073.5999920438
136,0,0,0,0,1,64,32,4096,46073.599980007115
137,0,0,0,0,1,64,32,4096,46073.59999406386
138,0,0,0,1,1,64,32,4096,46546.80001116886
139,0,1,0,0,1,64,32,4096,46295.599988894166
140,1,0,0,0,1,64,32,4096,128417.79998091105
141,0,0,0,0,1,64,32,4096,46073.59999624167
142,0,0,0,0,1,64,32,4096,46073.600007239824
143,0,0,0,0,1,256,32,4096,46070.80000185933
144,0,0,0,1,1,256,32,4096,46507.40004538237
145,0,1,0,0,1,256,32,4096,46104.199969662455
146,0,0,0,0,1,256,32,4096,46070.79999527513
147,1,0,0,0,1,256,32,4096,129652.5999851977
148,0,0,0,0,1,256,32,4096,46070.800018785594
149,0,0,0,0,1,256,32,4096,46070.799986549144
150,0,0,0,1,1,256,32,4096,46507.39997296604
151,0,1,0,0,1,256,8,1024,46358.19999648115
152,0,0,0,0,1,256,32,4096,46070.79998677767
153,1,0,0,0,1,256,32,4096,129652.60001164298
154,0,0,0,0,1,256,32,4096,46070.800012111446
155,0,0,0,0,1,256,32,1024,46176.60004337278
156,0,0,0,0,1,256,8,4096,46281.999985281145
157,0,0,0,1,1,256,32,4096,46507.40002015246
158,0,1,0,0,1,256,32,4096,46104.1999997204
159,1,0,0,0,1,256,32,1024,139425.99998528912
160,0,0,0,0,1,256,32,4096,46070.80000780536
161,0,0,0,0,1,256,8,4096,46281.99997707039
162,0,0,0,0,1,256,32,4096,46070.79999651023
163,0,0,0,1,1,256,32,4096,46507.40000647027
164,0,1,0,0,1,256,32,1024,46191.20002571747
165,1,0,0,0,1,256,32,4096,129652.59997659463
166,0,0,0,0,1,256,32,4096,46070.79999691773
167,0,0,0,0,1,256,8,4096,46281.99996121672
168,0,0,0,0,1,256,32,4096,46070.800004948556
169,0,0,0,1,1,256,32,1024,46368.4000162249
170,0,1,0,0,1,256,32,4096,46104.20001951685
171,1,0,0,0,1,256,32,4096,129652.60001201657
172,0,0,0,0,1,256,32,4096,46070.800007972146
173,0,0,0,0,1,256,8,4096,46282.00001858141
174,0,0,0,0,1,256,32,1024,46176.60003555533
175,0,0,0,1,1,256,32,4096,46507.40002225572
176,0,1,0,0,1,256,32,4096,46104.19999764911
177,0,0,0,0,1,256,32,4096,46070.799960896504
178,0,0,0,0,1,256,32,4096,46070.7999891687
179,0,0,0,0,1,256,32,4096,46070.80000557135
180,0,0,0,0,1,256,32,4096,46070.79998019674
181,0,0,0,0,1,256,32,4096,46070.80002172
182,0,0,0,0,1,256,32,4096,46070.80000357395
183,0,0,0,0,1,256,32,4096,46070.799990045416
184,0,0,0,0,1,256,32,4096,46070.80000604327
185,0,0,0,0,1,256,32,4096,46070.799963393336
186,0,0,0,0,1,256,32,4096,46070.80002076517
187,0,0,0,0,1,256,32,4096,46070.80000064181
188,0,0,0,0,1,256,32,4096,46070.80003036158
189,0,0,0,0,1,256,32,4096,46070.800026409255
190,0,0,0,0,1,256,32,4096,46070.80001350884
191,0,0,0,0,1,256,32,4096,46070.80000305929
192,0,0,0,0,1,256,8,4096,46282.000002167944
193,0,0,0,0,1,256,32,1024,46176.59998240062
194,0,0,0,0,1,256,32,4096,46070.80000143069
195,1,0,0,0,1,256,32,4096,129652.59999502152
196,0,0,0,0,1,256,32,4096,46070.79998994798
197,0,0,0,0,1,256,32,4096,46070.799983641344
198,0,0,0,0,1,256,32,4096,46070.80000523414
199,0,0,0,1,1,256,8,1024,46307.60000121696
200,0,1,0,0,1,256,32,4096,46104.20002547113
201,1,0,0,0,1,256,32,4096,129652.59999851571
202,0,0,0,0,1,256,32,4096,46070.79997264601
203,0,0,0,0,1,256,32,4096,46070.79999697734
204,0,0,0,0,1,256,32,4096,46070.80004207307
205,0,0,0,1,1,256,32,1024,46368.400042330075
206,0,1,0,0,1,128,8,4096,46303.000014483405
207,0,0,0,0,1,256,32,4096,46070.799988729916
208,1,0,0,0,0,256,32,4096,134589.5999993786
209,0,0,0,0,1,256,32,4096,46070.80003269283
210,0,0,0,0,1,128,32,256,46035.000002180015
211,0,0,0,0,1,128,32,256,46035.00001527309
212,0,0,0,1,1,128,32,256,46408.19998846061
213,0,1,0,0,1,128,8,256,46673.200017499585
214,0,0,0,0,0,128,32,256,46254.99995186095
215,1,0,0,0,1,128,32,256,133749.3999881063
216,0,0,0,0,1,128,32,256,46035.00000923556
217,0,0,0,0,1,128,32,256,46034.99999714673
218,0,0,0,0,1,128,32,256,46035.00001534102
219,0,0,0,1,1,128,32,256,46408.19997294237
220,0,1,0,0,1,128,8,256,46673.199953022544
221,0,0,0,0,0,128,32,256,46254.99999242087
222,1,0,0,0,1,128,32,256,133749.40000864654
223,0,0,0,0,1,128,32,256,46034.99995629075
224,0,0,0,0,1,128,32,256,46034.99997086603
225,0,0,0,0,1,128,32,256,46034.99998569952
226,0,0,0,1,1,128,32,256,46408.2000202308
227,0,1,0,0,1,128,8,256,46673.2000276358
228,0,0,0,0,0,128,32,256,46254.99997746601
229,1,0,0,0,1,128,32,256,133749.40000257612
230,0,0,0,0,1,128,32,256,46034.999980638575
231,0,0,0,0,1,128,32,256,46035.000036095895
232,0,0,0,0,1,128,32,256,46034.99999221023
233,0,0,0,1,1,128,32,256,46408.19999753829
234,0,1,0,0,1,128,32,256,46355.19998438521
235,0,0,0,0,0,128,8,256,46204.00001220824
236,0,0,0,0,1,128,32,256,46034.99998298295
237,1,0,0,0,1,128,32,256,133749.39998627832
238,0,0,0,0,1,128,32,256,46035.00000417729
239,0,0,0,0,1,128,32,256,46035.00000454377
240,0,0,0,1,1,128,32,256,46408.200001116566
241,0,0,0,0,1,128,32,256,46035.00003036282
242,0,1,0,0,0,128,8,256,46317.99994688434
243,0,0,0,0,1,128,32,256,46035.00000162794
244,1,0,0,0,1,128,32,256,133749.3999637836
245,0,0,0,0,1,128,32,256,46035.00002900168
246,0,0,0,0,1,128,32,256,46035.000005706344
247,0,0,0,0,1,128,32,256,46035.000052378186
248,0,0,0,1,1,128,32,256,46408.19999918349
249,0,1,0,0,0,128,8,256,46318.000009724296
250,0,0,0,0,1,128,32,256,46034.999995807
251,1,0,0,0,1,128,32,256,133749.39999495313
252,0,0,0,0,1,128,32,256,46034.999982888716
253,0,0,0,0,1,128,32,256,46034.99998969167
254,0,0,0,0,1,128,32,256,46035.00001405385
255,0,0,0,0,1,128,32,256,46034.999996555955
256,0,0,0,1,1,128,32,256,46408.19996883125
257,0,1,0,0,0,128,8,256,46317.99997032241
258,0,0,0,0,1,128,32,256,46034.99999703568
259,1,0,0,0,1,128,32,256,133749.40002081887
260,0,0,0,0,1,128,32,256,46034.99998952109
261,0,0,0,0,1,128,32,256,46035.00000785631
262,0,0,0,0,1,128,32,256,46034.99995846033
263,0,0,0,1,1,128,32,256,46408.20001037059
264,0,1,0,0,1,128,8,256,46673.19996511374
265,0,0,0,0,0,128,32,1024,46582.19999198171
266,1,0,0,0,1,128,32,256,133749.40000176578
267,0,0,0,0,1,128,32,256,46034.999985088376
268,0,0,0,0,1,128,32,256,46035.000038237005
269,0,0,0,0,1,128,32,256,46034.99998594526
270,0,0,0,1,1,128,32,256,46408.20003715802
271,0,1,0,0,1,128,8,256,46673.20005111512
272,0,0,1,0,0,128,32,1024,46138.79999834756
273,1,0,0,0,1,128,2,256,135331.59999350738
274,0,0,0,0,1,128,32,256,46035.00004205049
275,0,0,0,0,1,128,32,256,46035.000019684274
276,0,0,0,0,1,128,32,256,46034.99999479931
277,0,0,0,1,1,128,32,256,46408.19997942623
278,0,0,0,0,1,128,32,256,46035.00001013716
279,0,0,0,0,1,128,32,256,46034.999980657725
280,0,0,0,0,1,128,32,256,46034.99999859765
281,0,0,0,0,1,128,32,256,46034.999984248236
282,0,0,0,0,1,128,32,256,46035.00001734937
283,0,0,0,0,1,128,32,256,46034.9999647581
284,0,0,0,0,1,128,32,256,46034.999969728364
285,0,0,0,0,1,128,32,256,46035.000000886655
286,0,0,0,0,1,128,32,256,46035.00001273527
287,0,0,0,0,1,128,32,256,46035.00002724741
288,0,0,0,0,1,128,32,256,46035.00001268331
289,0,0,0,0,1,128,32,256,46034.99999998043
290,0,0,0,0,1,128,32,256,46034.9999833044
291,0,0,0,0,1,128,32,256,46035.000006445975
292,0,0,0,0,1,128,32,1024,46299.20000239588
293,0,0,0,0,1,128,32,256,46035.00000978033
294,0,0,0,0,1,128,32,256,46034.99999504472
295,0,0,0,0,1,128,32,256,46035.0000147101
296,0,0,0,0,1,128,32,256,46034.999988631076
297,0,0,0,0,1,128,32,256,46035.00001099445
298,0,0,0,0,1,128,2,256,47198.60000171896
299,0,0,0,0,1,128,32,256,46035.000040584084
