Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,1,0,1,128,8,1024,46188.80000473153
1,0,0,0,1,1,64,2,4096,46482.0000111339
2,0,1,0,0,1,128,32,256,46355.20010186093
3,0,1,1,0,1,64,2,1024,46614.40000489701
4,1,1,1,0,0,64,32,256,136657.40003040968
5,0,1,0,0,0,256,8,4096,46102.00003477819
6,0,1,1,0,0,64,8,256,45922.80000879776
7,0,1,1,1,1,128,32,256,46741.99998556879
8,1,1,1,1,0,128,8,1024,129666.00000467392
9,1,1,1,1,0,64,32,256,128814.80001794567
10,0,0,1,1,1,128,32,4096,46593.60000145388
11,1,0,1,0,0,256,32,1024,134646.19998029436
12,1,0,0,1,1,256,8,256,135852.39999391497
13,0,1,1,0,0,64,32,4096,46715.40004763624
14,1,1,0,1,0,256,8,4096,133120.59996453728
15,1,1,1,1,1,64,8,1024,131357.99999100316
16,0,1,0,1,1,256,8,1024,46604.99996589804
17,1,1,0,0,0,256,2,1024,132971.60000458552
18,0,0,0,1,1,256,8,256,46222.79996118762
19,1,0,0,0,0,64,32,1024,135660.39999495036
20,0,1,0,0,0,64,2,4096,46153.99999011037
21,1,0,0,1,1,64,32,256,134738.79998249174
22,1,0,1,1,0,128,8,4096,136843.7999790539
23,0,0,1,1,1,256,8,1024,46796.19998323909
24,0,0,1,0,0,64,2,256,46097.399936630696
25,1,1,0,0,1,64,32,256,132894.80001861943
26,0,0,0,1,0,256,8,1024,46393.39998799446
27,0,1,0,1,0,128,32,4096,46189.999975375365
28,1,0,1,1,1,128,32,256,137237.20000485258
29,0,1,1,1,0,256,2,1024,46750.80005042449
30,1,0,1,1,0,256,32,256,140016.7999899669
31,0,0,0,0,0,128,8,4096,46245.80002179087
32,0,1,0,1,1,64,8,4096,46329.00002767476
33,1,1,0,1,0,128,8,256,131542.80000286154
34,1,0,1,0,1,64,32,4096,135629.40000404383
35,1,1,1,0,0,64,32,4096,131523.99995439185
36,0,1,0,1,1,64,32,256,46402.39999930543
37,0,1,1,1,1,64,32,4096,46849.399994918014
38,0,1,1,0,1,256,2,1024,46256.80000748875
39,0,0,1,1,1,64,2,256,46643.200045087644
40,0,0,0,0,0,128,2,256,46236.7999919241
41,0,0,1,1,0,64,2,4096,46806.79998740742
42,0,1,1,1,0,256,8,1024,46824.799981465374
43,0,1,0,1,1,128,8,4096,46535.59999848268
44,1,0,1,1,0,256,8,1024,140390.39999680407
45,1,0,1,1,1,256,2,256,136546.19997091824
46,1,1,1,0,0,128,8,1024,133602.9999787882
47,1,0,1,0,0,64,32,256,137126.9999959012
48,0,1,1,0,1,256,8,256,47091.99998302106
49,1,1,0,0,0,256,32,4096,132785.59998154832
50,0,0,1,0,0,128,8,1024,46245.00000076833
51,1,0,0,0,0,256,32,256,132823.00002831378
52,0,0,1,0,0,256,8,256,46381.59998526649
53,1,0,1,1,1,256,8,256,136729.20000188664
54,1,0,1,1,1,128,8,1024,139292.8000228273
55,1,0,0,1,1,256,2,4096,134018.99999450822
56,0,0,0,1,0,64,2,256,46461.60001858759
57,1,1,1,1,1,64,2,4096,132912.2000052443
58,0,1,1,0,1,128,32,256,46129.80002766654
59,0,0,0,0,1,64,8,4096,46327.80000191061
60,0,1,1,0,0,64,2,256,46338.60000770134
61,0,1,1,0,0,64,2,256,46338.60001692108
62,0,1,0,0,0,64,8,256,46403.799982947436
63,0,1,1,0,0,64,8,256,45922.79999156606
64,0,1,1,0,0,64,8,256,45922.800033075284
65,0,1,1,0,0,64,8,256,45922.8000105149
66,0,1,1,0,0,64,8,256,45922.80000730143
67,0,1,1,0,0,64,8,256,45922.799981864046
68,0,1,1,0,0,64,8,256,45922.79998491652
69,0,1,1,0,0,64,8,256,45922.799953223854
70,0,1,1,0,0,64,8,256,45922.800035179964
71,0,1,1,0,0,64,8,256,45922.79999537314
72,0,1,1,0,0,64,8,256,45922.799959884695
73,0,1,1,0,0,64,8,256,45922.79996930821
74,0,1,1,0,0,64,8,256,45922.79998001975
75,0,1,1,0,0,64,8,256,45922.80000802912
76,0,1,1,0,0,64,8,256,45922.79999491169
77,0,1,1,0,0,64,8,256,45922.80000202416
78,0,1,1,0,0,64,8,256,45922.80001431049
79,0,1,1,0,0,64,8,256,45922.80000158305
80,0,1,1,0,0,64,8,256,45922.80000875617
81,0,1,1,0,0,64,8,256,45922.80000544213
82,0,1,1,0,0,64,8,256,45922.79999787644
83,0,1,1,0,0,64,8,256,45922.80002995949
84,0,1,1,0,0,64,8,256,45922.80001682748
85,0,1,1,0,0,64,8,1024,46317.80004358538
86,0,1,1,0,0,64,8,256,45922.800018020185
87,0,1,1,0,0,128,8,256,46214.599980266314
88,0,1,1,0,0,64,8,256,45922.80001177069
89,0,1,1,0,0,64,8,1024,46317.79996993166
90,0,1,1,0,0,64,8,256,45922.79998281038
91,0,1,1,0,0,128,8,256,46214.599991406685
92,0,1,1,0,0,64,32,256,46143.99995475184
93,0,1,1,0,0,64,8,1024,46317.799958409116
94,0,1,1,0,0,64,2,256,46338.60003712063
95,0,1,1,0,0,128,8,4096,46157.600013797535
96,0,1,1,0,0,64,8,256,45922.800023460506
97,0,1,1,0,0,64,32,256,46143.999966781645
98,0,1,0,0,0,64,8,1024,46293.99999971651
99,0,1,1,0,0,64,2,4096,46357.799988181374
100,0,1,1,0,0,128,8,256,46214.60000192835
101,0,1,1,0,0,64,8,256,45922.80001269972
102,0,1,1,0,0,64,8,256,45922.79997880752
103,0,1,1,0,0,64,8,256,45922.8000203409
104,0,1,1,0,0,64,8,256,45922.80000809672
105,0,1,1,0,0,64,8,256,45922.79997073609
106,0,1,1,0,0,64,8,256,45922.79997377846
107,0,1,1,0,0,64,8,256,45922.8000118655
108,0,1,1,0,0,64,8,256,45922.80000370519
109,0,1,1,0,0,64,8,256,45922.80000591349
110,0,1,1,0,0,256,8,256,46092.000019345374
111,0,1,1,0,0,64,8,256,45922.79999140925
112,1,1,1,0,0,64,32,256,136657.40003175783
113,0,1,0,0,0,64,8,256,46403.80002358705
114,0,1,1,0,1,64,8,4096,46694.000027800575
115,0,1,1,0,0,256,2,256,46407.80001809926
116,0,1,1,0,0,64,8,256,45922.80000340559
117,1,1,1,0,0,64,8,1024,133447.6000119323
118,0,1,0,0,0,128,8,256,46317.99997288804
119,0,1,1,0,1,64,32,256,46325.80000099069
120,0,1,1,1,0,64,8,256,46687.400005598334
121,0,0,1,0,0,64,2,4096,46094.99997088227
122,1,1,1,0,0,256,8,256,131089.19999790852
123,0,1,1,0,0,64,8,1024,46317.80002989533
124,0,1,0,0,1,128,8,256,46673.19999013267
125,0,1,1,1,0,64,32,256,46517.600026325774
126,0,0,1,0,0,64,8,256,46528.80001731318
127,0,1,1,0,0,64,8,256,45922.800002394564
128,1,1,1,0,0,256,2,4096,131835.999993559
129,0,1,0,0,0,64,8,1024,46294.000034545876
130,0,1,1,0,1,64,8,256,46219.00000117656
