Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,0,1,1,64,32,1024,131342.79998081186
1,1,0,1,0,0,64,32,1024,134519.00000406132
2,0,1,0,1,0,256,8,256,46658.80003507376
3,1,0,0,0,0,256,8,256,134915.40000624335
4,0,1,0,0,1,64,8,1024,46054.600004418426
5,1,1,1,1,0,64,2,1024,125822.19999656
6,0,0,0,0,1,256,2,4096,47094.79997273491
7,0,1,0,1,0,64,2,1024,46447.60005799758
8,1,0,0,1,0,64,32,4096,130955.79999278893
9,1,0,0,0,1,256,8,4096,131261.19994470204
10,0,1,0,0,0,64,2,256,46500.39998787204
11,1,1,0,1,1,128,2,1024,127180.00000816988
12,0,1,0,1,0,128,8,4096,46586.39996548131
13,0,0,1,1,1,64,2,4096,46572.799986490994
14,1,1,1,0,0,128,32,256,134640.3999882837
15,0,1,0,0,1,128,2,4096,46277.60001547736
16,0,1,0,0,1,128,8,4096,46302.999999105705
17,1,0,1,0,0,128,32,4096,137057.40000208298
18,0,1,0,0,0,128,2,256,46022.80000356003
19,1,0,0,1,1,64,8,1024,135458.20001811703
20,0,0,1,1,0,64,8,256,46557.39999935389
21,1,0,1,0,0,256,8,1024,138245.19999925178
22,1,1,0,0,1,128,32,4096,133873.0000229594
23,1,1,0,0,1,256,2,256,135922.00001366195
24,1,1,1,0,1,64,8,4096,127743.8000146406
25,1,0,0,1,0,64,32,4096,130955.80000788454
26,1,0,0,0,1,256,8,256,136333.79994149582
27,1,0,1,1,1,64,2,1024,135739.1999885158
28,0,1,1,0,0,64,32,256,46144.000015997444
29,1,0,0,1,0,256,32,1024,133283.00000592993
30,1,0,0,1,1,64,8,256,136979.00003977452
31,1,0,0,0,1,128,32,1024,132768.20001742998
32,0,0,0,1,1,64,32,4096,46546.79998594059
33,0,1,1,1,1,64,2,1024,46855.999950684396
34,1,1,1,1,0,64,8,256,133653.39998391274
35,0,1,1,0,1,128,2,4096,46615.000002282875
36,0,1,1,1,0,64,32,256,46517.59998946592
37,1,0,0,1,0,128,32,256,134485.19996201046
38,1,0,0,0,1,128,32,256,133749.40002012037
39,1,1,1,0,1,128,32,4096,128474.60000075973
40,1,0,0,0,0,128,32,256,135706.59999539534
41,0,1,1,1,1,256,8,4096,46925.40000320232
42,0,1,1,0,0,256,8,256,46092.00001157536
43,1,0,0,0,1,256,8,4096,131261.1999993461
44,1,0,1,0,1,256,2,1024,134831.59997486422
45,1,1,1,1,0,128,2,4096,127278.19998914804
46,1,1,1,1,0,256,32,4096,134654.5999810572
47,0,0,0,0,1,256,32,1024,46176.60000048268
48,1,1,0,0,1,256,2,4096,132262.20001298422
49,1,1,0,0,0,64,32,4096,132759.0000372724
50,1,1,0,1,1,64,2,4096,134920.39998560547
51,0,1,0,1,0,64,8,256,46431.00002585584
52,1,0,0,0,0,256,2,1024,134031.2000014086
53,1,0,1,1,0,256,32,4096,138895.19997885957
54,1,0,1,1,0,64,2,256,140491.5999738123
55,0,0,0,0,0,256,32,4096,46042.39995752743
56,1,1,1,0,1,64,8,4096,127743.80000924147
57,1,0,0,1,1,256,32,256,135542.60000514734
58,0,1,0,0,1,64,2,1024,46267.79999353036
59,0,0,0,0,0,64,32,1024,46298.40001061341
60,0,1,0,0,0,128,8,1024,45980.79997336075
