Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,4,10,4,10,1,0,1,1000,512,10000,2,0,0.015029520115280035
1,2,10,4,1000000,10,1,1000,10,512,10000,2,29,1.5449841588838184e-05
2,4,1,2,1000000,10,1,1000,1000,512,100,5,29,2.907454556002799e-05
3,2,1,2,1000000,10,0,1,1000,512,10000,2,29,2.7646755796222163e-05
4,2,1,4,1000000,10,0,1000,1000,512,10000,2,29,4.193020194632574e-06
5,4,1,2,1000000,1,0,1000,1000,1024,10000,5,0,5.098627132579774e-05
6,4,1,4,1000000,1,0,1,1000,1024,100,5,29,7.765783199838565e-06
7,2,10,2,10,10,0,1000,1000,512,100,5,29,1.2641723675265105e-05
8,4,1,4,1000000,1,0,1000,10,1024,100,2,29,0.0
9,2,10,4,1000000,1,0,1,1000,512,100,2,29,3.1074866941693965e-05
10,2,10,4,10,1,0,1000,10,1024,100,2,0,0.8789155699998421
11,4,1,4,1000000,10,1,1000,10,512,100,2,29,2.447363073678969e-05
12,2,10,2,10,10,1,1000,1000,1024,100,2,0,0.0
13,2,10,2,1000000,10,1,1,1000,1024,10000,5,0,0.0
14,4,1,4,10,1,1,1,10,512,10000,2,0,9.127896360163852e-06
15,2,1,4,10,10,0,1000,10,1024,10000,2,29,0.0
16,2,10,4,10,1,0,1000,10,1024,10000,5,0,1.068325405867518e-05
17,4,10,2,1000000,10,1,1,10,1024,100,5,0,0.00038987312047249125
18,4,1,4,10,1,0,1,1000,512,100,2,0,2.261604486838708e-05
19,4,1,2,1000000,10,0,1,10,1024,100,2,29,0.00598312281898287
20,4,10,2,1000000,1,0,1,10,1024,10000,2,0,1.160179369736599e-05
21,4,10,4,1000000,10,0,1000,1000,512,10000,5,0,1.0270570575752256e-06
22,4,10,2,10,10,1,1000,1000,512,100,2,29,2.3238709692177743e-05
23,4,1,2,10,10,0,1000,10,512,100,5,29,0.20913043961198166
24,4,1,2,10,1,0,1000,10,512,100,5,29,0.223377197535731
25,4,10,2,1000000,10,1,1,10,512,10000,5,0,1.603516863353547e-05
26,2,1,2,1000000,10,0,1000,10,1024,10000,5,29,9.072255078749954e-06
27,2,10,4,10,1,0,1,1000,512,10000,5,0,0.014997114640145557
28,4,1,4,1000000,1,1,1000,1000,1024,10000,5,29,2.098449429585577e-05
29,2,10,4,1000000,1,1,1,1000,1024,100,5,29,3.527019610370876e-05
30,2,1,2,1000000,10,0,1,10,1024,10000,2,0,3.241902734773734e-05
31,2,1,2,10,10,0,1000,10,512,100,5,0,0.20436375080678224
32,4,10,2,10,1,1,1000,1000,1024,100,5,0,5.440027562046213e-07
33,2,1,4,1000000,10,1,1000,10,512,100,5,29,1.1858783339680213e-05
34,4,10,4,1000000,1,1,1000,1000,512,100,5,29,2.866809106429625e-05
35,2,10,2,1000000,1,1,1000,1000,512,100,2,29,9.192237405918545e-06
36,2,1,2,10,10,0,1000,1000,1024,100,5,29,1.0051236923100278e-05
37,4,10,4,1000000,1,1,1,10,1024,100,5,0,0.0008676300316637605
38,2,1,4,10,1,1,1,1000,1024,10000,2,29,0.014739885611912334
39,4,1,2,1000000,1,0,1000,10,1024,10000,5,29,1.3440436430984227e-05
40,2,10,4,10,10,0,1,1000,1024,10000,2,0,0.1491818879020284
41,2,1,2,10,1,0,1,10,1024,100,2,29,0.014711962646532411
42,2,1,4,1000000,1,0,1000,1000,1024,10000,2,29,0.0006818554818517981
