Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,4,3,3,1,0,1,1,0,0,1,48.272
1,3,2,2,0,0,0,1,0,0,0,50.762
2,2,1,3,0,1,0,0,1,1,0,49.114
3,2,2,1,1,0,0,1,0,1,1,59.754
4,4,3,2,0,0,0,0,1,0,0,49.074
5,3,1,3,1,1,0,1,1,0,1,31.128
6,4,1,2,0,0,0,1,1,1,1,25.382
7,2,1,2,1,1,1,0,1,1,1,46.01
8,1,2,3,0,0,1,0,0,1,1,110.168
9,4,2,3,1,0,0,0,0,1,1,29.528
10,2,3,3,1,1,0,1,1,0,0,98.208
11,1,3,2,1,1,0,0,0,1,0,136.418
12,4,2,3,0,0,0,1,0,0,1,36.98
13,2,2,3,1,0,0,0,1,1,0,59.454
14,4,1,3,1,1,0,1,0,0,0,23.358
15,2,3,2,1,0,0,1,1,1,0,85.048
16,4,1,2,1,0,1,1,0,0,1,22.998
17,2,3,1,0,1,1,1,0,0,0,95.572
18,4,3,1,1,0,0,1,0,1,0,41.46
19,4,2,1,0,0,0,0,0,1,0,30.03
20,4,2,1,1,1,0,0,1,1,0,29.742
21,3,3,3,1,0,1,0,1,1,1,52.586
22,1,2,3,1,0,1,1,1,0,1,134.842
23,2,1,2,1,1,1,0,1,0,0,45.708
24,4,3,1,0,0,1,0,1,0,1,49.482
25,2,3,3,1,1,0,1,0,0,1,92.068
26,3,1,2,1,0,1,1,1,0,1,32.136
27,1,3,3,1,1,1,0,0,1,1,136.322
28,1,1,3,1,0,1,1,1,0,1,89.566
29,4,2,3,1,1,0,0,1,0,1,33.89
30,4,1,2,1,1,1,1,0,0,0,22.59
31,4,1,2,1,1,1,1,0,0,0,22.59
32,4,1,2,1,1,1,1,0,0,0,22.59
33,3,1,2,1,1,1,1,0,0,0,29.674
34,4,1,2,1,1,1,1,0,0,0,22.59
35,4,1,2,1,1,1,1,0,0,0,22.59
36,4,1,2,0,1,1,1,0,0,0,24.202
37,3,1,2,1,1,1,1,0,0,0,29.674
38,4,1,2,1,1,1,1,0,0,0,22.59
39,4,1,2,0,1,1,1,0,0,0,24.202
40,3,1,2,1,1,1,1,0,0,0,29.674
41,1,1,2,1,1,1,1,0,0,0,80.118
42,4,1,2,0,1,1,1,0,0,0,24.202
43,4,1,2,1,1,1,1,0,0,0,22.59
44,4,1,1,1,1,1,1,0,0,0,21.942
45,1,1,1,0,1,1,1,0,0,0,84.826
46,4,1,1,1,1,1,1,0,0,0,21.942
47,3,1,1,1,1,1,1,0,0,0,29.174
48,4,2,1,1,1,1,1,0,0,0,33.59
49,2,1,1,0,1,1,1,0,1,0,45.212
50,4,1,1,1,1,1,1,0,0,0,21.942
51,4,2,1,1,1,1,1,0,1,0,30.136
52,1,1,1,1,1,0,0,0,0,0,78.16
53,2,3,1,0,1,1,1,0,0,0,95.572
54,4,2,1,1,1,1,1,0,1,0,30.136
55,3,1,1,1,0,0,0,0,0,0,29.396
56,4,3,1,0,1,1,1,1,0,0,52.318
57,2,1,1,1,1,1,1,0,1,1,42.334
58,1,2,1,1,0,0,0,1,0,0,127.462
59,4,3,1,1,1,1,1,0,0,1,46.682
60,4,1,1,1,0,0,0,0,1,0,22.452
61,2,1,1,0,1,1,1,1,0,0,49.426
62,3,2,1,1,1,1,1,0,0,1,46.406
63,4,3,1,1,0,1,1,0,1,0,41.228
64,1,1,1,1,1,0,0,1,0,0,85.976
65,4,1,3,1,1,1,1,0,0,1,23.334
66,4,1,1,0,0,1,1,0,0,0,24.072
