Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,84009.4
1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,71992.0
2,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,84473.6
3,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,89859.0
4,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,75936.0
5,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,91227.6
6,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,59754.0
7,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,78272.6
8,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,77242.6
9,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,82344.4
10,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,81923.4
11,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,86186.8
12,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,58417.8
13,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,85890.2
14,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,72803.4
15,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,73642.4
16,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
17,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,73738.8
18,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,90242.0
19,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,81979.8
20,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,92684.0
21,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,85386.8
22,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,71666.0
23,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,81972.0
24,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,84991.0
25,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,64691.2
26,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,62245.0
27,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,84361.8
28,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,66613.8
29,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,100293.6
30,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,60339.2
31,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,60339.2
32,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,60339.2
33,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,56395.8
34,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
35,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
36,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
37,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
38,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
39,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
40,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
41,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
42,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
43,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
44,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,55959.2
45,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
46,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,57241.2
47,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
48,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,60558.4
49,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,57241.2
50,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
51,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,72743.6
52,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,71280.8
53,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
54,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,79853.2
55,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,69011.6
56,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,59256.2
57,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,93384.0
58,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,61650.4
59,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,83469.4
60,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,69059.4
61,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,59800.8
62,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,83279.6
63,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,70496.0
64,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,64991.2
65,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,63934.8
66,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,74048.2
67,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,65439.8
