Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,4,10,4,10,1,1,1000,1000,1024,10000,5,29,0.22016366626607003
1,2,10,4,10,1,0,1000,10,512,10000,2,29,1.0684211551147764e-05
2,2,10,4,1000000,10,1,1,10,512,100,2,29,2.4849788797463194e-05
3,2,10,2,1000000,1,1,1,10,1024,100,2,29,0.0024345404505743467
4,4,10,4,10,10,1,1000,10,1024,100,2,0,0.40309606187674446
5,4,10,2,1000000,1,1,1,1000,512,100,5,29,1.66272541668363e-05
6,2,1,4,1000000,10,0,1000,1000,512,100,2,0,1.8465060066904735e-05
7,4,1,2,1000000,1,1,1000,1000,512,100,5,0,1.4846571682468468e-05
8,2,10,4,10,1,0,1000,1000,512,100,5,29,4.976469732297084e-06
9,2,1,2,10,10,1,1000,10,512,100,2,29,0.7546866126702175
10,4,1,4,10,1,1,1000,10,1024,100,2,29,0.7365183497878168
11,2,10,4,1000000,10,0,1000,10,512,100,2,0,1.9391736609320192e-05
12,2,1,2,10,10,1,1,10,512,10000,2,29,9.853517289757132e-06
13,2,1,2,1000000,10,0,1,10,1024,10000,5,29,1.4764864104853493e-05
14,4,1,4,10,10,1,1,1000,512,10000,5,0,0.08260448055259538
15,2,10,4,1000000,1,0,1,1000,1024,10000,5,0,0.0010561442493469842
16,2,1,4,1000000,10,1,1,1000,512,100,5,0,1.5815135787440137e-05
17,2,10,2,10,1,0,1,1000,512,100,2,29,1.53310583608554e-05
18,2,1,2,1000000,10,0,1,1000,512,10000,2,0,1.3124029797137004e-05
19,2,1,2,10,10,0,1000,1000,1024,100,5,0,3.1488184883267896e-05
20,2,10,4,1000000,10,1,1,1000,512,10000,2,29,1.2152549345792881e-05
21,2,10,2,10,1,1,1000,10,1024,100,5,29,0.266409895347748
22,2,10,4,10,1,1,1,1000,1024,100,5,0,1.7249891665530952e-06
23,4,10,4,10,10,1,1000,10,1024,100,2,29,0.3997678673279763
24,4,10,4,1000000,10,0,1000,1000,1024,10000,2,0,1.3245739890043397e-05
25,2,10,2,1000000,10,0,1000,1000,512,10000,5,0,1.2792959608257104e-05
26,2,1,2,10,10,1,1,1000,512,10000,5,0,0.1426864138112916
27,4,1,4,10,1,1,1,1000,1024,10000,5,29,0.01445389127129224
28,2,1,2,1000000,10,1,1000,10,512,10000,5,29,4.8228030000511105e-06
29,2,1,2,1000000,10,1,1000,1000,1024,100,2,29,3.4474665183943045e-05
30,2,1,2,1000000,10,1,1,10,512,10000,2,29,9.322260048182196e-06
31,2,1,2,10,10,0,1000,10,1024,100,2,0,0.7769772411045034
32,2,10,4,10,10,1,1000,1000,512,100,5,29,1.1082391293174488e-05
33,4,10,2,10,10,0,1000,1000,1024,100,5,0,2.484902012616848e-05
34,2,1,4,1000000,10,1,1,10,1024,10000,2,29,5.633766652607063e-05
35,2,10,4,1000000,1,1,1,10,1024,100,2,29,0.0025592736712341836
36,4,10,4,10,10,1,1000,1000,1024,10000,5,0,0.16962949197714292
37,2,10,4,10,1,0,1,1000,1024,10000,2,0,0.01479010182618697
38,4,10,4,10,10,1,1,1000,512,100,5,0,1.7068278203989573e-05
39,2,10,4,10,1,1,1000,10,1024,10000,5,0,1.2218874596135952e-05
40,4,10,4,10,10,0,1000,1000,512,100,5,0,3.468079393392614e-05
41,2,1,4,10,10,1,1,1000,512,10000,5,0,0.1397440926491848
42,2,1,2,10,10,0,1000,10,512,10000,2,29,1.8395224921022758e-05
43,4,10,2,10,1,1,1,1000,512,10000,2,29,0.014838497296336791
44,4,1,2,10,10,0,1000,1000,1024,10000,5,29,0.2188837873216009
45,4,1,4,1000000,1,0,1000,1000,1024,100,2,0,7.756701230562364e-06
46,4,10,4,10,1,1,1000,1000,512,100,5,29,4.214158710377562e-06
47,2,1,2,1000000,1,0,1000,1000,512,100,5,0,2.0228012811307462e-05
48,4,10,2,1000000,10,0,1,1000,1024,10000,2,0,6.269855816930975e-06
49,4,10,4,1000000,1,0,1000,10,1024,100,5,0,6.539420282261116e-06
50,4,1,4,10,10,0,1,10,1024,10000,2,0,1.8473097667005144e-05
51,2,10,2,10,1,0,1000,1000,512,100,5,29,1.704621037369849e-05
52,4,1,4,10,10,1,1,1000,1024,100,2,0,2.4719290200339866e-06
53,2,10,2,1000000,10,0,1,10,512,100,5,29,0.0
54,4,1,4,10,1,0,1,10,1024,100,5,29,0.01472414575972009
55,2,10,4,10,1,1,1000,1000,512,10000,2,0,0.8962902771825643
56,4,10,2,1000000,1,1,1000,1000,1024,10000,2,0,1.7777048270973572e-05
57,4,10,2,1000000,1,1,1,10,512,10000,2,29,7.715326430136148e-06
58,4,10,4,10,1,0,1000,1000,1024,10000,2,29,0.7167541797545345
59,4,1,2,1000000,10,1,1000,10,1024,10000,2,29,4.104044536824459e-05
60,4,10,4,1000000,10,0,1000,10,512,10000,5,0,1.731833197424515e-05
61,4,1,2,10,1,0,1,10,512,100,5,0,0.014609102590736615
62,2,1,4,1000000,1,0,1000,10,512,100,2,0,2.4459098632158207e-05
63,2,10,2,1000000,10,0,1000,10,512,10000,5,0,1.5079329132388047e-05
64,2,1,4,10,10,1,1,1000,512,10000,5,0,0.13966706106653415
65,4,1,4,1000000,1,1,1000,1000,1024,100,5,0,4.5007255018457216e-05
66,2,10,2,1000000,10,0,1,1000,512,100,5,0,1.4116576888274443e-05
67,4,10,2,10,10,1,1,10,1024,100,5,29,0.08211305937269235
68,4,1,2,10,10,1,1,1000,1024,100,2,29,1.8901211450918767e-05
69,2,10,4,10,10,1,1,1000,1024,10000,2,0,0.14922726181723428
70,4,10,2,1000000,10,0,1000,10,1024,100,5,0,2.4446372778789983e-05
71,4,10,2,1000000,10,0,1000,10,1024,100,5,0,8.364953070096637e-06
72,4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.0001566866475338028
73,4,10,2,1000000,10,0,1000,10,1024,100,5,0,1.9027657250864894e-05
74,2,1,2,1000000,1,0,1000,10,512,100,5,0,1.8867606289646835e-05
75,2,1,2,1000000,1,0,1000,10,512,100,5,0,1.642702163501054e-05
76,2,1,2,1000000,1,0,1000,10,512,100,5,0,1.5032588115219462e-05
77,2,1,2,1000000,1,0,1000,10,512,100,5,0,2.207012828931443e-05
78,2,1,2,1000000,1,0,1000,10,512,100,5,0,9.538722174155333e-06
79,4,1,2,1000000,1,0,1000,1000,1024,100,5,0,0.0
80,2,1,2,1000000,1,0,1000,10,512,100,5,0,2.606183440076238e-05
81,4,1,2,1000000,1,0,1000,1000,1024,100,5,0,1.6246856075874425e-05
82,2,1,2,1000000,1,0,1000,10,512,100,5,0,2.9012334619492243e-05
83,4,10,2,1000000,1,0,1000,1000,1024,100,5,0,1.595147366800989e-05
84,4,10,2,1000000,10,0,1000,1000,1024,100,5,29,1.8376401768041923e-05
85,4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.00015569399945168582
86,4,10,2,1000000,10,0,1000,1000,1024,100,5,29,2.376896480426261e-05
87,4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.00015416050837443817
88,4,10,2,1000000,10,0,1000,1000,1024,100,2,0,2.1737929309924165e-05
89,4,10,2,1000000,1,0,1000,1000,1024,100,5,29,1.5042695830544655e-06
90,4,10,2,1000000,1,0,1000,10,1024,100,5,29,0.001410150553170325
91,4,10,2,1000000,1,0,1,1000,1024,100,2,29,1.1175098775898021e-05
92,4,10,2,1000000,1,0,1000,10,1024,10000,5,29,4.7506883703513595e-06
93,4,10,2,1000000,1,0,1,1000,1024,100,5,29,3.1985085579834654e-05
94,4,10,4,1000000,1,1,1000,10,1024,100,2,29,0.0057375825855129825
95,4,10,2,1000000,1,0,1000,1000,1024,10000,5,29,3.755417063882623e-05
96,4,10,4,1000000,1,0,1,1000,1024,100,2,29,6.427981560958955e-06
97,4,10,2,1000000,1,1,1000,10,1024,10000,5,29,2.697575321648381e-05
98,4,10,4,1000000,1,0,1,1000,1024,100,5,29,1.0661594748257244e-05
99,4,10,2,1000000,1,1,1000,10,1024,100,2,29,7.223761268258132e-05
100,4,10,2,1000000,1,0,1000,1000,1024,10000,5,29,4.3454046861714095e-05
101,4,10,4,1000000,1,0,1,10,1024,100,5,29,0.0009719889073157203
102,4,10,2,1000000,1,1,1000,1000,1024,10000,2,29,9.420041249081948e-06
103,4,10,4,1000000,1,0,1000,10,1024,100,5,29,0.0001625333883469415
104,4,10,2,1000000,1,1,1,1000,1024,100,2,29,2.442842234179804e-05
105,4,10,2,1000000,1,0,1000,10,1024,10000,5,29,1.0961388320912864e-05
106,4,10,4,1000000,1,0,1,1000,1024,100,5,29,2.719216477730532e-05
107,4,10,2,1000000,1,1,1000,10,1024,10000,2,29,1.1955443466383854e-05
108,4,10,2,1000000,1,0,1000,1000,512,100,5,29,2.6391785241263375e-05
109,2,10,4,1000000,1,0,1,10,1024,100,5,0,0.0010500401631818063
110,4,1,2,1000000,1,1,1000,1000,1024,10000,2,0,1.5636058812883604e-05
111,2,10,2,1000000,1,0,1000,10,512,100,5,29,0.0016492760349168533
112,4,10,4,1000000,1,1,1,1000,1024,100,5,0,4.3833086996943615e-07
113,2,1,2,1000000,10,0,1000,10,512,10000,2,29,1.115279360776848e-05
114,4,10,2,1000000,1,0,1000,1000,1024,100,5,0,2.345863353708785e-05
115,4,1,4,1000000,1,1,1,10,1024,100,5,0,0.0008876006483399569
116,2,10,2,1000000,10,0,1000,1000,512,10000,2,29,4.068524258916946e-06
117,4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.00014179643028022098
118,2,1,4,1000000,10,1,1,1000,512,100,5,29,1.3044005735997842e-05
119,4,10,2,1000000,1,0,1000,10,1024,10000,2,0,7.445265668876678e-06
120,4,1,2,1000000,1,0,1000,1000,1024,100,5,29,4.439711561715717e-05
121,2,10,4,1000000,10,1,1,10,512,100,5,0,2.0473566461789146e-05
122,4,10,4,1000000,10,0,1000,10,1024,100,5,0,2.2831978284577e-05
123,2,10,4,1000000,1,1,1,1000,512,100,5,0,1.9035313072307936e-05
124,4,10,4,1000000,1,0,1000,10,1024,100,5,0,6.317852186528625e-06
125,2,10,4,1000000,10,0,1000,1000,512,100,5,0,3.1367116733429584e-06
126,4,10,4,1000000,1,1,1,10,1024,100,5,0,0.0008693194127177504
127,4,10,4,1000000,1,0,1000,1000,1024,100,5,0,1.268935906668593e-05
128,2,10,4,1000000,10,0,1000,10,512,100,5,0,2.4032148540498813e-05
129,4,10,4,1000000,1,1,1,1000,1024,100,5,0,4.328245059645711e-06
130,4,10,4,1000000,10,0,1000,10,1024,100,5,0,2.6935096178510552e-05
131,2,10,4,1000000,10,1,1,10,512,100,5,0,2.3020900060332027e-05
132,2,10,4,1000000,10,1,1,10,512,100,5,0,3.161949186036762e-05
133,2,10,4,1000000,10,1,1,10,512,100,5,0,1.4245765780926104e-05
134,2,10,2,1000000,10,1,1,10,512,100,5,0,1.84856021423927e-06
135,2,1,4,1000000,10,1,1,10,512,10000,2,29,2.155818989890474e-05
136,2,10,2,1000000,10,1,1,10,512,100,5,0,8.652200535957399e-06
137,2,10,2,1000000,10,1,1,10,512,100,5,0,1.515873831781108e-05
138,2,1,4,1000000,10,1,1,10,512,10000,2,29,3.99662230872351e-05
139,2,10,2,1000000,10,1,1,10,512,100,5,0,2.4430777536583826e-05
140,2,10,4,1000000,10,1,1,10,512,100,5,29,3.0386136940294685e-05
141,2,10,2,1000000,10,1,1,10,512,10000,2,0,0.0
142,2,1,2,1000000,10,1,1,10,512,100,5,29,1.4985653593530544e-05
143,2,10,4,1000000,1,0,1,1000,512,100,5,0,2.2114006506123567e-05
144,4,10,2,1000000,1,1,1000,10,1024,100,2,29,9.123352983400016e-05
145,4,1,2,1000000,10,0,1000,1000,1024,10000,5,0,1.598159514544201e-05
146,2,10,4,1000000,1,1,1,10,512,100,5,29,0.0010247706074644693
147,4,10,2,1000000,10,0,1000,1000,1024,100,5,0,1.0408685587579388e-05
148,2,1,4,1000000,1,0,1000,10,512,10000,2,29,4.6699490658193655e-05
149,4,10,2,1000000,1,1,1,1000,1024,100,5,0,1.6299331172546093e-05
150,4,10,2,10,10,0,1000,10,1024,100,5,29,0.19794233665145455
151,2,1,4,1000000,1,0,1,10,512,10000,2,0,2.209529332188071e-05
152,4,10,2,1000000,1,1,1000,1000,1024,100,5,0,3.6358326250825536e-06
153,4,10,4,1000000,10,0,1000,10,1024,100,5,29,2.259928781373466e-05
154,2,10,2,1000000,1,1,1,1000,512,10000,2,0,0.0024586750686087814
155,4,1,2,1000000,10,0,1000,10,1024,100,5,29,2.015496460172302e-05
156,2,10,4,10,1,0,1000,1000,512,100,5,0,1.2387473894277247e-05
157,4,10,2,1000000,1,1,1,10,1024,100,5,29,0.0009218431720293471
158,4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.00019696602756956726
159,2,10,2,1000000,1,1,1,10,512,100,5,29,0.0010932959098221206
160,4,10,2,1000000,10,0,1000,1000,1024,100,5,0,1.1748260706620454e-05
161,2,10,4,1000000,1,0,1000,10,512,100,2,0,1.3161696163502247e-05
162,4,1,2,10,1,1,1,10,1024,10000,5,29,1.7183079356742526e-05
163,4,10,4,1000000,10,0,1000,1000,1024,100,5,0,1.0719754312124573e-05
164,2,10,2,1000000,1,1,1,10,512,100,5,29,0.0010685476545446808
165,4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.00018139915198212502
166,2,10,2,1000000,1,0,1000,10,512,100,5,29,0.0016610377343266522
167,4,10,4,1000000,1,1,1,1000,1024,100,5,0,1.8763512072191267e-05
168,4,10,2,1000000,10,0,1000,10,1024,100,2,0,0.00039529112192309416
169,2,1,2,10,1,1,1,10,512,10000,5,29,1.3318406400586154e-05
170,4,10,4,1000000,10,0,1000,1000,1024,100,5,0,6.795545764773573e-06
171,2,10,2,1000000,1,1,1,10,512,100,5,29,0.0010331393472049516
172,4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.0001895746957685432
173,2,10,2,1000000,1,0,1000,10,512,100,5,0,1.279786313905712e-05
174,4,10,4,1000000,1,1,1,1000,1024,100,5,29,2.3248092308958374e-05
175,4,10,2,1000000,10,0,1000,10,512,100,5,0,1.7453613494754e-05
176,2,1,2,10,1,1,1,10,1024,10000,2,29,8.573029672571262e-06
177,4,10,4,1000000,10,0,1000,1000,1024,100,5,0,3.693959525139333e-06
178,2,10,2,1000000,1,1,1,10,512,100,5,29,0.001036337438347595
179,4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.0001835597766032102
180,2,10,2,1000000,1,0,1,10,512,100,5,0,0.0010318012402288355
181,4,10,4,1000000,1,1,1000,1000,1024,100,5,29,1.3712688840416257e-05
182,2,10,2,1000000,10,0,1000,10,512,100,5,0,2.2522650118734636e-05
183,4,1,2,1000000,1,1,1,10,1024,10000,2,29,2.2639768216393718e-05
184,4,10,4,10,10,0,1000,1000,1024,100,5,0,1.8940797394076507e-05
185,2,10,2,1000000,1,1,1,10,512,100,5,29,0.0010689334790351676
186,4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.00019822240518780078
187,2,10,2,1000000,1,0,1,10,512,100,5,0,0.0009962871817937194
188,4,10,4,1000000,10,1,1000,1000,1024,100,5,29,2.9166577057253566e-05
189,2,10,2,1000000,1,0,1000,10,512,100,5,0,7.649870062113962e-07
190,4,1,2,1000000,1,1,1,10,1024,10000,2,29,4.355794216286112e-06
191,4,10,4,10,10,0,1000,1000,1024,100,5,0,2.7285190826472825e-05
192,2,10,2,1000000,1,1,1,10,512,100,5,29,0.0010726546603895383
193,4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.0001986234055721873
194,2,10,2,1000000,1,0,1,10,512,100,5,0,0.0010397069338912719
195,4,10,4,1000000,1,1,1000,1000,1024,100,5,29,2.1600412818643625e-05
196,2,10,2,1000000,10,0,1000,10,512,100,5,0,1.284539398673747e-05
197,4,1,2,1000000,1,1,1,10,1024,10000,2,29,6.105433122340229e-06
198,4,1,2,1000000,1,1,1,1000,1024,10000,2,29,0.003355754181729102
199,4,10,4,10,1,0,1000,10,1024,100,5,0,0.2134394802764957
200,4,10,2,1000000,1,0,1,10,1024,100,5,29,0.0008245814366258793
