Iteration,spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0.006957797294214869
1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0.00893958693555141
2,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.02778752007324678
3,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0.01188805996956653
4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0009889347484499068
5,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0.994028708283676
6,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0.006931624872128182
7,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0.9930309316568046
8,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0.9880746432735268
9,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0.9940318063628089
10,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0.9950370681172048
11,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0.009938157477801971
12,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0.003970055432243008
13,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0.9930283555115722
14,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.9920555995633803
15,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0.9920517183285493
16,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0.999003683523785
17,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0.006914476057747554
18,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0.008941164996984602
19,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.006948189005341378
20,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.0009848082218680099
21,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0.9980093945687459
22,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0.9970110194377518
23,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0.0029737069625667186
24,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.9980064504221952
25,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.9930495836451005
26,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.9940482667433965
27,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0.9940425162870486
28,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0.9920488037455234
29,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.015899868924845288
30,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0.9940379609101688
31,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0.9930468278396202
32,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0.012893852052314561
33,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.00993468669146572
34,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.01983928453416772
35,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0.994052093776214
36,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0.012921839780274808
37,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0.008939686732374354
38,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0.993053359484081
39,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0.992070424322803
40,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.006957901518483317
41,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.01091246365707515
42,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0.9930566725102995
43,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0.004970666536424831
44,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0.9940617118121334
45,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0.9940460222818513
46,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0.99205217801199
47,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0.013907548318548613
48,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0.014885965267983827
49,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0.9940378821494452
50,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0.02184621910032148
51,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.006944507114040155
