Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
151,2,1,1,0,1,80,256,4,4297.6
152,1,1,1,0,1,0,1024,2,17870.6
153,4,1,1,1,1,10,512,4,43066.6
154,2,0,0,0,1,80,4,4,11958.4
155,3,1,1,0,1,80,2,10,48776.0
156,2,1,1,0,0,30,512,4,4611.6
157,2,1,1,0,1,50,32,0,4862.0
158,5,1,1,1,1,90,2048,6,47734.0
159,2,0,0,0,1,80,8,4,9047.6
160,1,1,1,0,1,60,512,8,101400.2
161,4,1,1,0,0,20,4096,2,9101.4
162,2,1,1,0,1,40,1,4,14741.4
163,3,1,1,1,1,80,512,4,12093.8
164,2,0,0,0,1,0,16,10,85789.8
165,2,1,1,0,0,70,256,4,4409.8
166,5,1,1,0,1,10,1024,0,9151.8
167,2,1,1,0,1,80,512,6,85383.8
168,1,1,1,1,1,80,4,4,12426.8
169,4,0,0,0,1,30,512,8,40881.6
170,2,1,1,0,0,50,2,4,12838.2
171,3,1,1,0,1,80,64,2,12149.8
172,2,1,1,0,1,90,32,4,4392.6
173,2,1,1,1,1,60,2048,10,102760.6
174,5,0,1,0,1,20,512,4,9130.4
175,2,1,0,0,0,40,8,0,5257.2
176,1,1,1,0,1,80,4096,6,90144.0
177,4,1,1,0,1,70,1,4,20203.2
178,2,1,1,1,1,0,512,8,131407.8
179,3,0,1,0,1,80,16,4,12242.0
180,2,1,0,0,0,10,256,2,5713.6
181,2,1,1,0,1,80,512,4,4297.2
182,5,1,1,0,1,30,1024,10,300432.2
183,2,1,1,1,1,50,4,4,12418.4
184,1,0,1,0,1,80,512,0,17701.6
185,4,1,0,0,0,90,2,4,15456.2
186,2,1,1,0,1,60,64,6,89583.8
187,3,1,1,0,1,20,32,8,38450.0
188,2,1,1,1,1,80,2048,4,11897.0
189,2,0,1,0,1,40,512,2,4836.4
190,5,1,0,0,0,70,8,4,9168.6
191,2,1,1,0,1,0,4096,10,85434.0
192,1,1,1,0,1,80,1,4,15259.2
193,4,1,1,1,1,10,512,0,35853.6
194,2,0,1,0,1,80,16,4,5091.2
195,3,1,0,0,0,30,256,6,10788.0
196,2,1,1,0,1,50,512,8,101413.8
197,2,1,1,0,1,80,1024,4,4271.2
198,2,1,1,1,1,90,1024,2,17644.2
199,5,0,1,0,1,60,1024,4,9141.8
200,1,1,0,0,0,80,1024,10,101606.6
201,2,1,1,0,1,20,1024,4,4961.2
202,4,1,1,0,1,40,1024,0,8958.0
203,2,1,1,0,1,70,1024,4,4364.2
204,3,1,1,1,1,80,1024,6,10763.6
205,2,0,0,0,0,0,1024,8,85424.2
206,2,1,1,0,1,10,4,4,12028.0
207,5,1,1,0,1,80,2,2,9183.0
208,1,1,1,0,1,30,64,4,11893.8
209,2,1,1,1,1,80,128,10,102642.4
210,4,0,0,0,0,50,32,4,13191.8
211,2,1,1,0,1,90,2048,4,4318.6
212,3,1,1,0,1,60,8,0,12449.2
213,2,1,1,0,1,80,4096,6,85835.2
214,2,1,1,1,1,20,1024,4,12089.2
215,5,0,0,0,0,40,1,8,120996.6
216,1,1,1,0,1,70,16,2,17713.0
217,2,1,1,0,1,80,256,4,4297.6
218,4,1,1,0,1,0,4,4,22095.0
219,2,1,1,1,1,10,1024,10,105609.6
220,3,0,0,0,0,80,2,4,13236.4
221,2,1,1,0,1,80,64,0,4707.0
222,2,1,1,0,1,30,128,6,88573.0
223,5,1,1,0,1,50,32,4,9136.2
224,2,1,1,1,1,90,2048,8,102925.6
225,1,0,0,0,0,80,8,2,17680.8
226,2,1,1,0,1,80,512,4,4297.2
227,2,1,1,0,1,80,512,4,4297.2
228,2,1,1,0,1,80,512,4,4297.2
229,2,1,1,0,1,80,512,4,4297.2
230,2,1,1,0,1,80,512,4,4297.2
231,2,1,1,0,1,80,512,4,4297.2
232,2,1,1,0,1,80,4096,4,4277.8
233,2,1,1,0,1,80,4096,4,4277.8
234,2,1,1,0,1,80,4096,4,4277.8
235,2,1,1,0,1,80,4096,4,4277.8
236,2,1,1,0,1,60,4096,4,4398.4
237,2,1,1,0,1,80,4096,4,4277.8
238,2,1,1,0,1,20,4096,4,4949.8
239,2,1,1,0,1,40,4096,4,4613.2
240,2,1,1,0,1,70,4096,4,4372.4
241,2,1,1,0,1,80,4096,4,4277.8
242,2,1,1,0,1,0,4096,4,18022.0
243,4,1,1,0,1,80,4096,10,112414.6
244,2,1,1,0,1,10,4096,4,5747.4
245,3,1,1,0,1,80,4096,4,12115.2
246,2,1,1,0,1,30,4096,0,4824.2
247,2,1,1,0,1,50,4096,6,89078.4
248,2,1,1,0,1,100,4096,4,4379.2
249,5,1,1,0,1,80,4096,8,121180.4
250,1,1,1,0,1,90,4096,4,11815.0
251,2,1,1,0,1,60,4096,2,4722.2
252,4,1,1,0,1,80,4096,4,12743.2
253,2,1,1,0,1,20,4096,10,101240.4
254,3,1,1,1,1,40,4096,4,12011.8
255,2,0,1,0,1,70,4096,0,4769.6
256,2,1,0,0,0,80,4096,4,4333.8
257,5,1,1,0,1,0,1,6,47341.2
258,2,1,1,0,1,10,4096,8,99418.8
259,1,1,1,0,1,80,1024,4,11798.8
260,4,1,1,1,1,80,16,2,35883.4
261,2,0,0,0,0,30,256,4,4595.4
262,3,1,1,0,1,100,4096,4,12170.2
263,2,1,1,0,1,50,4,10,81056.8
264,2,1,1,0,1,80,64,4,4360.4
265,2,1,1,1,1,90,2,0,17615.0
266,5,0,1,0,1,60,1024,4,9141.8
267,2,1,0,0,0,80,128,6,85560.2
268,1,1,1,0,1,20,32,8,98666.8
269,4,1,1,0,1,40,4096,4,13074.2
270,2,1,1,0,1,70,2048,2,4759.2
271,2,1,1,1,1,80,8,4,12160.2
272,3,0,1,0,1,0,4096,4,16104.2
273,2,1,0,0,0,10,1,10,83426.6
274,2,1,1,0,1,80,1024,4,4271.2
275,5,1,1,0,1,80,1024,0,9206.8
276,2,1,1,0,1,30,1024,4,4558.8
277,1,1,1,1,1,100,1024,6,90731.8
278,2,0,1,0,1,50,1024,8,101108.6
279,4,1,0,0,0,80,1024,4,12772.2
280,2,1,1,0,1,90,1024,2,4653.0
281,3,1,1,0,1,60,1024,4,12063.0
282,2,1,1,0,1,80,1024,4,4271.2
283,2,1,1,1,1,20,1024,10,103870.4
284,5,0,1,0,1,40,1024,4,9132.0
285,2,1,0,0,0,80,1024,0,4715.6
286,1,1,1,0,1,70,1024,4,11808.2
287,2,1,1,0,1,0,1024,6,82492.4
288,4,1,1,0,1,80,1024,8,39245.8
289,2,1,1,0,1,10,1024,4,5757.8
290,3,1,1,1,1,80,1024,2,12096.6
291,2,0,0,0,0,30,1024,4,4584.2
292,2,1,1,0,1,100,16,4,5041.0
293,5,1,1,0,1,50,256,10,301311.6
294,2,1,1,0,1,80,1024,4,4271.2
295,1,1,1,0,1,90,1024,0,17772.8
296,2,1,1,1,1,80,1024,4,11881.2
297,4,0,0,0,0,60,1024,6,19299.4
298,2,1,1,0,1,20,1024,4,4961.2
299,3,1,1,0,1,80,1024,8,38194.8
