Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,0,0,1,128,8,256,137657.6000061181
1,0,1,0,0,1,128,2,256,47040.200001700185
2,1,1,1,0,0,128,2,256,136797.80003216933
3,0,1,1,1,1,64,8,1024,46751.799997909
4,1,0,0,1,1,128,8,256,132351.40003436044
5,1,0,0,0,0,128,2,256,133624.80000414155
6,0,0,1,1,0,256,2,4096,46625.00001798496
7,1,0,1,1,1,256,8,4096,136683.0000263946
8,1,1,0,1,0,256,8,4096,133120.59997043182
9,0,0,1,1,1,256,32,1024,46821.80000071358
10,1,1,1,0,1,256,8,256,132414.59999434202
11,0,1,0,0,0,256,2,256,46439.999995310754
12,0,1,1,0,1,256,2,4096,46381.40000858206
13,1,1,0,0,0,256,2,256,133900.59998312333
14,1,1,0,0,0,256,32,1024,131767.39999026374
15,0,0,0,1,1,256,32,256,47443.60002098426
16,0,0,1,0,0,64,32,256,46180.00003206299
17,1,1,1,0,0,256,2,1024,135845.19999263829
18,0,0,0,1,0,128,2,256,46486.799972060544
19,1,1,0,1,1,256,32,4096,126458.80001229215
20,0,0,0,0,1,128,2,1024,46113.200016555595
21,0,1,1,0,0,64,8,4096,46121.59999976578
22,0,1,1,0,1,256,32,256,46169.800009713545
23,0,1,0,0,1,256,32,4096,46104.199986462365
24,1,1,0,1,1,256,8,4096,131692.99996341753
25,1,1,1,0,1,128,8,1024,132620.20000402635
26,1,0,1,0,1,64,2,4096,137288.99999771404
27,0,0,1,0,0,128,8,4096,46163.1999855643
28,1,0,1,0,1,64,2,4096,137289.00002418406
29,1,1,0,1,1,256,8,256,132543.60001612778
30,0,1,1,1,1,256,8,1024,46674.59998781602
31,1,0,1,1,1,256,32,256,137724.20001414418
32,1,0,0,0,1,64,32,4096,128417.80001994311
33,1,1,1,1,0,64,32,1024,127659.20001654132
34,0,1,0,1,1,64,32,1024,46378.59999626559
35,0,0,1,1,1,256,32,4096,46299.20003937824
36,0,1,0,0,0,64,8,1024,46293.999963678885
37,1,1,1,0,1,64,8,4096,127743.79998236682
38,1,0,1,0,0,64,2,4096,134209.20000849437
39,1,1,0,1,0,256,2,4096,129499.40002597254
40,1,0,0,0,0,64,8,4096,130604.80003313869
41,0,0,1,0,1,128,2,256,46120.999998023486
42,1,0,1,0,1,64,8,256,138369.3999996265
43,0,1,1,1,1,128,8,4096,46800.79997738588
44,1,0,1,0,0,64,32,256,137127.00000499995
45,1,1,1,0,1,256,8,4096,131231.2000112413
46,1,1,0,0,0,256,32,256,130682.79999602542
47,1,1,0,1,0,256,32,4096,128968.39998442843
48,1,0,1,0,1,64,8,1024,135714.80000751148
49,1,1,1,0,0,128,8,256,131126.80000754242
50,0,1,1,1,1,128,32,4096,46787.20000438678
51,0,0,0,0,0,256,32,4096,46042.40002316711
52,1,0,1,0,0,64,2,4096,134209.1999973779
53,1,1,0,1,1,256,2,1024,130103.40002069078
54,0,0,0,0,0,256,2,4096,46167.00002903457
55,1,0,1,0,0,64,32,1024,134519.00000354517
56,1,1,0,0,1,64,8,1024,134931.79997897544
57,1,0,1,0,0,256,32,4096,138631.40001956135
58,1,1,0,0,0,64,8,4096,135287.8000126752
59,0,1,1,0,1,128,2,256,46285.60000128824
60,0,0,0,0,1,128,32,1024,46299.200019558266
61,0,0,0,0,1,128,32,1024,46299.19998143522
62,0,0,0,0,1,128,32,1024,46299.20001841469
63,0,0,0,0,1,256,32,4096,46070.8000145776
64,0,0,0,0,1,256,32,4096,46070.800038677815
65,0,0,0,0,1,256,32,4096,46070.800012221785
