Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,0,1,1,64,32,1024,46378.60002260415
1,1,1,1,1,1,256,2,1024,129201.20000894254
2,1,1,1,0,0,64,2,4096,135253.59998393885
3,1,1,1,0,0,64,32,1024,134439.39994178698
4,0,0,1,1,0,128,8,1024,47024.00001045215
5,0,0,1,0,1,128,2,1024,46229.79996826092
6,0,1,1,1,1,256,8,256,46778.40002008132
7,0,1,0,1,0,256,2,256,46594.39998183953
8,1,0,0,1,1,128,8,1024,135632.59999928458
9,0,1,1,0,0,256,2,1024,46191.40000889791
10,1,1,0,1,0,128,8,1024,135016.9999956887
11,0,1,0,0,0,128,2,256,46022.80003316795
12,1,0,1,1,0,64,32,4096,138943.39999341982
13,1,0,0,1,0,256,8,1024,132022.4000113065
14,0,1,1,1,1,128,2,256,46463.19999260343
15,1,0,1,0,0,128,2,256,135048.60000936856
16,1,0,1,1,0,128,8,4096,136843.8000257433
17,0,1,1,0,0,128,2,256,46183.79999183047
18,1,0,1,1,0,64,8,256,141618.3999783636
19,0,0,0,0,0,256,32,256,46274.999979870656
20,0,1,0,1,0,64,8,1024,46348.799958584495
21,1,1,1,0,0,256,32,4096,131081.99999332835
22,0,0,1,0,1,128,2,256,46120.99998755105
23,0,1,0,1,0,64,32,256,46885.99998950529
24,1,0,1,1,1,256,32,4096,139168.9999962093
25,0,1,0,1,1,64,8,1024,47491.39999725608
26,0,1,1,0,1,256,32,4096,46447.80000932987
27,1,1,0,0,1,128,2,256,136842.20001866776
28,1,1,0,1,0,128,2,1024,132390.8000144652
29,0,1,1,0,1,64,8,4096,46693.99998291606
30,1,1,0,0,0,256,32,256,130682.7999819022
31,0,0,0,0,1,256,2,4096,47094.80001439237
32,1,0,1,0,0,256,32,1024,134646.2000249826
33,1,1,1,1,1,64,2,256,128684.60003883656
34,1,1,1,0,0,128,2,1024,135272.2000086365
35,0,0,0,1,0,64,32,256,46298.39999134998
