Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,3,2,1,0,1,0,1,0,0,0,49.242
1,2,2,1,1,0,0,0,1,1,1,59.814
2,3,2,3,1,0,1,0,0,0,0,44.274
3,1,2,3,0,0,0,0,0,0,0,123.562
4,2,3,3,1,1,0,0,1,0,0,90.466
5,1,1,3,0,0,1,0,1,1,1,94.792
6,4,1,3,0,0,0,1,1,0,1,25.474
7,3,1,2,1,0,1,0,0,1,1,29.928
8,4,3,2,1,0,0,1,0,0,0,47.678
9,2,3,3,1,0,1,0,0,0,0,84.892
10,4,1,2,0,0,0,0,0,0,0,24.314
11,3,1,3,1,0,1,0,0,0,0,30.83
12,2,1,1,1,1,0,1,0,0,1,42.362
13,1,1,3,0,0,0,1,1,1,1,95.506
14,3,3,1,0,1,0,1,1,1,0,61.49
15,2,3,2,1,1,0,1,1,1,1,84.43
16,3,3,3,1,1,1,0,1,1,0,52.128
17,3,1,2,1,0,0,0,1,1,1,31.676
18,1,1,3,1,1,0,0,0,0,1,79.292
19,4,3,2,1,0,0,1,1,0,0,50.338
20,1,3,1,0,0,0,1,0,1,1,156.276
21,1,1,3,0,0,0,0,0,1,1,86.616
22,2,3,1,1,1,1,0,1,1,0,76.47
23,2,2,1,0,1,0,0,0,1,0,57.562
24,4,1,2,0,1,0,1,0,1,1,24.478
25,4,2,3,1,0,1,1,1,1,1,32.276
26,3,3,1,0,0,1,1,1,1,1,61.73
27,4,2,1,0,1,0,0,1,1,1,31.78
28,1,3,1,1,1,1,1,1,0,0,183.728
29,2,3,3,1,0,1,0,1,0,1,91.87
30,4,1,2,0,1,0,1,0,0,0,24.13
31,4,1,2,0,1,0,1,0,0,0,24.13
32,4,1,2,0,1,0,1,0,0,0,24.13
33,4,1,2,0,1,0,1,0,0,0,24.13
34,4,1,2,0,1,0,1,0,0,0,24.13
35,4,1,2,0,1,0,1,0,0,0,24.13
36,4,2,2,0,1,0,1,0,0,0,35.852
37,4,1,2,0,1,0,1,0,0,0,24.13
38,4,1,2,0,1,0,1,0,0,0,24.13
39,4,1,2,0,1,0,1,0,0,0,24.13
40,4,2,2,0,1,0,1,0,0,0,35.852
41,4,1,2,0,1,0,1,0,0,0,24.13
42,4,1,2,0,1,0,1,0,0,0,24.13
43,4,1,2,0,1,0,1,0,0,0,24.13
44,4,1,2,0,1,0,1,0,0,0,24.13
45,3,2,2,0,1,1,1,0,0,0,49.97
46,1,1,2,0,1,0,1,0,0,0,85.326
47,2,1,2,0,1,0,1,0,0,0,45.974
48,4,1,2,0,1,0,1,0,0,0,24.13
49,3,1,2,0,1,1,1,0,0,0,31.724
50,4,2,2,0,1,0,1,0,0,0,35.852
51,1,1,3,0,1,0,1,0,0,0,85.904
52,2,1,1,0,1,0,1,0,0,0,45.27
53,3,1,2,0,1,1,0,0,0,0,31.482
54,4,2,3,0,0,0,1,0,0,0,37.02
55,1,1,2,1,1,0,1,0,0,0,79.92
56,4,1,1,0,0,0,0,0,0,0,23.434
57,2,3,1,1,0,1,0,1,0,1,92.062
58,3,1,1,0,0,0,0,0,1,0,31.212
59,4,2,1,0,0,0,0,1,0,1,36.406
60,1,3,1,1,0,1,0,0,1,0,137.124
61,4,1,1,0,0,0,0,0,0,0,23.434
62,2,1,1,0,0,0,0,1,0,1,49.996
63,4,3,1,1,0,1,0,0,1,0,37.184
64,3,1,1,0,0,0,0,0,0,0,31.096
65,4,2,1,0,0,0,0,1,0,1,36.406
66,1,1,1,1,0,0,0,0,1,0,80.744
67,4,3,1,0,0,1,0,0,0,0,45.446
68,2,1,1,0,0,0,0,1,0,1,49.996
69,4,1,1,0,0,0,0,0,1,0,23.526
70,3,2,1,1,0,0,0,0,0,0,43.18
71,4,1,1,0,0,1,0,0,0,1,23.358
72,4,3,1,0,0,1,0,1,1,1,41.082
73,1,1,3,1,0,1,0,0,0,1,81.778
74,2,1,1,0,0,1,0,0,0,1,45.564
75,4,2,1,0,0,1,0,1,0,1,36.458
76,4,1,3,0,0,1,0,0,1,1,24.672
77,3,3,1,0,0,1,0,0,0,1,61.818
78,4,1,1,1,0,1,0,0,0,1,22.172
79,4,1,1,1,0,1,0,0,0,1,22.172
80,1,1,3,1,0,1,0,1,1,1,88.962
81,2,2,1,1,0,1,0,0,0,1,61.942
82,4,3,1,1,0,1,0,0,0,1,42.946
83,4,1,3,1,0,1,0,0,0,1,23.586
84,3,1,1,1,0,1,0,1,0,1,31.668
85,4,1,1,1,0,1,0,0,1,1,22.19
86,1,2,1,1,0,1,0,0,0,1,116.648
87,2,1,3,1,0,1,0,0,0,1,43.918
88,4,3,1,1,0,1,0,0,0,1,42.946
89,4,1,1,1,0,1,0,1,0,1,23.666
90,3,1,3,1,0,1,0,0,1,1,30.398
91,4,2,1,1,0,1,0,0,0,1,31.624
92,1,1,1,1,0,1,0,0,0,1,80.612
93,4,3,1,1,0,1,0,1,0,1,46.988
94,2,1,3,1,0,1,0,0,1,1,43.742
95,4,1,1,1,0,1,0,0,0,1,22.172
96,3,2,1,1,0,1,0,0,0,1,42.802
97,4,1,1,1,0,1,0,1,0,1,23.666
98,1,3,3,1,0,1,0,0,1,1,137.826
99,4,1,1,1,0,1,0,0,0,1,22.172
100,2,1,1,1,0,1,0,0,0,1,42.772
101,4,1,1,1,0,1,0,0,0,1,22.172
102,4,1,1,1,0,1,0,0,0,1,22.172
103,4,1,1,1,0,1,0,0,0,1,22.172
104,4,1,1,1,0,1,0,0,0,1,22.172
105,4,1,1,1,0,1,0,0,0,1,22.172
106,4,1,1,1,0,1,0,0,0,1,22.172
107,4,1,1,1,0,1,0,0,0,1,22.172
108,4,1,1,1,0,1,0,0,0,1,22.172
109,4,1,1,1,0,1,0,0,0,1,22.172
110,4,1,1,1,0,1,0,0,0,1,22.172
111,4,1,1,1,0,1,0,0,0,1,22.172
112,4,1,1,1,0,1,0,0,0,1,22.172
113,3,1,1,1,0,1,0,0,0,1,29.23
114,4,2,1,1,0,1,0,0,0,1,31.624
115,4,1,1,1,0,1,0,0,0,1,22.172
116,1,1,3,1,0,1,0,0,0,1,81.778
117,4,3,1,1,0,1,0,1,0,1,46.988
118,2,1,1,1,0,1,0,0,1,1,42.918
119,4,1,1,1,0,1,0,0,0,1,22.172
120,3,2,1,1,0,1,0,0,0,1,42.802
121,4,1,3,1,0,1,0,1,0,1,23.782
122,1,3,2,1,1,1,1,0,1,1,150.036
123,4,1,1,1,0,1,0,0,0,1,22.172
124,2,1,1,1,0,1,0,0,0,1,42.772
125,4,1,1,1,0,1,0,0,0,1,22.172
126,4,2,3,1,1,1,1,1,0,1,36.164
127,3,1,1,1,0,1,0,0,1,1,29.314
128,4,3,2,1,0,1,0,0,0,1,43.546
129,1,1,1,1,0,1,0,0,0,1,80.612
130,4,1,1,1,1,1,0,0,0,1,21.65
131,2,2,1,1,1,1,1,1,1,1,62.598
132,4,1,3,1,1,1,0,0,0,1,23.204
133,3,1,2,1,1,1,0,0,0,1,29.312
134,4,3,1,1,1,1,0,0,0,1,42.476
135,4,1,1,1,1,1,1,1,0,1,23.24
136,1,1,1,1,1,1,0,0,1,1,78.394
137,4,2,1,1,1,1,0,0,0,1,31.152
138,2,1,2,1,1,1,0,0,0,1,42.434
139,4,1,3,1,1,1,0,0,0,1,23.204
140,4,3,1,1,1,1,1,1,0,1,50.35
141,3,1,1,1,1,1,0,0,1,1,28.656
142,4,1,1,1,1,1,0,0,0,1,21.65
143,1,2,1,1,1,1,0,0,0,1,114.69
144,4,1,2,1,1,1,0,0,0,1,22.476
145,2,1,3,1,1,1,1,0,0,1,43.296
146,4,3,1,1,1,1,0,1,1,1,39.166
147,4,1,1,1,1,1,0,0,0,1,21.65
148,3,1,1,1,1,0,0,0,0,0,28.612
149,4,1,1,1,1,1,0,0,0,1,21.65
