Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,3,3,3,0,0,0,1,0,1,0,59.878
1,4,1,2,0,1,1,0,0,0,1,24.014
2,3,3,1,1,0,1,0,1,1,1,52.63
3,2,3,1,0,1,1,0,0,0,0,86.796
4,2,3,3,0,1,1,1,0,0,0,96.464
5,1,3,1,1,1,1,1,1,0,0,183.728
6,2,3,3,1,0,0,1,0,1,1,81.852
7,2,2,2,0,1,1,0,0,0,1,65.054
8,3,3,2,0,0,0,1,0,1,0,59.122
9,2,1,3,1,0,1,1,0,1,0,44.588
10,2,3,1,1,0,0,0,0,0,1,83.266
11,3,2,2,0,1,0,0,0,0,0,45.3
12,2,1,3,1,1,0,1,1,0,0,45.972
13,4,1,3,1,1,1,0,1,0,0,23.244
14,3,1,3,1,1,1,1,1,1,1,31.464
15,1,2,3,1,0,1,0,1,0,1,128.37
16,3,2,1,0,1,1,0,1,1,1,42.624
17,1,1,2,1,1,1,1,0,1,0,80.156
18,3,1,1,1,1,0,1,1,0,0,31.164
19,3,1,2,1,0,1,0,1,0,0,31.382
20,2,1,1,1,0,0,0,0,1,0,42.962
21,3,2,2,0,0,1,0,1,0,0,50.242
22,3,1,3,1,0,0,0,0,0,1,30.706
23,1,3,1,1,1,0,0,1,1,0,146.25
24,4,1,3,1,1,1,0,1,1,0,22.92
25,4,3,3,1,1,1,0,1,0,0,46.53
26,2,2,1,0,0,0,1,0,1,1,62.188
27,2,2,1,0,0,1,1,0,0,1,69.798
28,3,2,3,0,1,1,1,0,0,0,50.222
29,4,1,2,0,0,1,0,0,0,1,24.056
30,4,1,3,1,1,1,0,1,1,0,22.92
31,4,1,3,1,1,1,0,1,1,0,22.92
32,4,1,3,1,1,1,0,1,1,0,22.92
33,4,1,3,1,1,1,0,1,1,0,22.92
34,4,1,3,1,1,1,0,1,1,0,22.92
35,4,1,3,1,1,1,0,1,1,0,22.92
36,4,1,3,1,1,1,0,1,1,0,22.92
37,4,1,3,1,1,1,0,1,1,0,22.92
38,4,1,3,1,1,1,0,1,1,0,22.92
39,4,1,3,1,1,1,0,1,1,0,22.92
40,4,3,3,1,1,1,0,1,1,0,38.886
41,1,1,3,1,1,1,0,1,1,0,86.228
42,4,1,3,1,1,1,0,1,1,0,22.92
43,4,3,2,1,1,1,0,1,1,0,39.142
44,1,1,3,1,1,1,0,1,1,0,86.228
45,4,1,3,1,1,0,0,1,1,0,22.934
46,4,3,3,0,1,1,0,1,1,1,40.67
47,4,1,2,1,1,1,1,1,1,0,23.062
48,1,2,3,1,1,0,0,1,1,0,111.634
49,4,1,1,0,1,1,1,1,1,1,25.064
50,2,3,3,1,1,1,0,1,1,0,76.59
51,4,1,2,1,1,0,0,1,1,0,23.12
52,1,2,3,1,0,1,0,1,1,0,113.224
53,4,1,1,0,1,1,1,0,1,1,23.536
54,2,1,3,1,0,0,0,1,1,0,46.918
55,3,3,2,1,1,1,0,1,1,0,52.074
56,4,2,1,1,1,1,1,0,1,1,30.204
57,1,1,3,0,0,0,0,1,0,0,93.922
58,2,1,3,1,1,1,0,0,1,0,43.522
59,3,2,2,1,1,1,1,1,0,1,50.042
60,4,1,1,0,0,1,0,1,1,0,24.99
61,4,3,3,1,1,0,0,0,1,0,38.064
62,2,1,3,1,1,1,1,1,0,1,46.38
63,3,1,3,0,0,1,0,1,1,0,33.736
64,4,2,2,1,1,0,0,0,1,0,28.9
65,1,1,1,1,1,1,0,1,0,0,86.362
66,4,3,3,1,0,1,1,1,1,1,43.168
67,4,1,3,0,1,1,0,1,1,0,24.598
68,3,1,3,1,1,1,0,0,0,0,30.26
69,2,2,1,1,1,0,0,1,1,0,58.824
70,4,1,2,1,0,1,1,1,1,0,24.108
71,1,3,3,0,1,1,0,1,1,1,152.738
72,4,1,3,1,1,1,0,0,0,0,23.244
73,4,1,3,1,1,0,0,1,1,0,22.934
74,3,2,1,1,1,1,0,1,1,0,40.134
75,2,1,3,0,0,1,1,1,0,1,50.454
76,4,1,2,1,1,1,0,0,1,0,22.854
77,4,3,2,1,1,1,0,0,1,0,37.616
78,1,1,2,1,1,0,0,0,1,0,78.9
79,4,1,2,1,0,1,0,0,1,0,23.096
80,3,2,2,0,1,1,1,0,0,1,49.88
81,4,1,2,1,1,1,0,0,1,0,22.854
82,4,3,2,1,1,0,0,0,1,0,37.484
83,2,1,2,1,1,1,0,0,1,0,42.708
84,1,1,2,1,0,1,1,0,1,1,82.224
85,4,1,2,0,1,1,0,0,0,0,24.032
86,4,2,2,1,1,0,0,0,1,0,28.9
87,3,1,2,1,1,1,0,0,1,0,29.288
