Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,3,1,0,1,1,50,1024,8,38081.2
1,4,0,0,1,1,90,8,10,416833.8
2,3,1,0,0,1,100,64,4,12221.0
3,5,0,0,0,0,50,32,8,121173.0
4,4,1,0,0,1,70,8,8,48671.6
5,2,0,1,1,0,20,1024,2,17673.4
6,4,0,0,1,1,30,8,0,35831.8
7,4,0,1,0,1,40,4,10,159895.0
8,5,0,1,0,0,40,4,4,9220.8
9,3,0,1,1,1,20,1024,2,12137.8
10,3,1,0,0,0,70,8,2,12288.4
11,2,0,0,1,0,80,2,4,13360.2
12,4,1,0,1,0,30,8,4,43413.0
13,2,0,0,1,0,40,16,2,17663.4
14,4,0,0,0,1,30,128,8,41096.2
15,1,1,1,0,0,100,2,2,17647.8
16,3,1,0,0,0,60,256,2,12162.8
17,2,0,0,0,1,50,32,4,4662.8
18,1,0,0,0,0,100,2,0,17669.0
19,3,1,1,0,1,20,4,8,37582.8
20,2,1,1,1,1,40,4096,8,103085.2
21,1,0,1,1,0,100,2048,2,17761.0
22,2,1,0,0,0,70,512,8,100515.8
23,2,1,1,1,0,60,16,10,105464.6
24,4,0,0,1,0,100,2,4,43406.8
25,5,0,1,1,1,20,4,4,9117.8
26,5,1,0,0,1,10,2,0,9154.6
27,3,1,0,0,1,100,128,6,10593.2
28,1,1,0,1,0,40,2,0,17763.0
29,1,1,1,0,1,40,16,6,84842.2
30,5,0,1,1,1,0,32,4,9328.8
31,5,0,1,1,1,50,1,4,9193.0
32,5,0,1,1,1,90,32,4,9142.2
33,5,0,1,0,1,50,64,4,9175.4
34,2,0,1,1,1,50,32,6,91868.6
35,5,0,0,0,1,20,4096,4,9220.8
36,2,0,1,1,1,80,4,10,113942.2
37,5,0,0,0,1,10,1,4,9136.0
38,2,0,1,1,1,0,512,4,18476.4
39,5,0,0,0,1,90,2048,10,301351.0
40,2,0,1,1,1,20,256,4,12030.6
41,5,0,0,0,1,50,4,6,47422.4
42,2,0,1,1,1,20,1024,4,12066.4
43,4,0,0,0,1,50,32,4,13134.6
44,5,0,1,1,1,80,64,0,9175.4
45,3,0,0,0,1,70,4,10,46676.8
46,2,0,0,1,1,30,32,4,11958.4
47,4,0,1,0,1,60,128,4,12981.2
48,1,0,0,0,1,20,8,8,86520.0
49,2,0,1,1,1,10,1024,6,93629.8
50,3,0,0,0,1,0,256,2,15998.8
51,5,0,1,1,1,90,4,0,9237.2
52,4,0,0,0,1,50,4096,4,13081.4
53,2,0,1,1,0,20,2048,10,103625.6
54,1,0,0,0,1,30,512,8,101005.0
55,3,1,0,1,1,70,1,2,14289.0
56,5,0,1,0,0,60,32,4,9310.8
57,2,1,0,1,1,80,4,0,17608.8
58,4,0,1,0,0,50,64,4,13045.0
59,1,0,0,1,1,20,16,8,105338.4
60,5,1,1,0,1,10,8,6,47381.0
61,2,0,0,1,0,0,128,2,17850.8
62,3,0,1,0,1,50,32,4,12283.8
63,5,1,0,1,1,90,1024,10,303458.4
64,2,0,1,0,0,40,4,4,11951.6
65,1,0,1,1,1,100,4096,0,17822.8
66,4,1,0,0,1,20,256,4,13812.4
