Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,4,10,2,1000000,1,1,1000,1000,512,10000,2,0,8.808539631420086e-06
1,2,10,2,1000000,1,1,1000,1000,1024,10000,2,29,0.00045843684835420736
2,2,10,2,10,1,1,1000,1000,512,100,2,29,3.466081195463702e-06
3,2,10,2,1000000,10,1,1,10,512,10000,5,29,5.280680428911585e-06
4,2,1,4,1000000,1,1,1,1000,512,100,2,29,7.861035768335638e-06
5,4,10,2,1000000,1,1,1000,1000,1024,100,2,0,1.1791540676199209e-05
6,2,10,4,10,10,1,1000,10,512,100,5,29,0.3382335335752115
7,2,10,4,1000000,1,0,1,10,1024,100,5,29,0.0009947712967914356
8,4,10,4,1000000,10,1,1000,1000,512,10000,2,29,1.7974459707907728e-05
9,4,1,4,1000000,1,1,1000,1000,1024,100,5,29,1.3110426266049298e-05
10,2,10,4,1000000,10,0,1,10,1024,10000,2,0,3.69879949438678e-05
11,2,1,2,10,1,0,1000,10,512,100,2,29,0.8262917512614226
12,4,10,4,10,10,1,1000,1000,512,10000,2,0,0.3820464877531549
13,2,10,4,1000000,10,0,1000,10,512,10000,2,0,1.8596164143959637e-05
14,4,10,4,1000000,1,1,1000,10,1024,10000,2,0,7.764854845247022e-06
15,2,1,4,10,1,1,1000,1000,512,10000,5,0,0.3803568529191814
16,2,10,4,10,1,0,1000,1000,1024,10000,5,29,0.30204566584570075
17,2,10,4,10,10,0,1000,10,512,100,5,0,0.32204747243912296
18,2,10,4,1000000,1,0,1000,10,1024,10000,5,0,1.317360519929501e-05
19,4,10,2,1000000,10,1,1000,1000,1024,10000,5,0,1.5179822160431527e-05
20,4,10,2,1000000,1,1,1,1000,1024,100,2,0,4.995581534148534e-06
21,4,1,4,10,1,0,1000,1000,512,100,2,29,3.029390035810712e-05
