Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,97846.0
1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,82326.4
2,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,73713.2
3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,67928.8
4,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,85677.6
5,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,76136.4
6,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,81493.2
7,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,82727.2
8,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,68669.6
9,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,76528.4
10,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,68288.4
11,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,95001.4
12,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,76394.2
13,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,75281.4
14,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,72491.2
15,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,76921.6
16,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,68223.4
17,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,73920.2
18,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,96488.6
19,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,64855.2
20,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,90329.8
21,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,67874.4
22,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,89315.8
23,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,79274.4
24,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,74785.2
25,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
26,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,62490.2
27,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,87038.8
28,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,80414.6
29,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,83578.8
30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,61187.8
31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,61187.8
32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,61187.8
33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,61187.8
34,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,62000.2
35,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,57464.2
36,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55536.8
37,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55536.8
38,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55536.8
39,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55536.8
40,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
41,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
42,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
43,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
44,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,59517.2
45,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
46,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,57493.4
47,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,59517.2
48,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,57493.4
49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,55732.8
50,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,68851.4
51,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,60127.8
52,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,62847.2
53,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,81139.4
54,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58770.6
55,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,68801.8
56,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,81783.2
57,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,64520.4
58,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,76586.4
59,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,66839.0
60,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,65754.6
61,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,86673.4
62,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56894.0
63,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,59779.0
64,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,94892.0
65,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,57241.2
66,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,61564.4
67,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,69452.4
68,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,78562.2
69,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,63928.8
70,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,58167.6
71,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,77322.4
72,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,66056.8
73,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,62626.2
74,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,58541.8
75,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,67808.4
76,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,76778.6
77,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,63962.2
78,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,60057.8
79,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,63966.2
80,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,76661.4
81,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,66890.0
82,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,60290.4
83,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58770.6
84,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,69255.0
85,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,80108.0
86,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,57224.0
87,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,59611.6
88,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,65354.8
89,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,85250.6
90,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56797.8
91,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
92,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,65354.8
93,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,85250.6
94,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56797.8
95,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
96,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,69911.8
97,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,81459.8
98,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56797.8
99,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
100,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,65354.8
101,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
102,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
103,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
104,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
105,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
106,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
107,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
108,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
109,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
110,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
111,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
112,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
113,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
114,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55451.6
115,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,59517.2
116,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,79321.0
117,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,59004.4
118,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
119,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,61958.2
120,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,89897.4
121,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,56735.0
122,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,57269.6
123,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,59707.4
124,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,83273.8
125,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,68048.8
126,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,56894.0
127,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
128,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,65354.8
129,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,84337.6
130,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,56735.0
131,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,57061.0
132,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,58220.8
133,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,65354.8
134,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,84337.6
135,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,56605.2
136,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54233.0
137,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
138,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,63410.6
139,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,72245.2
140,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,67250.2
141,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,56901.6
142,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
143,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,63410.6
144,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,58096.6
145,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,79968.0
146,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56812.0
147,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
148,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,60120.6
149,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,57036.8
150,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,81536.0
151,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56865.2
152,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,57720.4
153,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,63453.0
154,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,57036.8
155,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,81536.0
156,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56865.2
157,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54233.0
158,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58174.2
159,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,63410.6
160,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,72245.2
161,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,65516.4
162,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,59096.8
