Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,5,1,0,1,1,0,2048,2,9198.8
1,4,0,0,1,1,70,4,2,35820.0
2,3,1,1,1,1,20,8,8,37559.0
3,2,0,0,0,0,30,32,10,98581.8
4,5,1,0,1,0,100,2,0,9156.4
5,5,0,1,1,1,50,32,4,9097.4
6,3,0,1,1,1,60,4096,10,48454.2
7,2,0,1,0,0,70,256,6,85021.8
8,5,1,0,1,0,60,1,8,121062.0
9,1,1,1,1,1,10,512,2,17792.2
10,4,0,0,1,1,0,2,10,421224.8
11,4,0,0,1,1,0,32,2,35431.6
12,2,1,1,1,1,20,128,10,103599.0
13,3,0,1,0,0,90,8,2,12517.4
14,3,1,1,1,1,40,128,4,11992.6
15,1,0,1,1,0,70,8,2,17752.8
16,1,1,0,1,0,60,64,4,11800.0
17,2,0,1,0,0,10,32,8,98385.4
18,1,1,0,1,0,90,8,6,98707.0
19,1,1,0,0,1,20,2048,0,17767.0
20,5,0,0,0,1,80,4,6,47519.0
21,3,0,0,1,1,60,512,6,10567.4
22,4,0,1,1,0,80,8,8,124649.6
23,4,1,1,1,1,70,4,6,48870.0
24,5,0,0,1,0,100,4096,4,9294.4
25,3,1,1,0,1,80,64,2,12149.8
26,4,0,1,0,0,40,4096,0,8983.4
27,1,0,0,1,1,50,1,10,125699.6
28,2,0,0,1,0,10,512,0,17672.4
29,2,0,0,0,0,100,128,6,88758.6
30,5,0,1,0,0,40,16,0,9167.2
31,4,0,1,0,1,50,1024,4,13162.4
32,5,0,1,0,0,50,4096,0,9207.6
33,4,0,1,0,1,40,32,4,13249.4
34,5,0,1,0,0,30,4096,0,9113.8
35,4,0,1,0,1,40,256,4,13094.0
36,5,0,1,0,0,50,16,0,9159.6
37,4,0,1,0,1,30,1024,4,13154.0
38,5,0,1,0,0,50,2048,0,9192.2
39,4,0,1,1,1,40,32,8,124628.6
40,5,0,1,0,0,0,2,4,9242.8
41,4,0,1,1,1,90,4096,0,35668.2
42,5,0,1,1,1,20,256,10,301462.6
43,3,0,1,0,0,40,32,4,12093.8
44,4,1,1,1,1,50,1,8,124299.4
