Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,2,3,2,1,1,1,0,1,1,1,76.862
1,3,1,1,1,1,0,0,0,1,1,28.428
2,2,3,3,1,0,1,1,1,1,1,84.858
3,1,1,3,1,1,1,1,0,1,1,80.502
4,4,1,3,0,0,0,0,0,1,0,25.014
5,1,1,3,0,0,1,1,0,1,0,87.562
6,1,1,2,0,1,1,0,0,1,1,84.78
7,3,1,3,1,1,0,1,1,0,0,31.396
8,1,1,1,1,1,1,0,0,0,0,78.416
9,2,3,3,0,0,1,1,0,1,1,84.166
10,4,2,2,0,1,0,1,0,1,0,32.272
11,2,2,3,1,1,1,1,1,0,1,70.884
12,1,2,3,0,0,0,0,0,0,0,123.562
13,3,2,1,1,0,1,1,1,0,1,51.058
14,2,1,3,1,1,0,0,0,1,0,42.758
15,3,2,2,1,1,0,1,1,0,1,50.172
16,3,2,1,1,0,0,1,0,1,1,41.444
17,2,3,3,0,1,1,1,1,1,0,87.552
18,3,1,2,0,1,1,0,0,0,0,31.482
19,1,2,2,1,1,1,0,1,0,0,126.148
20,1,1,1,1,0,1,1,0,0,1,81.904
21,3,1,2,1,0,0,1,0,1,1,30.366
22,3,3,1,1,1,1,0,0,1,0,49.008
23,2,1,2,1,0,1,1,1,0,1,47.66
24,3,2,3,0,1,0,1,0,0,0,50.162
25,1,2,2,1,0,0,1,1,1,0,118.986
26,4,2,2,0,1,0,1,1,1,1,33.622
27,1,1,2,0,1,1,0,1,1,1,93.264
28,2,1,3,1,0,0,1,0,1,0,44.536
29,1,2,2,1,1,1,0,1,0,1,126.804
30,4,1,1,0,0,0,0,0,1,0,23.526
31,4,1,1,0,0,0,0,0,1,0,23.526
32,4,3,1,0,0,0,0,0,1,0,38.84
33,4,1,1,0,0,0,0,0,1,0,23.526
34,4,1,1,0,0,0,0,0,1,0,23.526
35,4,1,1,0,0,0,0,0,1,0,23.526
36,4,1,1,0,0,0,0,0,1,0,23.526
37,4,3,1,0,0,0,0,0,1,0,38.84
38,4,1,1,0,0,0,0,0,1,0,23.526
39,4,1,1,0,0,0,0,0,1,0,23.526
40,4,1,1,0,0,0,0,0,1,0,23.526
41,4,3,1,0,0,0,0,0,1,0,38.84
42,4,1,1,0,0,0,0,0,1,0,23.526
43,4,1,1,0,0,0,0,0,1,0,23.526
44,4,1,1,0,0,0,0,0,1,0,23.526
45,4,1,1,0,0,0,0,0,1,0,23.526
46,4,3,1,0,0,0,0,0,1,0,38.84
47,2,1,1,0,0,0,0,0,1,0,45.504
48,4,1,1,0,0,0,0,0,1,0,23.526
49,4,3,3,0,0,0,0,0,1,0,39.87
50,2,1,1,0,0,0,0,0,0,0,45.368
51,4,1,1,0,0,0,0,1,1,0,24.868
52,3,1,3,0,0,0,0,0,1,0,32.4
53,4,3,1,0,0,0,0,0,0,1,45.34
54,1,1,1,0,0,1,0,1,1,0,94.09
55,2,1,3,0,0,0,0,0,1,1,46.576
56,3,2,1,0,1,1,0,0,0,0,45.002
57,4,1,1,0,0,0,0,1,1,0,24.868
58,1,3,2,1,0,0,1,0,1,1,151.686
59,4,2,3,0,1,1,0,0,0,0,34.49
60,2,1,1,1,0,0,1,1,1,0,47.338
61,3,1,2,0,1,0,0,0,1,1,31.186
62,1,2,1,0,0,1,0,0,0,0,122.898
63,4,1,3,1,0,0,1,1,1,0,23.65
64,4,3,2,0,1,0,0,0,1,1,39.148
65,3,1,1,0,0,1,0,0,0,0,31.414
66,2,2,1,1,0,0,1,0,1,0,59.58
67,4,1,3,0,1,0,0,1,1,0,24.836
68,1,1,1,0,0,0,0,0,1,1,85.566
69,4,3,2,1,0,1,1,0,0,0,47.796
70,3,1,1,0,0,0,0,0,1,0,31.212
71,4,2,1,0,1,0,0,1,1,1,31.78
72,2,1,2,0,0,1,1,0,1,0,46.874
73,4,1,1,1,0,0,0,0,0,0,22.312
74,1,1,3,1,0,0,0,0,0,0,81.656
75,4,2,1,1,1,0,0,1,0,0,33.762
76,4,3,1,1,0,0,1,0,0,1,47.086
77,3,1,2,1,0,1,0,0,0,0,30.262
78,4,1,1,1,0,0,0,0,0,0,22.312
79,2,1,1,1,1,0,0,1,0,0,45.512
80,4,2,3,1,0,0,1,0,0,1,34.906
81,1,1,1,1,0,1,0,0,0,0,80.57
82,4,3,1,1,0,0,0,0,0,0,42.776
83,4,1,2,1,0,0,0,0,0,0,22.874
84,3,1,1,1,1,0,0,1,0,0,30.764
85,4,1,3,1,0,0,1,0,0,1,24.194
86,2,3,1,1,0,1,0,0,0,0,83.836
87,1,2,1,1,0,0,0,0,0,0,115.818
88,4,1,2,1,1,0,0,1,0,0,22.78
