Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
119,0,0,1,0,0,64,32,256,46179.999980566834
120,0,1,0,0,0,256,2,256,46439.99995752279
121,0,1,0,0,0,128,2,256,46022.799975910784
122,0,1,0,0,0,128,2,1024,46240.79997648897
123,0,1,0,1,0,128,8,256,46439.60000926188
124,1,0,1,0,0,128,2,4096,138294.4000124746
125,0,1,0,0,0,64,32,256,46122.19998222067
126,0,1,0,0,0,256,2,256,46439.99996088874
127,0,1,0,0,0,128,2,256,46022.79999283059
128,0,1,0,1,0,128,2,256,46584.800008576254
129,0,1,0,0,0,128,2,1024,46240.8000026693
130,1,0,1,0,0,128,8,256,131236.59999470046
131,0,1,0,0,0,128,2,4096,46368.80000574126
132,0,1,0,0,0,64,32,256,46122.200035477654
133,0,1,0,0,1,256,2,256,46288.5999950434
134,0,1,0,1,0,128,2,256,46584.80002860089
135,0,0,0,0,0,128,2,1024,46169.20000842876
136,1,1,1,0,0,128,2,256,136797.80003273144
137,0,1,0,0,0,128,8,256,46317.99998544137
138,0,1,0,0,1,128,2,4096,46277.60004254249
139,0,1,0,0,0,64,32,256,46122.20001137589
140,0,1,0,1,0,256,2,256,46594.399978741436
141,0,0,0,0,0,128,2,256,46236.79998213943
142,1,1,1,0,0,128,2,256,136797.80000595291
143,0,1,0,0,1,128,2,1024,46099.39999003579
144,0,1,0,0,0,128,8,256,46318.00001380403
145,0,1,0,0,0,128,2,4096,46368.80001707623
146,0,1,0,1,0,128,32,256,47358.99996742819
147,0,1,0,0,0,64,2,256,46500.39998777279
148,1,0,1,0,0,256,2,256,136837.79997103655
149,0,1,0,0,1,128,2,256,47040.200018824995
150,0,1,0,0,0,128,2,1024,46240.79998973531
151,0,1,0,0,0,128,8,256,46317.99999521802
152,0,1,0,0,0,128,2,4096,46368.79999796125
153,0,1,0,1,0,128,32,256,47358.9999906943
154,1,0,1,0,0,64,2,256,136890.40001125968
155,0,1,0,0,1,256,2,256,46288.59997760582
156,0,1,0,0,0,128,2,256,46022.79997663533
157,0,1,0,0,0,128,2,1024,46240.80000417451
158,0,1,0,0,0,128,8,256,46318.00001633196
159,0,1,0,1,0,128,2,256,46584.7999977336
160,1,0,1,0,0,128,32,4096,137057.4000125882
161,0,1,0,0,1,64,2,256,46143.199970219124
162,0,1,0,0,0,256,2,256,46439.99998475495
163,0,1,0,0,0,128,2,256,46022.80001367838
164,0,1,0,0,0,128,2,1024,46240.79999362787
165,0,1,0,1,0,128,8,256,46439.60000863818
166,1,0,1,0,0,128,2,256,135048.60000199568
167,0,1,0,0,1,128,32,4096,46213.59997149558
168,0,1,0,0,0,64,2,256,46500.3999616515
169,0,1,0,0,0,256,2,256,46440.00001972793
170,0,1,0,0,0,128,2,256,46022.79997680443
171,0,1,0,1,0,128,2,1024,46599.39999885119
172,1,0,0,0,0,128,8,256,133984.79998160386
173,0,1,1,0,1,128,2,256,46285.59999204395
174,0,1,0,0,0,128,32,4096,46197.800008736594
175,0,1,0,0,0,64,2,256,46500.39999603965
176,0,1,0,0,0,256,2,256,46440.000006709146
177,0,1,0,1,0,128,2,256,46584.799984453544
178,0,1,0,0,0,128,2,256,46022.79997170578
179,0,1,0,0,0,128,2,256,46022.799970894266
180,0,1,0,0,0,128,2,256,46022.80002088699
181,0,1,0,0,0,128,2,256,46022.799972811845
182,0,1,0,0,0,128,2,256,46022.7999862898
183,0,1,0,0,0,128,2,256,46022.799977841925
184,0,1,0,0,0,128,2,256,46022.80002025858
185,0,1,0,0,0,128,2,256,46022.800018140006
186,0,1,0,0,0,128,2,256,46022.800006658494
187,0,1,0,0,0,128,2,256,46022.80003081802
188,0,1,0,0,0,128,2,256,46022.80002552392
189,0,1,0,0,0,128,2,256,46022.8000141299
190,0,1,0,0,0,128,2,256,46022.80002251245
191,0,1,0,0,0,128,2,256,46022.799994424604
192,0,1,0,0,0,128,2,256,46022.80003173616
193,0,1,0,0,0,128,2,1024,46240.80000146585
194,0,1,0,0,0,128,8,256,46317.99998426942
195,1,0,1,0,0,128,2,256,135048.59997285283
196,0,1,0,0,1,128,32,4096,46213.599943574896
197,0,1,0,0,0,64,2,256,46500.40001711477
198,0,1,0,0,0,256,2,256,46439.99997590617
199,0,1,0,0,0,128,2,256,46022.79995593874
200,0,1,0,1,0,128,2,1024,46599.40000834169
201,0,0,0,0,0,128,2,256,46236.80000995753
202,1,1,1,0,0,128,8,256,131126.79994594964
203,0,1,0,0,1,128,2,4096,46277.6000069189
204,0,1,0,0,0,128,32,256,46158.400008324206
205,0,1,0,0,0,64,2,256,46500.39997160004
206,0,1,0,0,0,256,2,256,46439.99999372127
207,0,1,0,1,0,128,2,256,46584.800035395274
208,1,0,0,0,0,128,2,1024,131467.99999050662
209,0,1,1,0,1,128,2,256,46285.59998145809
210,0,1,0,0,0,128,8,256,46317.99995453651
211,0,1,0,0,0,128,2,4096,46368.80002326142
212,0,1,0,0,0,64,32,256,46122.1999801877
213,0,1,0,1,0,256,2,256,46594.40001836945
214,0,1,0,0,0,128,2,256,46022.80002810064
215,1,0,0,0,0,128,2,256,133624.80004957915
216,0,1,1,0,1,128,2,1024,46282.60001678251
217,0,1,0,0,0,128,2,256,46022.79998089981
218,0,1,0,0,0,128,8,256,46318.00000408392
219,0,1,0,0,0,128,2,256,46022.79997348504
220,0,1,0,0,0,128,32,4096,46197.80002009304
221,0,1,0,1,0,64,2,256,46355.39999409829
222,0,0,0,0,0,256,2,256,46207.600031299764
223,1,1,1,0,0,128,2,256,136797.79998084443
224,0,1,0,0,1,128,2,256,47040.19999208854
225,0,1,0,0,0,128,2,1024,46240.79997050188
226,0,1,0,0,0,128,8,256,46318.00000363331
227,0,1,0,0,0,128,2,256,46022.80004615764
228,0,1,0,1,0,128,32,4096,46189.99998572635
229,0,1,0,0,0,64,2,256,46500.400027734424
230,1,0,1,0,0,256,2,256,136837.79998089428
231,0,1,0,0,1,128,2,256,47040.2000130718
232,0,1,0,0,0,128,2,256,46022.79998536459
233,0,1,0,0,0,128,2,1024,46240.79998917518
234,0,1,0,0,0,128,8,256,46317.99997543059
235,0,1,0,1,0,128,2,256,46584.799968360596
236,0,1,0,0,0,128,2,4096,46368.80001365188
237,1,0,1,0,0,64,32,256,137127.0000397817
238,0,1,0,0,1,256,2,256,46288.60004138159
239,0,1,0,0,0,128,2,256,46022.800014671826
240,0,1,0,0,0,128,2,256,46022.799981554694
241,0,1,0,0,0,128,2,1024,46240.80000469122
242,0,1,0,1,0,128,8,256,46439.60003845949
243,0,1,0,0,0,128,2,256,46022.7999801157
244,1,0,1,0,0,128,2,4096,138294.4000373127
245,0,1,0,0,1,64,32,256,46155.199965942746
246,0,1,0,0,0,256,2,256,46439.999998001265
247,0,1,0,0,0,128,2,256,46022.800030495426
248,0,1,0,0,0,128,2,256,46022.800006253834
249,0,1,0,1,0,128,2,1024,46599.39998257527
250,0,1,0,0,0,128,8,256,46317.99997876362
251,1,0,1,0,0,128,2,256,135048.5999980217
252,0,1,0,0,1,128,2,4096,46277.60002479978
253,0,1,0,0,0,64,32,256,46122.20002031246
254,0,1,0,0,0,256,2,256,46439.99999413934
255,0,1,0,0,0,128,2,256,46022.80000238546
256,0,1,0,1,0,128,2,256,46584.799992082524
257,0,1,0,0,0,128,2,1024,46240.80004051053
258,1,0,0,0,0,128,2,256,133624.79998910226
259,0,1,1,0,1,128,8,256,46212.400016885214
260,0,1,0,0,0,128,2,4096,46368.79999251935
261,0,1,0,0,0,64,32,256,46122.19995683007
262,0,1,0,0,0,128,2,256,46022.79999885142
263,0,1,0,1,0,256,2,256,46594.400050444434
264,0,1,0,0,0,128,2,256,46022.79997476154
265,1,0,0,0,0,128,2,1024,131467.99996733593
266,0,1,1,0,1,128,2,256,46285.59995001067
267,0,1,0,0,0,128,8,256,46317.99997208502
268,0,1,0,0,0,128,2,4096,46368.79998526531
269,0,1,0,0,0,64,32,256,46122.20002142878
270,0,1,0,1,0,128,2,256,46584.8000045817
271,0,1,0,0,0,256,2,256,46440.00001335011
272,1,0,0,0,0,128,2,256,133624.80001822548
273,0,1,1,0,1,128,2,1024,46282.59998169548
274,0,1,0,0,0,128,2,256,46022.80001555105
275,0,1,0,0,0,128,8,256,46318.000020284286
276,0,1,0,0,0,128,2,4096,46368.79998897556
277,0,1,0,1,0,64,32,256,46885.999981474684
278,0,1,0,0,0,128,2,256,46022.80000752512
279,0,1,0,0,0,128,2,256,46022.79997047153
280,0,1,0,0,0,128,2,256,46022.80000498176
281,0,1,0,0,0,128,2,256,46022.8000210206
282,0,1,0,0,0,128,2,256,46022.800014731605
283,0,1,0,0,0,128,2,256,46022.7999879136
284,0,1,0,0,0,128,2,256,46022.79999141325
285,0,1,0,0,0,128,2,256,46022.79998343187
286,0,1,0,0,0,128,2,256,46022.80000511095
287,0,1,0,0,0,128,2,256,46022.80002047394
288,0,1,0,0,0,128,2,256,46022.80001282589
289,0,1,0,0,0,128,2,256,46022.800017104426
290,0,1,0,0,0,128,2,256,46022.79997119426
291,0,1,0,0,0,128,2,256,46022.79997668545
292,0,1,0,0,0,128,2,256,46022.80001017753
293,0,1,0,0,0,128,2,256,46022.80001055128
294,0,1,0,0,0,128,2,256,46022.80001360979
295,0,1,0,0,0,128,2,256,46022.79998324571
296,0,1,0,0,0,128,2,256,46022.80002131623
297,0,1,0,0,0,128,2,256,46022.79997638734
298,0,1,0,0,0,256,2,256,46439.999997961386
299,0,1,0,0,0,128,2,256,46022.79998925758
