Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,0,0,256,8,4096,136698.19997895585
1,1,1,0,1,1,64,2,1024,128299.59999451172
2,0,1,0,1,0,128,32,1024,47239.79998913336
3,0,1,1,1,0,128,8,4096,46599.799973581634
4,1,0,0,1,0,64,32,256,130240.8000161703
5,0,1,1,1,1,64,2,1024,46855.99999644874
6,0,1,1,1,0,256,2,1024,46750.80001822489
7,1,1,0,1,0,256,8,256,133679.6000313366
8,0,0,0,0,0,256,2,4096,46166.99998836229
9,0,0,0,0,1,128,2,1024,46113.19997417857
10,0,0,0,0,0,64,8,4096,46284.999983100184
11,0,1,1,1,1,256,32,1024,46796.2000100095
12,0,0,1,0,1,128,8,1024,46365.00002581696
13,1,1,0,0,0,64,2,4096,130337.20002501234
14,1,1,0,1,0,256,2,4096,129499.40002142191
15,1,0,1,1,0,64,8,256,141618.40000236992
16,1,1,0,0,1,128,2,256,136842.20002144206
17,0,0,0,1,0,256,2,1024,46554.59998238747
18,1,1,0,0,1,64,8,1024,134931.79999484014
19,0,0,1,0,0,128,32,256,46078.799993346925
20,1,0,1,1,1,256,32,1024,139302.20004694437
21,1,1,0,1,0,256,32,256,134325.40001754038
22,1,1,1,0,0,64,32,256,136657.4000064349
23,1,1,1,1,0,64,2,1024,125822.19996033298
24,0,0,1,1,0,256,2,256,46610.20000112892
25,1,1,1,1,1,64,2,256,128684.59998128009
26,1,1,0,1,1,64,8,1024,125966.20000236688
27,1,1,0,0,1,256,2,4096,132262.20002731466
28,1,0,0,1,1,64,2,1024,133912.80002198365
29,1,1,0,0,1,256,2,256,135921.9999979337
30,1,1,0,1,0,256,2,1024,133595.40004015114
31,1,1,1,0,0,256,32,1024,132806.80000857153
32,0,1,1,0,1,128,32,4096,46577.59999984329
33,0,1,1,0,1,256,8,256,47092.00000395063
34,0,0,0,1,0,256,2,1024,46554.60001636634
35,1,1,0,0,0,256,8,4096,133344.20001194248
36,0,1,1,1,1,128,2,256,46463.1999840775
37,0,1,1,0,1,128,8,4096,46460.799986437036
38,0,0,1,1,0,256,32,4096,47277.99998913039
39,1,0,1,1,0,256,8,4096,135527.79999342613
40,1,0,0,0,1,256,32,256,135823.19997466207
41,0,1,0,1,0,64,8,1024,46348.80000318812
42,1,1,1,0,0,256,2,256,129738.20000101633
43,1,1,0,1,1,128,8,1024,129166.20000740781
44,0,1,0,0,0,128,32,4096,46197.800006022386
45,0,1,1,1,0,256,2,4096,46688.000037243895
46,0,1,0,1,1,128,32,4096,46394.00000908514
47,0,0,1,0,1,128,2,4096,46359.4000155904
48,0,0,0,1,1,64,2,4096,46482.00004096445
49,1,0,0,0,1,256,8,4096,131261.200031917
50,1,0,1,0,1,256,8,256,134101.99998009103
51,1,1,1,0,0,64,8,256,130526.79998783818
52,0,1,1,1,0,64,8,4096,46771.00000355995
53,0,0,0,0,0,256,32,256,46275.00001040764
54,0,1,0,0,0,256,32,256,46177.999974991384
55,1,0,1,0,0,128,8,1024,130577.99997179292
56,1,1,1,0,0,256,2,4096,131836.00004288266
57,1,0,0,1,0,256,32,4096,133534.20001093758
58,1,0,0,0,0,64,2,256,136455.79998627477
59,1,0,1,1,0,128,2,1024,140841.999993002
60,0,0,0,0,0,128,2,1024,46169.199998233504
61,0,0,0,0,0,128,32,1024,46582.199998817
62,0,0,0,0,1,128,2,1024,46113.19999449195
63,0,0,0,0,1,128,2,1024,46113.19997118552
64,0,0,0,0,1,128,2,1024,46113.20000847991
65,0,0,0,0,1,128,32,1024,46299.19998174807
66,0,0,0,0,1,128,2,1024,46113.199999015014
67,0,0,0,0,1,128,32,1024,46299.20002980395
68,0,0,0,0,1,128,2,1024,46113.19998907992
69,0,0,0,0,1,128,2,1024,46113.19995302202
70,0,0,0,0,1,128,2,1024,46113.200004655475
71,0,0,0,0,1,128,32,256,46035.00000526164
72,0,0,1,0,1,128,32,256,46260.19998078667
73,0,0,0,0,1,128,32,256,46035.00001149228
74,0,0,1,0,1,128,32,256,46260.20002508822
75,0,0,0,0,1,128,32,256,46034.99997128507
76,0,0,0,0,1,128,32,256,46034.99999131322
77,0,0,0,0,1,128,32,256,46034.99999313734
78,0,0,0,0,1,128,32,256,46034.999995815415
79,0,0,0,0,1,128,32,256,46035.00000748879
80,0,0,0,0,1,128,32,256,46034.99999387754
81,0,0,0,0,1,128,32,256,46034.999981899644
82,0,0,0,0,1,128,32,256,46034.999976505605
83,0,0,0,0,1,128,32,256,46035.00000414811
84,0,0,0,0,1,128,32,256,46035.00003848006
85,0,0,0,0,1,128,32,256,46035.00001589646
86,0,0,0,0,1,128,32,256,46034.99997714792
87,0,0,0,0,1,128,32,256,46035.00002951831
88,0,0,0,0,1,128,32,256,46035.00001028814
89,0,0,0,0,1,64,32,256,46295.40003943797
90,0,0,0,0,1,128,32,256,46034.99997601416
91,0,0,0,0,1,128,32,256,46034.99994898671
92,0,0,0,0,1,128,32,256,46034.99997001282
93,0,0,0,0,1,64,32,256,46295.400025244235
94,0,0,0,0,1,128,32,256,46034.99998186637
95,0,0,0,0,1,128,32,256,46035.00002153879
96,0,0,0,0,1,128,32,256,46034.999996604754
97,0,0,0,0,1,64,32,256,46295.39998022071
98,0,0,0,0,1,128,32,256,46035.000000244894
99,0,0,0,0,1,128,32,256,46035.00000397197
100,0,0,0,0,1,128,32,256,46035.00000473451
101,0,0,0,0,1,128,32,256,46034.99999951913
102,0,0,0,0,1,128,32,256,46034.99998334794
103,0,0,0,0,1,128,32,256,46034.99996004517
104,0,0,0,0,1,128,32,256,46035.00002794592
105,0,0,0,0,1,128,32,256,46035.000008532996
106,0,0,0,0,1,128,32,256,46034.99996689172
107,0,0,0,0,1,128,32,256,46035.00000123665
108,0,0,0,0,1,128,8,256,46184.20000375881
109,0,0,0,0,1,128,32,256,46035.00003138122
110,0,0,0,0,1,128,32,256,46034.99996907679
111,0,0,0,1,1,64,32,256,46427.19997468815
112,0,0,0,0,1,128,32,256,46034.99997376058
113,0,0,0,0,1,128,8,256,46184.19997889317
114,0,0,0,0,1,128,32,256,46034.99999327304
115,0,0,0,0,1,128,32,4096,46304.60001325751
116,0,0,0,1,1,128,32,256,46408.2000269539
117,0,0,0,0,1,64,32,256,46295.399983866504
118,0,0,0,0,1,128,32,256,46034.99996746244
119,0,0,0,0,1,128,8,256,46184.200012553745
120,0,1,0,0,1,128,32,4096,46213.60001119835
121,1,0,0,1,1,128,32,256,135614.00004912826
122,0,0,0,0,1,256,32,256,46294.80001047267
123,0,0,1,0,1,128,32,256,46260.19998734699
124,0,0,0,0,1,64,8,256,46194.800014888635
125,0,1,0,0,1,128,32,256,46355.1999734667
126,1,0,0,0,1,128,32,4096,132338.6000224542
127,0,0,0,1,1,128,32,256,46408.200022462246
128,0,0,1,0,1,256,32,256,46282.00001485621
129,0,0,0,0,1,128,32,256,46035.000014059326
130,0,1,0,0,1,128,8,256,46673.20000269615
131,0,0,0,0,1,64,32,4096,46073.59999119766
132,1,0,0,0,0,128,32,256,135706.59996444406
133,0,0,1,1,1,128,32,256,46567.800022020565
134,0,0,0,0,1,128,32,256,46034.999998596635
135,0,0,0,0,1,256,32,256,46294.800010854924
136,0,1,0,0,1,128,8,256,46673.20001446865
137,1,0,0,0,0,128,32,4096,132886.00000651815
138,0,0,0,0,1,64,32,256,46295.40000671877
139,0,0,1,1,1,128,32,256,46567.799968249776
140,0,0,0,0,1,128,32,256,46034.999981983914
141,0,0,0,0,1,256,32,1024,46176.600000574515
142,0,1,0,0,0,128,2,256,46022.80000402029
143,1,1,0,0,0,128,2,256,132604.7999587069
144,0,1,0,0,0,128,2,256,46022.800003969525
145,0,1,1,0,0,64,2,4096,46357.79997452128
146,0,1,0,1,0,128,2,256,46584.799990126674
147,0,1,0,0,0,128,2,1024,46240.79999840977
148,0,1,0,0,0,128,2,256,46022.80001626016
149,0,1,0,0,0,256,2,256,46440.0000064798
150,1,1,0,0,0,128,2,256,132604.8000007954
151,0,1,1,0,0,128,2,256,46183.799984198864
152,0,1,0,1,0,128,2,4096,46394.400003756375
153,0,1,0,0,0,64,2,1024,46111.60002590077
154,0,1,0,0,0,128,2,256,46022.80002069774
155,0,1,0,0,0,128,2,256,46022.800013134256
156,1,1,0,0,0,256,2,256,133900.6000308793
157,0,1,0,0,0,128,2,256,46022.80001462277
158,0,1,1,1,0,128,2,256,46517.79998009406
159,0,1,0,0,0,128,2,4096,46368.800023656586
160,0,1,0,0,0,64,2,1024,46111.59996735542
161,0,1,0,0,0,128,2,256,46022.799950296394
