Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,0,1,0,64,2,256,132473.40000844363
1,0,0,1,0,1,128,2,4096,46359.400014465195
2,1,0,0,1,0,128,32,256,134485.20002111196
3,0,0,0,0,0,128,2,1024,46169.20001472294
4,0,1,0,0,1,128,8,4096,46302.999977617896
5,0,0,0,0,0,256,32,256,46274.99999640655
6,0,1,1,1,0,128,8,4096,46599.799945690014
7,1,1,1,1,1,256,32,1024,130422.9999919819
8,1,1,1,1,1,128,2,4096,131763.60000924778
9,1,0,0,1,0,128,8,1024,136143.60003128587
10,0,1,0,0,1,256,2,1024,46142.19997207166
11,1,1,0,1,0,256,32,256,134325.3999854166
12,1,1,0,0,1,128,32,256,131364.4000036435
13,1,0,1,1,0,128,8,1024,138096.79997543705
14,0,1,0,1,1,128,2,4096,46322.40002852332
15,0,0,1,0,1,256,32,256,46281.9999808336
16,1,1,0,0,0,128,2,4096,133164.39999122673
17,1,1,0,1,1,256,32,256,132261.19999247225
18,1,0,1,0,0,64,8,256,131837.2000128902
19,1,1,0,1,0,64,8,4096,135789.2000137385
20,1,0,0,0,0,64,32,256,129289.60004970474
21,0,0,0,0,0,256,32,4096,46042.399995578264
22,1,1,0,0,1,256,32,1024,135111.99998518932
23,1,0,1,1,0,128,32,4096,138185.4000042606
24,0,0,0,1,1,128,8,256,46472.40001538808
25,0,1,0,1,1,64,2,4096,46521.20000362136
26,0,1,0,0,1,64,32,256,46155.20000639791
27,0,0,1,1,0,64,8,4096,46665.19999799474
28,0,1,1,1,0,256,8,1024,46824.79999564491
29,1,0,0,1,1,128,32,1024,135249.7999852446
30,0,0,1,1,1,128,32,4096,46593.5999925655
31,1,1,1,0,0,64,8,4096,130763.79998542918
32,0,1,1,0,0,64,32,1024,46145.00005497031
33,1,1,0,0,0,64,32,256,132467.7999835237
34,1,1,1,0,0,128,2,1024,135272.20000002463
35,0,1,0,0,0,128,2,1024,46240.800027902136
36,0,1,0,0,0,128,8,1024,45980.80000427993
37,0,1,1,1,0,64,8,256,46687.40001361828
38,0,1,1,1,0,256,8,4096,47064.80001904963
39,1,0,0,0,1,64,8,256,133634.399969053
40,1,1,0,1,0,64,32,1024,132685.00001773977
41,1,1,0,1,0,128,8,4096,132048.7999964987
42,0,0,1,1,1,128,8,4096,46649.400030597215
43,1,0,1,0,1,128,2,4096,139647.7999764856
44,0,0,0,1,0,256,32,1024,46418.999992609526
45,0,1,0,1,1,256,2,1024,46416.99999634175
46,1,0,1,0,0,128,8,256,131236.59999440637
47,1,0,0,0,1,64,8,256,133634.40001560585
48,0,1,0,1,1,256,2,256,46319.00001390581
49,1,0,0,1,0,64,32,256,130240.80000352362
50,0,0,0,0,0,128,2,1024,46169.199980006786
51,1,1,0,0,1,256,2,256,135921.9999745795
52,0,1,1,0,0,256,2,256,46407.79997381235
53,0,0,0,1,1,256,2,256,46438.200003569094
54,1,1,1,1,1,128,32,1024,130943.40001587554
55,1,0,0,0,1,64,32,4096,128417.80004890655
56,1,1,1,0,0,64,32,256,136657.39999665314
57,0,1,1,0,1,256,2,256,46083.5999952441
58,1,1,1,0,1,64,32,256,133541.9999957528
59,1,0,0,0,0,128,2,256,133624.80004084203
60,0,1,0,0,0,256,2,4096,46096.399973504616
61,0,1,0,0,0,256,8,1024,46097.59998181097
62,0,1,0,0,0,256,8,4096,46102.00001693263
63,0,1,0,0,0,256,2,1024,46248.80003084701
64,0,1,1,0,0,256,8,4096,46382.80000273448
65,0,0,0,0,0,256,2,1024,46194.60002528723
66,0,1,1,0,0,256,32,4096,46191.200019132324
67,0,1,0,0,1,256,8,1024,46358.19993709873
68,0,0,1,0,0,256,2,4096,46143.40005252238
69,0,1,0,0,1,256,32,1024,46191.20001256336
70,0,0,1,0,0,256,8,4096,46383.399989932106
71,0,1,0,0,0,128,2,1024,46240.79998375149
72,0,1,0,0,1,256,32,4096,46104.19997279251
73,0,0,1,0,0,128,8,1024,46244.99999634129
74,0,1,0,0,1,256,32,256,46163.39995809507
75,0,0,1,0,0,128,8,4096,46163.200026507475
76,0,1,0,0,0,256,2,1024,46248.800002800155
77,0,1,0,0,1,128,8,256,46673.20000163349
78,0,0,1,0,0,256,32,4096,46148.200030947264
79,0,1,0,0,1,256,2,256,46288.60001122234
80,0,0,1,0,0,128,8,1024,46244.999988978045
81,0,1,0,0,1,256,32,4096,46104.200000861034
82,0,0,0,0,0,128,2,256,46236.80001418366
83,0,1,1,0,0,256,8,1024,47095.60000924861
84,0,1,0,0,1,128,32,4096,46213.59996660153
85,0,0,1,0,0,256,2,256,46199.59999153504
86,0,1,0,0,1,128,32,1024,46405.00001626303
87,0,0,1,0,0,256,8,256,46381.599976472135
88,0,1,0,0,1,256,2,4096,46310.80002729785
89,0,0,0,0,0,128,32,1024,46582.20000788373
90,0,1,1,0,0,256,8,256,46092.000020893356
91,0,1,0,0,1,128,2,4096,46277.59999886409
92,0,0,0,0,0,256,32,1024,46256.599986659334
93,0,1,1,0,1,128,8,256,46212.399969843165
94,0,1,0,0,0,256,2,4096,46096.39999103499
95,0,0,1,0,0,64,32,1024,46389.59999311075
96,0,1,0,0,1,256,8,256,46191.99996574517
97,0,0,0,1,0,128,2,4096,47528.79997564959
98,0,1,1,0,1,256,32,1024,46493.80000698805
99,0,1,0,0,0,64,8,256,46403.800005048644
100,0,0,1,0,0,256,2,4096,46143.39998144749
101,0,1,1,0,0,256,8,256,46092.00001289461
102,0,1,1,0,0,256,8,256,46092.000010307085
103,0,1,1,0,0,256,8,256,46092.000021786414
104,0,1,1,0,0,256,8,256,46092.00001769465
105,0,1,1,0,0,256,8,256,46091.999972753634
106,0,1,1,0,0,256,8,256,46091.999998667816
107,0,1,1,0,0,256,8,256,46092.000007945484
108,0,1,1,0,0,256,8,256,46091.999987681935
109,0,1,1,0,0,256,8,256,46091.99996718652
110,0,1,1,0,0,256,8,256,46091.99998828453
111,0,1,1,0,0,256,8,256,46091.9999977525
112,0,1,1,1,0,128,32,1024,46795.60001002151
113,0,1,0,0,0,256,8,256,46335.6000127798
114,0,1,1,0,1,128,2,4096,46614.99997296294
115,0,0,0,0,0,64,8,1024,46349.39997332786
116,0,1,1,0,1,256,32,256,46169.800012562824
117,1,1,0,1,0,256,2,4096,129499.39998073965
118,0,0,1,0,0,128,8,256,46140.00002311705
119,0,1,0,0,1,256,32,1024,46191.19998909287
120,0,0,1,0,0,256,2,4096,46143.39997560441
