Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,4,1,4,1000000,1,0,1,1000,512,10000,5,29,0.0008505982954191846
1,2,1,4,1000000,1,0,1,10,1024,100,2,29,0.0014209809631913022
2,4,1,2,10,10,1,1,1000,512,10000,2,29,0.14431365196093068
3,4,1,4,1000000,10,1,1000,10,512,10000,5,0,1.8013920311759565e-05
4,4,1,4,1000000,1,0,1,1000,512,100,5,29,1.3410864655011453e-05
5,2,1,4,10,1,1,1000,1000,512,10000,5,0,0.38037803641859586
6,4,10,4,1000000,10,1,1000,1000,512,10000,5,0,0.0004903383604830273
7,2,10,2,1000000,1,0,1,10,512,100,5,29,0.0010216259318325577
8,2,1,4,1000000,1,0,1,10,512,100,2,0,0.0013806910571501705
9,2,10,2,10,10,1,1,1000,512,100,5,29,3.434516695899862e-05
10,2,1,4,1000000,10,1,1,1000,1024,100,5,29,1.7042974584551215e-05
11,2,1,2,1000000,1,0,1000,10,1024,100,5,0,4.155988215485286e-05
12,2,10,4,10,10,0,1,10,512,10000,5,0,1.3633586196450996e-05
13,2,10,4,10,1,0,1,1000,512,100,5,29,1.2266367463647336e-05
14,2,10,2,1000000,10,1,1,10,1024,10000,5,0,4.241446248262077e-05
15,2,10,4,1000000,1,1,1000,1000,1024,100,2,0,1.6451334738550737e-05
16,2,1,2,1000000,1,0,1000,1000,512,100,5,0,2.7503565809587884e-06
17,4,10,2,1000000,1,0,1000,1000,1024,100,5,0,5.226671638187e-06
18,2,10,2,10,10,1,1,10,1024,10000,5,29,8.679442788679894e-06
19,4,10,4,10,10,0,1,1000,512,10000,5,0,0.07855495224308362
20,2,1,2,1000000,1,1,1,1000,512,100,2,0,2.1498820872353926e-05
21,4,10,4,1000000,1,0,1,10,1024,100,5,0,0.0008631719696782439
22,4,10,4,1000000,10,0,1,10,1024,10000,5,29,1.4971752555499455e-05
23,2,10,2,1000000,10,1,1,10,1024,10000,2,29,1.7116135257042874e-05
24,2,1,4,1000000,1,0,1,1000,512,10000,2,0,0.0013789428789601024
