Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,2,10,4,10,10,0,1,1000,512,100,5,29,1.3277846399926282e-05
1,4,10,2,10,10,1,1,1000,512,100,2,0,1.7134328771305924e-05
2,4,10,2,10,10,0,1000,10,512,100,2,29,0.5315987440616482
3,4,10,4,10,10,0,1000,1000,512,10000,5,0,0.16856451855718957
4,4,10,4,10,10,1,1000,1000,512,100,2,0,7.6092436378870855e-06
5,4,1,2,1000000,1,1,1000,10,1024,100,2,0,0.0051243673743799605
6,2,1,4,1000000,10,0,1000,10,1024,10000,2,29,3.057657845303767e-05
7,4,10,4,10,1,1,1000,10,512,100,2,0,0.7266980381056134
8,2,1,2,1000000,10,0,1,10,1024,100,5,29,2.4119111262756425e-05
9,2,1,2,10,1,0,1,1000,1024,100,5,29,1.1748685639647325e-05
10,2,10,2,1000000,1,1,1,10,512,100,5,0,0.001114787808450683
11,2,1,2,10,10,0,1000,10,1024,10000,5,29,6.058660925856536e-06
12,4,10,4,10,1,0,1,1000,1024,10000,2,29,0.01487159348084641
13,2,10,4,1000000,10,0,1,1000,1024,100,2,29,1.0064539853640485e-05
14,4,10,2,1000000,10,0,1000,10,512,10000,2,0,5.750190348198299e-06
15,2,10,2,10,10,0,1,10,512,10000,5,29,1.3395048164357646e-05
16,4,10,2,1000000,10,1,1,10,512,10000,2,29,2.2914775779995176e-05
17,4,10,2,10,10,1,1000,1000,512,100,2,29,1.5584483998854133e-05
18,2,10,4,1000000,1,1,1,10,1024,10000,5,29,9.210765286547374e-06
19,4,10,4,10,10,0,1,10,1024,100,2,0,0.14304678875583168
20,2,10,2,10,10,1,1000,1000,512,10000,2,29,0.7735393623039597
21,2,10,4,1000000,1,1,1000,10,1024,100,2,29,0.004818771102287135
22,4,1,4,10,1,1,1,10,512,100,2,0,0.014853623758583064
23,2,1,4,1000000,1,1,1000,1000,1024,10000,5,0,1.0255375566856097e-05
24,4,1,2,10,10,1,1000,10,1024,10000,2,0,1.3765138790525953e-05
25,2,1,2,10,1,1,1000,10,512,100,2,0,0.8291029523992103
26,4,10,2,10,1,0,1,1000,512,100,2,0,1.2944842233631509e-05
27,2,10,4,10,1,0,1000,10,1024,100,5,29,0.30736818955521555
28,2,10,2,10,10,1,1,1000,1024,10000,5,0,0.13515686930242743
29,4,10,2,1000000,10,0,1,1000,512,10000,2,29,1.3289752520181074e-05
30,2,10,2,1000000,10,1,1000,1000,512,100,2,0,2.6719682582290657e-05
31,4,10,2,10,10,0,1000,10,512,100,2,29,0.5316513123976239
32,2,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.0023946921467918993
33,4,10,2,10,1,1,1000,10,512,100,2,29,0.6049686615926136
34,4,10,4,10,1,1,1,1000,1024,10000,2,0,0.014474994696277646
35,2,1,4,10,1,0,1,1000,512,100,5,29,9.10056292102773e-06
36,4,10,2,10,10,0,1000,10,512,100,5,29,0.19989833150201308
37,2,10,4,10,1,1,1,1000,512,10000,2,29,0.014930454795492265
38,4,1,2,1000000,10,1,1,1000,1024,100,5,0,5.8904466639547695e-06
39,4,1,2,10,10,1,1,1000,512,10000,5,0,0.08730911003881392
40,2,1,2,10,1,0,1,10,1024,100,2,29,0.014724645334904913
41,4,1,2,10,10,0,1,10,1024,10000,2,29,2.7838088170749663e-05
42,4,1,2,1000000,10,1,1,1000,1024,10000,5,29,5.379574540225918e-05
43,4,1,4,10,10,1,1000,10,1024,10000,2,0,6.557026652074519e-06
44,4,1,2,10,10,0,1,1000,512,100,2,29,7.699142170268056e-06
45,4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,4.752694951524905e-06
46,2,10,4,10,1,1,1,10,512,10000,5,29,6.4239453586738545e-06
47,2,1,2,10,10,1,1,10,1024,100,2,29,0.14940208112949724
48,2,10,2,1000000,1,0,1000,10,1024,10000,2,0,2.3244456441790235e-06
49,4,10,2,1000000,10,1,1000,10,1024,10000,2,29,1.5083528122837659e-05
50,2,10,4,1000000,1,0,1,10,512,100,5,0,0.0009985980318548992
51,2,10,4,1000000,1,1,1,10,1024,10000,5,0,5.499085626733472e-06
52,4,10,2,10,1,0,1,10,512,100,2,29,0.014684486186234153
53,4,10,2,10,1,0,1,10,1024,10000,2,0,5.548074017829327e-06
54,4,10,4,10,1,0,1000,1000,1024,10000,5,0,0.21496496378941116
55,2,1,2,1000000,10,0,1,10,1024,100,2,29,2.499007994172984e-05
56,2,1,2,1000000,10,0,1000,1000,1024,10000,2,0,4.759913711729336e-06
57,2,10,2,1000000,10,1,1000,1000,1024,10000,2,0,4.777682368325409e-06
58,2,1,2,10,1,1,1000,10,1024,100,5,29,0.2948944161621911
59,2,1,4,1000000,10,1,1000,1000,512,10000,2,29,1.0984674544418843e-05
60,2,1,2,1000000,10,1,1000,1000,512,10000,5,29,2.1385330443560057e-05
61,4,1,4,1000000,10,0,1,10,512,100,2,0,0.005119319225818451
62,2,10,4,10,10,0,1000,10,1024,10000,5,29,1.6078735934178402e-05
63,4,1,2,1000000,1,1,1,1000,1024,100,5,0,6.954294673693385e-06
64,4,10,4,10,10,1,1000,10,1024,10000,2,29,1.1402841031539991e-05
65,2,10,4,10,10,0,1,1000,1024,10000,5,29,0.13485998549453582
66,4,1,4,1000000,10,1,1,10,1024,100,2,0,0.0070537160196418435
67,4,10,4,1000000,1,1,1,1000,1024,10000,5,29,0.0008557079581077711
68,4,10,4,10,10,0,1,1000,1024,100,2,29,1.3722311402893526e-05
69,4,1,2,10,1,0,1000,1000,1024,100,5,29,2.8167764596220813e-05
70,4,10,2,10,10,0,1,1000,512,100,2,0,4.982592899062954e-06
71,4,10,2,10,10,0,1,1000,512,100,2,0,6.549832469911799e-06
72,4,10,2,10,10,0,1,1000,512,100,2,0,1.728185349920729e-05
73,4,10,2,10,10,0,1,1000,512,100,2,0,8.256441479623541e-06
74,4,10,2,10,10,0,1,1000,512,100,2,0,1.7196931671956054e-05
75,4,10,2,10,10,0,1,1000,512,100,2,0,0.0
76,4,10,2,10,10,0,1,1000,512,100,2,0,2.7012504606543584e-05
77,4,10,2,10,10,0,1,1000,512,100,2,0,3.04519673911685e-06
78,4,10,2,10,10,0,1,1000,512,100,2,0,1.9411735552933836e-05
79,4,10,2,10,10,0,1,1000,512,100,2,0,4.9540180033501555e-06
80,4,10,2,10,10,0,1,1000,512,100,2,0,5.039776325702086e-06
81,4,10,2,10,10,0,1,1000,512,100,2,0,1.1258605578389624e-05
82,4,10,2,10,10,0,1,1000,512,100,2,0,5.209525480238878e-07
83,4,10,2,10,10,0,1,1000,512,100,2,0,2.1768232771950412e-05
84,4,10,4,10,1,0,1,1000,512,100,2,0,3.276047081312465e-05
85,4,10,2,10,10,0,1,1000,512,100,2,0,2.2052136388080624e-05
86,4,1,2,10,1,0,1,1000,512,100,2,0,2.2416708706974834e-06
87,4,10,4,10,10,0,1000,1000,512,100,2,0,2.3765144854621903e-05
88,4,10,2,10,10,0,1,1000,512,100,2,0,5.21336955578145e-06
89,4,1,2,10,1,0,1000,1000,512,100,2,0,9.313449073371543e-06
90,4,10,4,10,10,0,1,1000,512,100,2,0,3.575156630949498e-06
91,4,1,2,10,10,0,1,1000,512,100,2,0,1.0153056299196675e-05
