Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,1,0,1,0,1,50,16,0,17716.4
1,4,0,0,1,1,0,8,8,115881.6
2,4,0,1,0,1,10,1024,0,9248.0
3,5,0,0,0,0,40,1,8,120996.6
4,5,0,0,1,1,70,2048,6,47939.0
5,1,0,0,1,0,60,32,0,17758.2
6,2,0,1,0,1,70,64,10,101833.0
7,5,1,1,0,0,70,1,2,9131.8
8,3,0,1,0,0,80,16,4,12351.2
9,2,1,1,0,0,40,32,10,99967.6
10,3,0,1,0,0,0,8,6,20804.2
11,3,0,0,0,1,80,1024,8,37997.8
12,2,0,0,1,1,0,2,6,124142.6
13,5,0,1,1,0,20,64,2,9159.2
14,4,0,0,1,0,70,1,4,42906.6
15,3,0,1,0,0,30,32,10,48777.0
16,5,0,0,1,1,20,8,8,120888.0
17,3,0,0,0,0,20,16,6,11127.4
18,2,1,1,1,1,20,4,2,17628.2
19,3,0,1,1,0,50,2048,0,12124.8
20,1,0,0,0,1,60,4,0,17730.6
21,3,1,1,0,0,0,2,2,15973.4
22,3,1,0,0,1,10,1,10,50235.2
23,5,0,1,1,0,30,64,4,9149.4
24,3,0,1,1,1,10,2048,0,12478.8
25,4,1,1,0,0,20,16,10,127381.0
26,5,1,1,1,0,10,2,10,299476.4
27,4,0,1,1,1,100,4,6,49049.4
28,1,0,1,0,0,30,32,8,98895.2
29,5,1,0,0,0,30,2,6,47494.2
30,5,1,1,1,0,90,4096,4,9180.2
31,5,1,1,1,0,30,512,4,9182.6
32,5,1,1,1,0,70,256,2,9139.4
33,5,1,1,1,0,70,256,2,9139.4
34,5,1,1,0,0,70,128,2,9220.6
35,5,1,1,1,0,70,256,2,9139.4
36,1,1,1,0,0,90,256,2,17712.4
37,5,1,1,0,0,100,1,2,9133.8
38,5,1,1,0,0,100,1,2,9133.8
39,2,1,1,0,0,100,1,2,11117.8
40,4,1,1,0,0,40,1,2,10036.8
41,1,1,1,0,0,100,1024,2,17772.8
42,5,1,1,0,0,50,512,8,122242.2
43,2,1,1,0,0,80,128,2,4682.0
44,2,1,1,0,0,80,128,0,4711.2
45,2,1,0,0,0,80,128,0,4717.2
46,2,1,1,0,1,80,128,0,4709.8
47,2,1,1,0,1,80,128,0,4709.8
48,2,1,0,0,1,80,128,0,4719.8
49,2,1,1,0,1,80,128,0,4709.8
50,2,1,1,0,1,60,4096,8,101277.0
51,2,1,0,0,1,80,8,0,5156.6
52,2,1,1,0,1,40,128,6,89592.6
53,2,1,1,0,1,80,1024,4,4271.2
54,2,1,0,0,1,0,1024,4,18065.8
55,2,1,1,0,1,50,1024,4,4533.4
56,4,1,1,0,1,50,1024,4,13106.4
57,2,1,0,0,1,50,1024,4,4566.0
58,1,0,1,0,1,50,1024,4,11858.0
59,2,1,1,0,1,50,1024,4,4533.4
60,4,0,0,0,1,60,64,4,12996.2
61,2,1,1,0,1,90,2048,4,4318.6
62,3,1,1,0,1,90,2048,4,12141.2
63,1,0,1,0,1,90,2048,10,101122.2
64,2,1,0,1,1,90,2048,4,11848.4
65,4,1,1,0,1,90,16,4,13136.0
66,3,0,1,1,1,10,32,8,39403.0
67,2,1,1,0,1,0,2048,4,18018.4
68,1,1,1,0,1,20,4,6,72804.0
69,2,0,0,1,1,40,8,10,109362.4
70,3,1,1,0,1,90,4096,4,12086.2
71,4,1,1,0,1,60,512,4,12867.0
72,2,1,1,1,1,10,64,6,93734.2
73,1,0,0,0,1,90,2,8,79996.0
74,2,1,1,0,1,30,2048,10,100565.8
75,2,1,1,0,1,20,16,4,4871.2
