Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,78903.6
1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,67657.6
2,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,72544.6
3,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,82007.6
4,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,69577.8
5,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,75032.2
6,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,70841.6
7,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,79730.0
8,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,70091.8
9,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,86929.4
10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,61922.0
11,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,75087.4
12,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,80326.6
13,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,77985.8
14,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,84120.6
15,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,68176.6
16,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,70942.2
17,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,85223.6
18,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,79142.0
19,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,75641.8
20,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,87059.8
21,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,78253.2
22,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,78817.2
23,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,63585.4
24,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,87013.2
25,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,68172.2
26,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,91044.6
27,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,84829.8
28,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,65427.6
29,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,86621.6
30,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,62122.4
31,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,62122.4
32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
33,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
38,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
43,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,63972.8
44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
46,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,62451.6
47,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,62874.0
48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,61416.6
49,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,60950.2
50,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,65999.6
