Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,1,1,1,64,2,4096,46733.40000876754
1,1,0,0,1,0,128,8,1024,136143.59999699547
2,1,1,0,1,0,64,8,4096,135789.19997084315
3,1,0,0,1,1,128,2,1024,136545.1999922138
4,0,1,0,1,1,256,2,256,46319.00001249795
5,1,1,0,1,0,64,32,256,133072.40001326785
6,0,0,0,1,1,256,2,4096,46327.40003141922
7,1,1,0,1,1,128,32,4096,131404.99999691878
8,1,0,1,0,0,256,8,256,133510.40001333953
9,0,0,0,1,1,128,32,1024,46258.399970212675
10,0,0,0,1,0,64,32,4096,46264.20001921824
11,0,1,1,1,0,64,2,4096,46404.3999836998
12,1,1,1,1,0,128,2,1024,128922.59998882213
13,1,1,0,0,0,256,8,4096,133344.1999992715
14,0,0,1,1,1,128,8,256,46777.99999593086
15,1,1,0,1,1,256,2,4096,125375.59998255286
16,1,0,0,0,1,256,8,4096,131261.19999693715
17,1,0,0,0,0,256,8,256,134915.39999330015
18,0,1,0,0,0,256,2,4096,46096.39999337733
19,0,1,0,1,1,128,8,4096,46535.60001599069
20,1,0,1,0,0,256,32,1024,134646.20001600398
21,0,1,0,1,0,128,2,1024,46599.399977607674
22,0,0,1,1,1,128,32,4096,46593.59996890514
23,0,1,1,1,1,64,2,1024,46856.0000085516
24,0,0,0,0,1,256,8,1024,46302.99999292693
25,1,0,1,1,1,256,8,4096,136682.99999496486
26,0,1,1,1,0,128,2,1024,46400.199975613235
27,1,0,0,1,0,128,8,4096,131102.7999940454
28,0,1,0,1,1,64,2,4096,46521.20002905284
29,1,1,0,1,0,64,2,1024,139402.39996835386
30,0,0,1,0,1,64,8,256,46344.39997202471
31,0,1,1,0,0,64,32,1024,46144.9999803026
32,1,1,0,0,1,256,32,256,134256.80001463724
33,1,1,0,1,1,64,8,1024,125966.20001902578
34,1,1,0,0,1,64,2,256,134110.60002822976
35,1,0,0,0,0,128,2,256,133624.79999323093
36,0,1,1,1,0,64,32,256,46517.60003530093
37,1,1,0,0,0,256,32,4096,132785.59997735836
38,0,1,0,1,1,64,32,1024,46378.59999622228
39,1,1,0,1,0,256,2,4096,129499.39998166818
40,0,0,1,1,0,128,8,4096,46503.199956044074
41,1,0,1,1,1,256,2,1024,139540.19994577923
