Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,2,1,2,1000000,1,0,1,10,1024,10000,5,0,2.9103986850703737e-05
1,2,1,2,1000000,1,0,1,10,512,100,5,0,2.9382614074376286e-05
2,4,1,4,10,1,0,1000,1000,1024,100,2,29,2.3654860360950222e-05
3,2,10,2,1000000,1,0,1,1000,512,100,2,29,1.3538586037850234e-05
4,4,10,2,10,10,0,1,1000,1024,10000,5,29,0.08049784786136209
5,2,10,4,1000000,1,0,1000,10,512,10000,5,0,8.899143621711685e-06
6,2,1,2,10,10,1,1000,10,1024,100,2,0,0.75983715927186
7,2,1,2,10,1,1,1000,10,512,100,2,0,0.8291008536139032
8,4,1,4,10,1,0,1000,10,1024,100,2,29,0.7347497130764287
9,2,1,4,1000000,1,1,1000,1000,512,10000,5,29,2.155038363883039e-05
10,2,1,2,10,1,0,1,10,1024,100,5,29,0.014733515427812788
11,4,1,4,1000000,10,1,1000,10,1024,100,2,29,0.0005524071450494319
12,4,10,2,1000000,10,1,1,1000,1024,100,2,29,1.3287782897674695e-05
13,2,1,4,1000000,1,1,1000,1000,1024,100,2,0,4.2705515941416996e-05
14,4,10,4,10,1,1,1,10,1024,100,2,29,0.014598423241286972
15,4,1,4,10,10,1,1,10,512,10000,5,0,1.1424511596004432e-05
16,2,1,4,1000000,10,0,1,1000,512,10000,2,0,4.6778831734100906e-06
17,2,1,2,10,10,1,1,1000,1024,10000,5,29,0.14309476398675286
18,4,10,2,1000000,1,0,1000,1000,512,100,2,0,2.02251345769247e-06
19,2,10,4,10,1,0,1,10,512,100,5,0,0.014873458862587539
20,2,10,4,1000000,10,0,1000,10,512,10000,5,0,1.2538614002430373e-05
21,2,1,2,10,1,1,1000,10,512,10000,2,0,2.1214752931823487e-05
22,2,10,4,1000000,10,1,1,1000,1024,100,5,29,0.0
23,4,1,2,1000000,1,1,1,1000,1024,100,5,29,5.453283788756121e-06
24,4,10,4,10,10,1,1000,1000,1024,10000,2,0,0.44687796843335115
25,2,10,2,10,10,1,1000,1000,512,10000,2,0,0.7896023125046209
26,2,1,4,10,10,1,1,1000,1024,100,2,0,1.249817347228579e-05
27,2,10,2,1000000,10,0,1000,10,1024,10000,5,29,2.352509592071987e-05
28,4,10,2,10,10,0,1000,1000,1024,10000,5,0,0.19159026742751886
29,2,10,2,10,1,0,1,1000,1024,10000,2,29,0.014783961749713956
30,4,1,2,1000000,10,1,1000,1000,1024,100,2,29,2.4782738797741728e-05
31,4,1,2,1000000,10,0,1,10,1024,10000,5,29,1.1478704990772341e-05
32,4,1,2,1000000,1,1,1,1000,1024,10000,5,29,0.0006745042186441506
33,4,1,2,1000000,10,0,1,10,1024,10000,5,0,2.1989912314108417e-05
34,4,1,2,10,1,0,1000,10,512,100,5,29,0.22333782127564197
35,4,1,2,10,1,1,1,1000,1024,10000,2,29,0.014755236432684152
36,4,1,4,1000000,10,1,1000,10,1024,10000,2,29,4.22815447545055e-05
37,2,1,4,1000000,10,0,1000,10,1024,10000,5,0,4.919476102204754e-06
38,2,1,4,10,10,0,1000,10,512,100,5,29,0.3156038843873321
39,2,10,2,1000000,10,0,1000,10,1024,10000,5,0,1.7451315628786927e-05
40,2,10,2,1000000,1,1,1,1000,1024,100,2,0,7.973700690689237e-06
41,4,10,4,10,1,1,1000,1000,512,10000,2,29,0.7188172535573245
42,4,1,4,1000000,1,1,1000,1000,512,100,5,0,4.5466079590518876e-05
43,4,1,4,1000000,10,0,1,10,512,10000,2,0,1.7999079371330345e-05
44,2,10,2,1000000,1,1,1,10,512,10000,2,0,1.4094681121360174e-05
45,2,1,4,10,1,1,1,1000,512,10000,2,0,0.014938398160785769
46,2,1,2,10,1,0,1000,10,1024,10000,2,29,2.0787796216828437e-05
47,4,10,2,10,1,0,1000,1000,1024,10000,2,29,0.5862829835843648
48,2,10,2,10,1,1,1,1000,512,100,5,29,3.288777636777821e-05
49,2,1,2,10,10,0,1000,10,512,10000,2,0,4.527997303039817e-05
