Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,3,2,3,0,0,0,0,1,1,1,42.804
1,2,2,2,0,0,0,0,0,0,0,65.822
2,4,3,3,1,0,0,1,1,0,0,50.236
3,3,3,2,1,1,0,1,1,1,1,58.658
4,4,1,1,0,1,1,1,0,1,0,23.242
5,3,1,1,1,1,0,0,0,0,1,28.7
6,3,3,1,0,0,0,0,1,0,0,67.154
7,3,3,1,0,0,1,0,1,1,0,54.806
8,4,2,3,0,0,0,1,0,0,1,36.98
9,2,3,3,1,1,0,0,1,0,0,90.466
10,2,1,2,1,0,0,0,0,1,0,43.346
11,2,3,1,0,0,1,1,1,1,1,88.074
12,1,3,3,1,1,1,0,0,1,0,136.814
13,2,1,3,1,1,0,1,0,0,1,42.982
14,2,1,1,0,0,0,0,1,0,0,49.896
15,1,3,3,1,0,0,0,1,1,0,147.654
16,1,1,1,1,1,1,1,1,0,1,87.264
17,4,1,2,0,1,0,1,0,1,1,24.478
18,2,2,3,0,1,1,1,0,1,1,62.69
19,2,1,2,1,0,1,1,1,1,1,47.556
20,4,1,3,1,0,0,1,0,1,0,23.864
21,3,3,3,0,1,0,1,0,0,1,69.816
22,2,3,1,1,0,0,1,0,0,0,92.174
23,3,2,1,1,0,0,0,1,1,0,40.666
24,3,2,3,1,1,1,0,1,1,1,40.266
25,1,2,2,1,1,0,1,0,1,1,110.94
26,3,3,3,0,1,0,1,0,0,0,69.914
27,2,3,2,1,1,1,0,1,1,0,76.688
28,3,2,3,1,1,1,0,0,0,1,43.238
29,3,1,2,1,1,0,0,1,1,0,30.792
30,4,1,1,0,0,1,1,0,1,0,23.818
31,4,1,1,0,0,1,1,0,1,0,23.818
32,4,1,1,0,0,1,1,0,1,0,23.818
33,4,1,1,0,0,1,1,0,1,0,23.818
34,4,1,1,0,1,1,1,0,1,0,23.242
35,4,1,1,0,1,1,1,0,1,0,23.242
36,4,1,1,0,1,1,1,0,1,0,23.242
37,4,1,1,0,1,1,1,0,1,0,23.242
38,4,1,1,0,1,1,1,0,1,0,23.242
39,4,1,1,0,1,1,1,0,1,0,23.242
40,4,1,1,0,1,1,1,0,1,0,23.242
41,4,1,1,0,1,1,1,0,1,0,23.242
42,1,1,1,0,1,1,1,0,1,0,85.196
43,4,2,1,0,1,1,1,0,1,0,31.596
44,4,1,1,0,1,1,1,0,1,0,23.242
45,1,1,1,0,1,1,1,0,1,0,85.196
46,4,1,2,0,1,1,1,0,0,0,24.202
47,4,2,1,0,1,1,1,0,1,0,31.596
48,1,1,1,0,1,1,1,0,1,0,85.196
49,4,1,2,0,1,1,0,0,0,0,24.032
50,4,3,1,0,1,1,1,1,1,1,44.68
51,4,1,1,0,1,1,1,0,1,0,23.242
52,2,2,2,0,1,1,1,1,0,0,74.744
53,1,1,1,0,1,1,0,0,1,1,84.084
54,4,3,3,0,1,1,1,0,1,0,43.364
55,2,1,1,0,1,1,1,1,0,0,49.426
56,3,2,1,0,0,0,0,0,1,1,39.586
57,4,3,2,0,1,1,1,0,1,0,42.996
58,1,1,3,1,1,0,1,1,0,1,87.292
59,3,1,1,0,0,1,0,0,1,0,31.19
60,2,3,3,0,1,1,1,0,1,0,84.118
61,4,2,2,1,1,0,1,1,0,0,35.912
62,4,1,1,0,0,1,0,0,1,1,23.39
63,3,1,1,0,1,1,1,0,1,0,31.1
64,1,3,3,1,1,0,1,0,1,0,150.51
65,2,1,1,0,0,1,0,1,0,1,49.936
66,4,2,2,1,1,1,1,0,1,0,30.834
67,4,1,1,0,1,0,1,0,1,0,23.538
68,4,1,1,0,0,1,1,0,1,0,23.818
69,3,3,3,0,1,1,0,1,0,1,66.808
70,2,1,1,1,1,1,1,0,1,0,42.308
71,4,2,1,0,1,0,1,0,1,0,32.34
72,1,1,2,0,0,1,1,0,1,0,87.196
73,4,1,1,1,1,1,0,1,1,1,23.278
74,4,1,3,0,1,0,1,0,0,0,24.664
75,3,3,1,0,1,1,1,0,1,0,58.194
76,4,2,1,0,0,1,1,0,1,0,31.772
77,2,1,2,1,1,1,1,1,1,0,46.038
78,1,1,1,0,1,1,0,0,0,1,83.978
79,4,1,3,0,1,0,1,0,1,0,24.83
80,4,3,1,0,0,1,1,0,1,0,42.734
81,3,1,1,1,1,1,1,0,1,0,29.078
82,4,2,2,0,1,1,0,1,0,1,36.452
83,2,1,1,0,1,0,1,0,1,0,45.336
84,4,1,1,0,0,1,1,0,1,0,23.818
85,1,1,3,0,1,1,1,0,1,0,85.998
86,4,3,1,1,1,1,0,1,0,1,46.582
87,3,2,2,0,1,1,1,0,1,0,43.85
88,4,1,1,0,1,0,1,0,1,0,23.538
89,2,1,1,0,0,1,1,0,1,0,46.1
90,4,1,3,1,1,1,0,1,0,1,23.056
91,1,3,3,1,1,1,0,1,0,1,172.592
92,4,2,3,1,1,0,0,1,0,1,33.89
93,4,1,3,1,0,1,0,1,0,1,23.782
94,3,1,3,1,1,1,0,1,0,1,31.054
95,4,1,3,1,1,1,0,1,0,1,23.056
96,4,1,3,1,1,1,0,1,0,1,23.056
97,1,3,3,1,1,0,0,1,0,1,171.85
98,2,2,3,1,0,1,0,1,0,1,67.63
99,4,1,3,1,1,1,0,1,0,1,23.056
100,4,1,3,1,1,1,0,1,0,1,23.056
101,4,1,3,1,1,1,0,1,0,1,23.056
102,4,1,3,1,1,1,0,1,0,1,23.056
103,4,1,3,1,1,1,0,1,0,1,23.056
104,4,1,3,1,1,1,0,1,0,1,23.056
105,4,1,3,1,1,1,0,1,0,1,23.056
106,4,1,3,1,1,1,0,1,0,1,23.056
107,4,1,3,1,1,1,0,1,0,1,23.056
108,4,1,3,1,1,1,0,1,0,1,23.056
109,4,1,3,1,1,1,0,1,0,1,23.056
110,4,1,3,1,1,1,0,1,0,1,23.056
111,4,1,3,1,1,1,0,1,0,1,23.056
112,3,1,3,1,1,1,0,1,0,1,31.054
113,4,1,3,1,1,1,0,1,0,1,23.056
114,2,1,3,1,1,1,0,1,0,1,45.83
115,1,3,3,1,1,1,0,1,0,1,172.592
116,4,2,3,1,1,1,0,1,0,1,34.324
117,4,1,3,1,1,0,0,1,0,1,23.036
118,4,1,3,1,0,0,0,1,0,1,23.678
119,3,1,3,1,1,0,0,1,0,1,30.828
120,4,1,3,1,1,0,0,1,0,1,23.036
121,2,3,3,1,1,0,0,1,0,1,90.614
122,1,2,2,1,0,0,0,1,0,1,128.004
123,4,1,3,1,1,0,0,1,0,1,23.036
124,4,1,3,1,1,0,0,1,0,1,23.036
125,3,1,3,1,1,0,0,1,0,1,30.828
126,4,3,3,1,1,0,0,1,0,1,46.204
127,4,1,2,1,0,0,0,1,0,1,23.72
128,2,2,3,1,1,0,0,1,0,1,66.712
129,1,1,3,1,1,0,0,1,0,1,86.6
130,4,1,3,1,1,0,0,1,0,1,23.036
131,4,1,2,1,0,0,0,1,0,1,23.72
132,3,3,3,1,1,0,0,1,0,1,63.19
133,4,2,3,1,1,0,0,1,0,1,33.89
134,2,1,3,1,1,0,0,1,0,1,45.908
135,1,1,2,1,1,0,0,1,0,1,86.884
136,4,1,3,1,0,0,0,1,0,1,23.678
