Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,85018.8
1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,89974.0
2,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,94557.8
3,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,77441.6
4,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,97260.8
5,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,85607.0
6,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,89797.2
7,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,73119.8
8,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,86317.8
9,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,73848.8
10,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,66312.0
11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,60461.4
12,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,63488.8
13,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,76024.8
14,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,71742.2
15,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,77172.6
16,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,72965.8
17,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,81666.6
18,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,70772.2
19,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,88346.8
20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
21,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,68299.2
22,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,77683.0
23,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,87515.2
24,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,75058.0
25,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,80733.0
26,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,66496.0
27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60135.2
28,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,58983.2
29,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,75167.6
30,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,58983.2
31,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,58983.2
32,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55568.2
33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59364.4
40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59364.4
42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59364.4
45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
46,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,72650.8
47,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,65565.4
48,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,72854.6
49,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,65044.8
50,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,68211.2
51,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,75649.8
52,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,79575.4
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56380.6
54,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,78191.0
55,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,76461.6
56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,59575.6
57,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,83130.6
58,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,72210.8
59,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,58426.8
60,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,81543.2
61,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,67572.2
62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59090.2
63,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,60701.6
64,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,79798.0
65,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,66812.2
66,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,58805.6
67,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,66007.6
68,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,83830.8
69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55426.0
70,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64999.6
71,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,61120.6
72,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,67115.6
73,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
74,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,68051.4
75,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,58729.4
76,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,60974.8
77,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,79957.0
78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55246.6
79,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,67847.2
80,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,62179.2
81,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,65044.8
82,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
83,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,68019.6
84,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,61455.2
85,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
86,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
87,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,68051.4
88,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,61606.2
89,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
90,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
91,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
92,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
93,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
94,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
95,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
96,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
97,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
98,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
99,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
100,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
102,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
104,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
107,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
108,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
109,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
112,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
115,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58323.8
116,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77142.0
117,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58576.4
118,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
119,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
120,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
121,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,73121.0
122,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61206.8
123,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,67381.6
124,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,58330.6
125,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77142.0
126,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58576.4
127,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
128,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
129,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
130,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,73121.0
131,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61206.8
132,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,67381.6
133,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55568.2
134,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
135,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
136,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,61783.6
137,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,66023.4
138,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
139,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
140,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
141,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,61783.6
142,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,66023.4
143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55226.8
144,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
145,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,72857.2
146,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61840.8
147,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,67381.6
148,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55568.2
149,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,64026.2
150,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,73121.0
151,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61206.8
152,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,67381.6
153,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55568.2
154,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58192.6
155,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,79957.0
156,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61206.8
157,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,67381.6
158,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55568.2
159,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58192.6
160,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,79957.0
161,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61206.8
162,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,65122.6
163,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,58589.6
164,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58192.6
165,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,79957.0
166,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61206.8
167,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,65122.6
168,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,58589.6
169,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57027.8
170,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,84058.8
171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55426.0
172,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
173,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
174,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57027.8
175,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,84058.8
176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55426.0
177,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
178,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
179,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57027.8
180,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,84058.8
181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55426.0
182,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
183,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
184,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58323.8
185,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77142.0
186,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58576.4
187,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
188,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
189,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58323.8
190,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77142.0
191,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58576.4
192,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
193,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
194,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58323.8
195,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77142.0
196,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58576.4
197,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
198,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
199,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58323.8
200,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77142.0
201,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58576.4
202,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,64540.8
203,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,63757.8
204,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58323.8
