Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,2,1,1,0,0,50,4,10,80803.6
1,3,1,1,0,0,0,64,0,15931.0
2,5,0,0,0,0,20,2048,0,9111.2
3,3,1,1,1,1,80,128,2,12148.0
4,3,1,1,1,1,30,512,6,10732.8
5,5,1,0,0,0,20,256,2,9159.2
6,2,1,1,1,1,50,128,4,11892.4
7,2,0,1,1,1,0,64,4,18536.6
8,4,1,0,1,0,60,8,6,49209.8
9,1,1,1,0,1,100,512,2,17691.4
10,2,1,1,0,1,90,4,10,80939.2
11,4,0,0,1,0,0,4,4,39561.8
12,5,0,0,0,1,40,2,10,299133.4
13,2,0,0,1,1,50,32,10,103695.6
14,3,1,1,1,1,40,2048,6,10598.8
15,4,0,0,1,1,70,2048,8,124906.0
16,2,0,0,0,1,10,512,4,5789.4
17,1,0,0,0,0,100,512,10,101370.6
18,5,1,1,0,0,90,4,8,121324.8
19,2,0,1,0,1,30,2048,10,100239.4
20,5,1,0,0,0,80,32,4,9141.0
21,3,1,1,0,0,10,8,8,37901.8
22,3,0,1,0,1,80,4,0,12835.8
23,3,1,1,0,0,10,8,8,37901.8
24,4,1,0,0,0,80,2048,6,19147.2
25,4,0,1,0,0,80,64,0,8932.8
26,3,1,0,0,0,60,512,2,12010.0
27,4,0,0,0,0,0,512,0,11907.4
28,4,1,1,1,1,60,8,8,124707.8
29,4,1,0,1,0,0,1024,2,35675.4
30,1,0,0,0,1,10,4096,0,17754.4
31,2,0,1,0,0,70,1,4,14750.2
32,2,0,0,0,1,10,16,0,5935.6
33,2,0,0,0,1,10,16,0,5935.6
34,2,0,0,0,1,10,16,4,5524.0
35,2,0,0,0,1,10,16,4,5524.0
36,2,0,0,0,1,20,16,4,4890.8
37,2,0,0,0,1,20,16,4,4890.8
38,2,0,0,0,1,20,256,4,4984.6
39,1,0,0,0,1,20,16,4,12038.4
40,2,0,0,0,1,20,128,4,4966.4
41,2,0,0,0,1,20,2,4,12847.6
42,5,0,0,0,1,20,16,6,47547.4
43,2,0,0,1,1,20,1,4,15449.4
44,1,0,0,0,1,50,1024,2,17692.4
45,2,0,0,1,1,30,4096,4,11983.4
46,2,0,0,0,1,40,256,4,4598.2
47,5,0,0,0,1,40,256,6,47751.6
48,2,0,0,1,1,40,256,10,103052.6
