Iteration,spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.9920851380426969
1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.0297653346497908
2,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0.17875905329165637
3,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0.012934343544168087
4,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0.014881100098260389
5,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0.0238202763553316
6,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0.9940577130775164
7,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0.9950495916060935
8,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0.0238518384957063
9,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0.9920808761423542
10,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0.9940210330160489
11,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.9920771129371447
12,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0.0029762527225061963
13,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0.9940170821926874
14,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.9920463515991278
15,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0.9970143410624275
16,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0.9980319151231372
17,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.014900161750385315
18,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.01984772795087923
19,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0.994046549792736
20,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0.003013802859972223
21,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0.005969223802767104
22,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0.9920370345914732
23,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0.9940326141897089
24,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0.9940424717145021
25,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0.0059587867828055805
26,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0.012914939904685141
27,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0.009921315676088394
28,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0.9940272451911172
